mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,bpm,opp_mp,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_game_score,opp_plus_minus,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_usg_pct,opp_off_rtg,opp_def_rtg,opp_bpm
240,37,81,.457,11,37,.297,15,16,.938,7,29,36,21,2,7,11,16,100,,,.568,.525,.457,.198,17.1,76.3,45.6,56.8,2.2,14.3,11.1,100.0,110.1,129.9,,240,42,84,.500,17,35,.486,17,20,.850,9,34,43,31,7,1,10,19,118,,,.636,.601,.417,.238,23.7,82.9,54.4,73.8,7.7,2.3,9.7,100.0,129.9,110.1,
240,34,88,.386,17,44,.386,17,17,1.000,11,27,38,22,7,2,12,26,102,,,.534,.483,.500,.193,24.4,71.1,45.8,64.7,7.6,4.3,11.2,100.0,110.2,125.3,,240,37,75,.493,11,29,.379,31,38,.816,11,34,45,24,4,12,14,17,116,,,.632,.567,.387,.507,28.9,75.6,54.2,64.9,4.3,27.3,13.2,100.0,125.3,110.2,
240,42,82,.512,12,27,.444,12,19,.632,9,28,37,20,5,2,13,20,108,,,.598,.585,.329,.232,25.0,68.3,48.1,47.6,5.4,4.5,12.6,100.0,115.8,129.8,,240,44,83,.530,13,39,.333,20,27,.741,13,27,40,32,8,6,14,14,121,,,.638,.608,.470,.325,31.7,75.0,51.9,72.7,8.6,10.9,12.9,100.0,129.8,115.8,
240,40,83,.482,12,32,.375,17,22,.773,10,30,40,21,3,2,11,18,109,,,.588,.554,.386,.265,24.4,78.9,50.6,52.5,3.3,6.7,10.6,100.0,119.7,129.6,,240,41,83,.494,25,53,.472,11,15,.733,8,31,39,29,7,2,11,19,118,,,.658,.645,.639,.181,21.1,75.6,49.4,70.7,7.7,3.9,10.9,100.0,129.6,119.7,
240,39,90,.433,9,28,.321,10,18,.556,9,28,37,25,11,7,8,13,97,,,.495,.483,.311,.200,18.0,71.8,41.6,64.1,11.4,17.1,7.6,100.0,100.4,128.4,,240,47,90,.522,21,49,.429,9,12,.750,11,41,52,36,6,9,16,18,124,,,.651,.639,.544,.133,28.2,82.0,58.4,76.6,6.2,14.5,14.4,100.0,128.4,100.4,
265,45,98,.459,13,37,.351,17,22,.773,14,37,51,32,14,4,21,18,120,,,.557,.526,.378,.224,29.2,80.4,54.3,71.1,12.5,8.0,16.3,100.0,107.1,100.8,,265,44,98,.449,16,48,.333,9,13,.692,9,34,43,28,12,6,21,21,113,,,.545,.531,.490,.133,19.6,70.8,45.7,63.6,10.7,9.8,16.8,100.0,100.8,107.1,
240,48,88,.545,17,40,.425,11,15,.733,12,29,41,32,6,8,13,21,124,,,.655,.642,.455,.170,31.6,69.0,51.3,66.7,6.4,14.0,12.1,100.0,132.0,125.6,,240,41,82,.500,8,25,.320,28,35,.800,13,26,39,20,10,1,12,17,118,,,.606,.549,.305,.427,31.0,68.4,48.8,48.8,10.6,2.1,11.0,100.0,125.6,132.0,
240,38,90,.422,12,25,.480,23,29,.793,21,36,57,23,6,6,16,16,111,,,.540,.489,.278,.322,41.2,75.0,57.6,60.5,6.2,11.3,13.5,100.0,115.1,103.7,,240,39,90,.433,10,37,.270,12,12,1.000,12,30,42,25,9,9,17,24,100,,,.525,.489,.411,.133,25.0,58.8,42.4,64.1,9.3,13.8,15.1,100.0,103.7,115.1,
240,47,102,.461,13,28,.464,14,24,.583,24,32,56,27,9,2,8,19,121,,,.537,.525,.275,.235,41.4,76.2,56.0,57.4,9.6,4.9,6.6,100.0,128.7,119.1,,240,39,83,.470,17,42,.405,17,20,.850,10,34,44,35,4,9,13,20,112,,,.610,.572,.506,.241,23.8,58.6,44.0,89.7,4.3,12.2,12.4,100.0,119.1,128.7,
265,47,114,.412,15,34,.441,20,25,.800,18,33,51,25,3,4,6,27,129,,,.516,.478,.298,.219,30.0,84.6,51.5,53.2,2.8,8.2,4.6,100.0,120.9,124.7,,265,44,86,.512,15,37,.405,30,37,.811,6,42,48,34,5,4,11,21,133,,,.650,.599,.430,.430,15.4,70.0,48.5,77.3,4.7,5.0,9.7,100.0,124.7,120.9,
