fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,game_id,Location,Win,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_off_rtg,opp_def_rtg
55,102,0.539,14,36,0.389,18,29,0.621,12,35,47,44,10,5,8,23,142,0.619,0.608,0.353,0.284,26.1,83.3,53.4,80.0,9.3,8.8,6.5,132.3,105.3,9d4a2cf3-c6e4-463c-89fb-ae48b3a557d2,Home,1,39,83,0.47,9,26,0.346,26,35,0.743,7,34,41,25,3,3,17,23,113,0.574,0.524,0.313,0.422,16.7,73.9,46.6,64.1,2.8,4.5,14.7,105.3,132.3
38,75,0.507,14,28,0.5,17,22,0.773,5,33,38,29,6,6,24,20,107,0.632,0.6,0.373,0.293,16.7,68.8,48.7,76.3,5.8,8.7,22.1,104.1,122.6,aed02f64-6cfd-443a-8bac-6842808ba846,Away,0,50,100,0.5,12,31,0.387,14,20,0.7,15,25,40,31,12,8,13,19,126,0.579,0.56,0.31,0.2,31.3,83.3,51.3,62.0,11.7,17.0,10.7,122.6,104.1
48,90,0.533,11,27,0.407,25,30,0.833,13,33,46,26,7,3,19,15,132,0.64,0.594,0.3,0.333,33.3,86.8,59.7,54.2,6.6,5.8,15.5,124.1,123.2,1139ec1f-74e8-42e5-9927-2285805581fb,Away,1,50,91,0.549,18,39,0.462,13,16,0.813,5,26,31,33,10,6,15,24,131,0.668,0.648,0.429,0.176,13.2,66.7,40.3,66.0,9.4,9.5,13.3,123.2,124.1
44,83,0.53,13,39,0.333,20,27,0.741,13,27,40,32,8,6,14,14,121,0.638,0.608,0.47,0.325,31.7,75.0,51.9,72.7,8.6,10.9,12.9,129.8,115.8,50bef532-306f-4d70-bac8-75790abf98ae,Home,1,42,82,0.512,12,27,0.444,12,19,0.632,9,28,37,20,5,2,13,20,108,0.598,0.585,0.329,0.232,25.0,68.3,48.1,47.6,5.4,4.5,12.6,115.8,129.8
37,89,0.416,8,32,0.25,20,29,0.69,17,33,50,17,9,3,12,11,102,0.501,0.461,0.36,0.326,31.5,73.3,50.5,45.9,9.3,4.5,10.5,105.3,108.4,5dca2b0a-bea1-4cf6-b8e6-da5bc3319f68,Away,0,45,97,0.464,10,31,0.323,5,6,0.833,12,37,49,29,2,5,14,18,105,0.527,0.515,0.32,0.062,26.7,68.5,49.5,64.4,2.1,8.8,12.3,108.4,105.3
39,101,0.386,13,36,0.361,12,19,0.632,15,31,46,27,11,3,7,21,103,0.471,0.45,0.356,0.188,24.6,70.5,43.8,69.2,11.1,5.9,6.0,103.9,116.0,2dbb6716-32b8-4242-8ede-8057c35bf0d6,Away,0,40,89,0.449,13,38,0.342,22,26,0.846,13,46,59,26,7,8,15,17,115,0.572,0.522,0.427,0.292,29.5,75.4,56.2,65.0,7.1,12.3,13.0,116.0,103.9
42,93,0.452,10,27,0.37,18,21,0.857,15,34,49,25,7,5,10,22,112,0.548,0.505,0.29,0.226,30.0,73.9,51.0,59.5,7.3,7.4,8.9,116.3,109.0,f3b2d746-a61f-4c4e-bcbe-55473eb2a354,Home,1,38,94,0.404,7,26,0.269,22,23,0.957,12,35,47,25,3,5,10,15,105,0.504,0.441,0.277,0.245,26.1,70.0,49.0,65.8,3.1,7.6,8.8,109.0,116.3
44,100,0.44,6,32,0.188,12,17,0.706,19,29,48,32,7,6,12,19,106,0.493,0.47,0.32,0.17,37.3,72.5,52.7,72.7,7.3,11.1,10.0,110.1,123.5,d95ededb-e469-43dc-bab1-727036e55a19,Home,0,45,90,0.5,16,36,0.444,13,16,0.813,11,32,43,30,6,3,13,15,119,0.613,0.589,0.4,0.178,27.5,62.7,47.3,66.7,6.2,4.4,11.8,123.5,110.1
37,86,0.43,14,37,0.378,15,17,0.882,8,38,46,29,3,8,14,18,103,0.551,0.512,0.43,0.198,18.2,82.6,51.1,78.4,3.1,15.7,13.0,107.3,116.7,7fa9e556-a4f7-4b4e-8e3c-3b1a2c58f0c5,Home,0,41,89,0.461,14,38,0.368,16,19,0.842,8,36,44,33,5,4,7,18,112,0.575,0.539,0.427,0.213,17.4,81.8,48.9,80.5,5.2,8.2,6.7,116.7,107.3
47,93,0.505,6,32,0.188,16,21,0.762,14,28,42,32,7,2,14,21,116,0.567,0.538,0.344,0.226,36.8,80.0,57.5,68.1,7.3,3.7,12.0,120.3,123.5,6544ed0c-f36b-4cbc-8563-3cfc35a130d0,Away,0,44,79,0.557,13,25,0.52,18,20,0.9,7,24,31,30,7,4,16,15,119,0.678,0.639,0.316,0.253,20.0,63.2,42.5,68.2,7.3,6.6,15.4,123.5,120.3
47,96,0.49,14,39,0.359,22,30,0.733,17,21,38,32,12,0,10,21,130,0.595,0.563,0.406,0.313,37.8,60.0,47.5,68.1,12.4,0.0,8.4,134.1,140.3,bb3c42d8-848a-40be-b691-ac93b251c2bf,Away,0,52,86,0.605,17,29,0.586,15,23,0.652,14,28,42,36,5,3,15,22,136,0.707,0.703,0.337,0.267,40.0,62.2,52.5,69.2,5.2,5.3,13.5,140.3,134.1
50,87,0.575,18,34,0.529,17,24,0.708,9,38,47,39,3,9,15,18,135,0.692,0.678,0.391,0.276,23.7,74.5,52.8,78.0,3.0,15.3,13.3,133.2,126.3,74e65631-5c4a-4d54-a6d9-08c2e4bd2e8c,Home,1,48,100,0.48,18,41,0.439,14,19,0.737,13,29,42,32,9,8,7,18,128,0.591,0.57,0.41,0.19,25.5,76.3,47.2,66.7,8.9,15.1,6.1,126.3,133.2
40,77,0.519,10,31,0.323,14,25,0.56,3,29,32,30,8,6,14,19,104,0.591,0.584,0.403,0.325,7.1,64.4,36.8,75.0,8.1,10.0,13.7,105.6,126.9,00e52821-faf6-4226-a26e-46e18af7dfe8,Home,0,52,101,0.515,16,41,0.39,5,6,0.833,16,39,55,34,4,4,14,19,125,0.603,0.594,0.406,0.059,35.6,92.9,63.2,65.4,4.1,8.7,11.9,126.9,105.6
44,86,0.512,8,29,0.276,18,22,0.818,15,36,51,30,4,4,19,16,114,0.596,0.558,0.337,0.256,36.6,78.3,58.6,68.2,4.1,7.0,16.6,118.2,102.6,8700b36f-f9fa-4146-bf33-faf19192de8b,Home,1,39,89,0.438,8,32,0.25,13,13,1.0,10,26,36,18,8,6,13,19,99,0.523,0.483,0.36,0.146,21.7,63.4,41.4,46.2,8.3,10.5,12.1,102.6,118.2
43,90,0.478,9,27,0.333,9,13,0.692,10,31,41,26,3,5,11,12,104,0.543,0.528,0.3,0.144,24.4,67.4,47.1,60.5,3.2,7.7,10.3,111.4,121.1,6a0adc52-a47a-421e-a658-7f4325526eb4,Home,0,49,98,0.5,12,33,0.364,3,7,0.429,15,31,46,29,9,9,9,13,113,0.559,0.561,0.337,0.071,32.6,75.6,52.9,59.2,9.6,14.3,8.2,121.1,111.4
39,87,0.448,9,33,0.273,24,28,0.857,11,35,46,30,9,6,12,16,111,0.559,0.5,0.379,0.322,23.9,92.1,54.8,76.9,9.0,11.5,10.8,111.0,121.0,15129e8b-6e62-4e5a-9034-a2ac7714668b,Away,0,44,83,0.53,14,31,0.452,19,21,0.905,3,35,38,34,6,6,14,21,121,0.656,0.614,0.373,0.253,7.9,76.1,45.2,77.3,6.0,11.1,13.2,121.0,111.0
45,94,0.479,13,32,0.406,16,19,0.842,12,27,39,35,7,5,11,17,119,0.581,0.548,0.34,0.202,26.7,77.1,48.8,77.8,7.1,9.4,9.7,121.0,128.1,cc3bcce8-89a8-4ab8-8e99-898d35f016b1,Home,0,48,91,0.527,17,38,0.447,13,14,0.929,8,33,41,35,7,5,12,17,126,0.648,0.621,0.418,0.154,22.9,73.3,51.3,72.9,7.1,8.1,11.0,128.1,121.0
52,91,0.571,15,38,0.395,13,19,0.684,14,39,53,43,12,5,20,18,132,0.664,0.654,0.418,0.209,36.8,79.6,60.9,82.7,11.7,8.8,16.8,128.3,99.2,46a8d160-6d86-4e5e-9d23-b52b5e554894,Away,1,42,90,0.467,8,33,0.242,10,15,0.667,10,24,34,25,11,3,17,17,102,0.528,0.511,0.367,0.167,20.4,63.2,39.1,59.5,10.7,5.7,15.0,99.2,128.3
44,95,0.463,17,44,0.386,13,20,0.65,9,29,38,29,10,6,5,15,118,0.568,0.553,0.463,0.211,18.8,69.0,42.2,65.9,10.3,12.2,4.6,121.1,123.2,c7f177d4-9b5a-47f2-8065-3951d216cbf1,Away,0,43,88,0.489,17,39,0.436,17,20,0.85,13,39,52,29,3,6,16,17,120,0.62,0.585,0.443,0.227,31.0,81.3,57.8,67.4,3.1,11.8,14.2,123.2,121.1
