mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,bpm,opp_mp,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_game_score,opp_plus_minus,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_usg_pct,opp_off_rtg,opp_def_rtg,opp_bpm
240,40,85,.471,13,35,.371,21,23,.913,9,28,37,23,10,4,14,20,114,,,.599,.547,.412,.271,22.0,71.8,46.3,57.5,10.3,8.2,12.8,100.0,117.6,121.7,,240,46,87,.529,13,38,.342,13,19,.684,11,32,43,31,10,4,14,20,118,,,.619,.603,.437,.218,28.2,78.0,53.8,67.4,10.3,8.0,12.8,100.0,121.7,117.6,
240,39,87,.448,14,28,.500,17,19,.895,10,32,42,23,8,4,17,18,109,,,.572,.529,.322,.218,23.3,69.6,47.2,59.0,8.0,5.6,15.1,100.0,108.9,103.9,,240,42,94,.447,5,23,.217,15,21,.714,14,33,47,23,10,6,15,15,104,,,.504,.473,.245,.223,30.4,76.7,52.8,54.8,10.0,10.2,12.7,100.0,103.9,108.9,
240,43,95,.453,14,30,.467,17,23,.739,20,31,51,24,7,6,16,27,117,,,.557,.526,.316,.242,40.0,81.6,58.0,55.8,7.1,11.1,13.2,100.0,117.9,118.9,,240,42,84,.500,12,30,.400,22,32,.688,7,30,37,26,9,6,12,17,118,,,.602,.571,.357,.381,18.4,60.0,42.0,61.9,9.1,9.2,10.9,100.0,118.9,117.9,
240,38,84,.452,13,35,.371,17,25,.680,8,22,30,26,13,3,12,20,106,,,.558,.530,.417,.298,18.2,62.9,38.0,68.4,13.4,6.0,11.2,100.0,109.4,130.1,,240,48,83,.578,10,33,.303,20,24,.833,13,36,49,38,8,2,18,14,126,,,.673,.639,.398,.289,37.1,81.8,62.0,79.2,8.3,4.1,16.1,100.0,130.1,109.4,
240,49,98,.500,16,40,.400,16,20,.800,16,30,46,28,5,5,10,17,130,,,.609,.582,.408,.204,35.6,73.2,53.5,57.1,5.1,9.8,8.6,100.0,133.3,115.9,,240,45,93,.484,10,42,.238,13,16,.813,11,29,40,25,5,7,12,16,113,,,.565,.538,.452,.172,26.8,64.4,46.5,55.6,5.1,12.1,10.7,100.0,115.9,133.3,
240,35,101,.347,11,36,.306,24,32,.750,22,35,57,16,6,4,13,22,105,,,.456,.401,.356,.317,38.6,83.3,57.6,45.7,6.0,8.2,10.1,100.0,105.6,118.7,,240,41,85,.482,10,36,.278,26,28,.929,7,35,42,33,9,10,11,20,118,,,.606,.541,.424,.329,16.7,61.4,42.4,80.5,9.0,15.4,10.2,100.0,118.7,105.6,
240,48,95,.505,16,27,.593,22,27,.815,16,27,43,28,8,6,14,19,134,,,.627,.589,.284,.284,35.6,67.5,50.6,58.3,7.8,9.8,11.6,100.0,131.4,125.5,,240,48,94,.511,14,33,.424,18,25,.720,13,29,42,31,9,3,14,19,128,,,.610,.585,.351,.266,32.5,64.4,49.4,64.6,8.8,4.4,11.8,100.0,125.5,131.4,
240,33,80,.413,8,30,.267,14,19,.737,6,30,36,21,6,10,19,19,88,,,.498,.463,.375,.238,13.6,76.9,43.4,63.6,6.0,19.6,17.7,100.0,88.6,109.8,,240,38,80,.475,11,29,.379,22,33,.667,9,38,47,24,10,5,16,20,109,,,.577,.544,.363,.413,23.1,86.4,56.6,63.2,10.1,10.0,14.5,100.0,109.8,88.6,
240,34,87,.391,13,40,.325,16,22,.727,10,36,46,23,4,3,22,34,97,,,.502,.466,.460,.253,21.7,83.7,51.7,67.6,3.8,5.6,18.5,100.0,92.1,119.7,,240,42,84,.500,13,30,.433,29,41,.707,7,36,43,25,12,7,12,18,126,,,.617,.577,.357,.488,16.3,78.3,48.3,59.5,11.4,14.9,10.5,100.0,119.7,92.1,
240,39,95,.411,13,40,.325,12,17,.706,10,32,42,27,9,3,19,15,103,,,.503,.479,.421,.179,19.2,76.2,44.7,69.2,8.3,5.2,15.6,100.0,94.5,127.5,,240,56,96,.583,17,38,.447,10,15,.667,10,42,52,35,11,8,17,21,139,,,.677,.672,.396,.156,23.8,80.8,55.3,62.5,10.1,14.5,14.2,100.0,127.5,94.5,
265,45,95,.474,20,38,.526,24,30,.800,9,29,38,21,5,5,10,20,134,,,.619,.579,.400,.316,20.5,76.3,46.3,46.7,4.7,9.3,8.5,100.0,126.6,120.0,,265,46,91,.505,14,37,.378,21,25,.840,9,35,44,29,7,7,16,25,127,,,.623,.582,.407,.275,23.7,79.5,53.7,63.0,6.6,12.3,13.6,100.0,120.0,126.6,
240,33,86,.384,6,29,.207,12,18,.667,12,31,43,19,8,7,15,17,84,,,.447,.419,.337,.209,23.1,67.4,43.9,57.6,8.4,17.1,13.8,100.0,88.3,117.8,,240,37,89,.416,18,48,.375,20,23,.870,15,40,55,26,11,4,15,16,112,,,.565,.517,.539,.258,32.6,76.9,56.1,70.3,11.6,7.0,13.1,100.0,117.8,88.3,
240,28,101,.277,11,49,.224,10,16,.625,13,29,42,16,8,8,10,19,77,,,.356,.332,.485,.158,20.3,78.4,41.6,57.1,7.7,13.8,8.5,100.0,74.4,134.2,,240,53,93,.570,14,35,.400,19,22,.864,8,51,59,41,6,8,13,10,139,,,.677,.645,.376,.237,21.6,79.7,58.4,77.4,5.8,15.4,11.2,100.0,134.2,74.4,
240,30,77,.390,10,28,.357,23,34,.676,10,28,38,18,8,5,20,19,93,,,.506,.455,.364,.442,21.3,77.8,45.8,60.0,8.1,10.2,17.9,100.0,94.4,117.8,,240,44,80,.550,11,31,.355,17,24,.708,8,37,45,35,14,5,16,23,116,,,.640,.619,.388,.300,22.2,78.7,54.2,79.5,14.2,10.2,15.0,100.0,117.8,94.4,
240,40,89,.449,20,42,.476,16,22,.727,12,24,36,23,8,1,14,21,116,,,.588,.562,.472,.247,26.1,77.4,46.8,57.5,8.3,2.1,12.4,100.0,121.0,132.5,,240,46,76,.605,13,28,.464,22,27,.815,7,34,41,27,7,5,14,20,127,,,.723,.691,.368,.355,22.6,73.9,53.2,58.7,7.3,10.6,13.7,100.0,132.5,121.0,
240,42,86,.488,9,27,.333,12,14,.857,10,31,41,21,2,2,13,16,105,,,.570,.541,.314,.163,27.0,83.8,55.4,50.0,2.2,5.7,12.4,100.0,116.6,114.4,,240,35,73,.479,15,38,.395,18,27,.667,6,27,33,28,9,3,11,14,103,,,.607,.582,.521,.370,16.2,73.0,44.6,80.0,10.0,5.1,11.5,100.0,114.4,116.6,
240,42,84,.500,4,12,.333,30,35,.857,9,38,47,18,3,11,11,21,118,,,.594,.524,.143,.417,22.5,86.4,56.0,42.9,2.9,25.0,10.0,100.0,114.4,111.5,,240,39,91,.429,20,47,.426,17,25,.680,6,31,37,34,3,6,14,26,115,,,.564,.538,.516,.275,13.6,77.5,44.0,87.2,2.9,8.3,12.1,100.0,111.5,114.4,
240,42,90,.467,9,29,.310,17,20,.850,10,25,35,24,7,5,14,21,110,,,.557,.517,.322,.222,22.2,71.4,43.8,57.1,7.0,9.4,12.4,100.0,109.9,133.8,,240,47,86,.547,13,33,.394,27,29,.931,10,35,45,28,9,6,14,18,134,,,.678,.622,.384,.337,28.6,77.8,56.3,59.6,9.0,9.8,12.4,100.0,133.8,109.9,
240,37,86,.430,18,39,.462,17,21,.810,12,34,46,27,6,6,19,19,109,,,.572,.535,.453,.244,26.7,77.3,51.7,73.0,6.0,9.1,16.6,100.0,108.8,110.8,,240,43,89,.483,7,23,.304,18,28,.643,10,33,43,23,9,10,12,18,111,,,.548,.522,.258,.315,22.7,73.3,48.3,53.5,9.0,21.3,10.6,100.0,110.8,108.8,
265,50,98,.510,15,35,.429,22,24,.917,13,35,48,31,6,4,12,18,137,,,.631,.587,.357,.245,31.0,81.4,56.5,62.0,5.8,6.9,10.0,100.0,133.2,127.3,,265,50,94,.532,12,36,.333,19,22,.864,8,29,37,29,8,6,8,19,131,,,.632,.596,.383,.234,18.6,69.0,43.5,58.0,7.8,9.5,7.2,100.0,127.3,133.2,
240,38,90,.422,10,37,.270,14,19,.737,8,29,37,23,11,3,15,20,100,,,.508,.478,.411,.211,16.0,63.0,38.5,60.5,10.8,5.2,13.2,100.0,97.9,113.5,,240,42,92,.457,10,34,.294,22,26,.846,17,42,59,30,12,5,18,11,116,,,.561,.511,.370,.283,37.0,84.0,61.5,71.4,11.7,9.4,14.8,100.0,113.5,97.9,
240,32,79,.405,6,33,.182,26,29,.897,7,41,48,22,2,5,14,21,96,,,.523,.443,.418,.367,16.7,89.1,54.5,68.8,2.1,8.6,13.2,100.0,99.8,108.1,,240,42,90,.467,8,32,.250,12,17,.706,5,35,40,27,7,10,5,19,104,,,.533,.511,.356,.189,10.9,83.3,45.5,64.3,7.3,21.7,4.9,100.0,108.1,99.8,
240,46,84,.548,12,28,.429,26,29,.897,11,28,39,29,7,5,13,24,130,,,.672,.619,.333,.345,33.3,70.0,53.4,63.0,7.3,9.3,11.8,100.0,135.8,108.6,,240,37,83,.446,5,29,.172,25,28,.893,12,22,34,17,6,5,17,25,104,,,.546,.476,.349,.337,30.0,66.7,46.6,45.9,6.3,8.9,15.1,100.0,108.6,135.8,
240,49,92,.533,12,28,.429,9,9,1.000,9,30,39,26,9,1,11,20,119,,,.620,.598,.304,.098,23.7,75.0,50.0,53.1,9.2,2.1,10.3,100.0,121.8,118.8,,240,45,92,.489,13,45,.289,13,18,.722,10,29,39,27,7,5,13,17,116,,,.580,.560,.489,.196,25.0,76.3,50.0,60.0,7.2,7.8,11.5,100.0,118.8,121.8,
