mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,bpm,Location,Opponent,opp_mp,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_game_score,opp_plus_minus,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_usg_pct,opp_off_rtg,opp_def_rtg,opp_bpm,opp_Location,opp_Opponent
240,37,75,.493,7,24,.292,12,17,.706,4,37,41,24,12,6,19,12,93,,,.564,.540,.320,.227,10.5,62.7,42.3,64.9,12.7,9.5,18.7,100.0,98.3,84.6,,Away,POR,240,33,95,.347,3,32,.094,11,16,.688,22,34,56,14,11,4,16,16,80,,,.392,.363,.337,.168,37.3,89.5,57.7,42.4,11.6,7.8,13.6,100.0,84.6,98.3,,Home,CHO
240,30,81,.370,11,40,.275,14,17,.824,5,32,37,24,6,2,13,16,85,,,.480,.438,.494,.210,11.1,74.4,42.0,80.0,6.3,4.1,12.8,100.0,89.9,130.0,,Away,MIL,240,46,89,.517,16,40,.400,15,18,.833,11,40,51,29,7,3,10,17,123,,,.635,.607,.449,.202,25.6,88.9,58.0,63.0,7.4,7.3,9.4,100.0,130.0,89.9,,Home,CHO
240,36,82,.439,12,39,.308,15,20,.750,9,33,42,24,3,3,13,18,99,,,.545,.512,.476,.244,20.0,80.5,48.8,66.7,3.2,6.4,12.5,100.0,106.8,119.8,,Home,MIL,240,39,86,.453,16,39,.410,17,20,.850,8,36,44,21,9,3,8,18,111,,,.585,.547,.453,.233,19.5,80.0,51.2,53.8,9.7,7.0,7.8,100.0,119.8,106.8,,Away,CHO
240,43,84,.512,14,33,.424,14,17,.824,7,25,32,24,5,6,5,13,114,,,.623,.595,.393,.202,17.5,62.5,40.0,55.8,5.7,11.5,5.2,100.0,129.9,137.9,,Away,PHI,240,46,96,.479,19,44,.432,10,11,.909,15,33,48,38,5,7,7,17,121,,,.600,.578,.458,.115,37.5,82.5,60.0,82.6,5.7,13.7,6.5,100.0,137.9,129.9,,Home,CHO
240,43,92,.467,8,27,.296,12,16,.750,11,34,45,24,8,6,17,15,106,,,.535,.511,.293,.174,24.4,75.6,50.0,55.8,7.8,11.3,14.7,100.0,103.9,108.8,,Away,TOR,240,42,91,.462,13,38,.342,14,18,.778,11,34,45,27,8,6,16,16,111,,,.561,.533,.418,.198,24.4,75.6,50.0,64.3,7.8,9.2,13.9,100.0,108.8,103.9,,Home,CHO
240,33,72,.458,12,33,.364,11,11,1.000,3,28,31,19,7,1,19,19,89,,,.579,.542,.458,.153,8.3,77.8,43.1,57.6,7.7,2.6,19.8,100.0,97.9,111.1,,Home,ORL,240,40,74,.541,13,35,.371,8,15,.533,8,33,41,23,9,1,18,16,101,,,.627,.628,.473,.203,22.2,91.7,56.9,57.5,9.9,2.6,18.3,100.0,111.1,97.9,,Away,CHO
240,40,100,.400,9,42,.214,11,15,.733,13,35,48,18,6,5,7,19,100,,,.469,.445,.420,.150,22.8,77.8,47.1,45.0,6.2,9.3,6.2,100.0,102.5,114.8,,Away,WAS,240,43,87,.494,6,33,.182,20,23,.870,10,44,54,25,5,11,11,20,112,,,.577,.529,.379,.264,22.2,77.2,52.9,58.1,5.1,19.0,10.2,100.0,114.8,102.5,,Home,CHO
240,44,81,.543,11,30,.367,11,15,.733,9,36,45,26,9,3,17,18,110,,,.628,.611,.370,.185,26.5,69.2,52.3,59.1,9.5,6.3,16.3,100.0,116.7,105.0,,Home,BRK,240,36,90,.400,14,42,.333,13,17,.765,16,25,41,22,4,2,16,14,99,,,.508,.478,.467,.189,30.8,73.5,47.7,61.1,4.2,3.9,14.1,100.0,105.0,116.7,,Away,CHO
240,34,88,.386,13,40,.325,16,23,.696,9,31,40,27,7,2,13,16,97,,,.494,.460,.455,.261,17.6,77.5,44.0,79.4,7.1,4.5,11.7,100.0,98.6,115.9,,Away,DET,240,41,86,.477,10,42,.238,22,24,.917,9,42,51,26,8,5,12,19,114,,,.590,.535,.488,.279,22.5,82.4,56.0,63.4,8.1,10.4,11.1,100.0,115.9,98.6,,Home,CHO
240,44,82,.537,13,36,.361,9,13,.692,6,29,35,26,12,7,20,11,110,,,.627,.616,.439,.159,16.7,64.4,43.2,59.1,12.3,15.6,18.6,100.0,112.7,100.4,,Away,MEM,240,36,85,.424,16,40,.400,10,11,.909,16,30,46,24,12,5,24,19,98,,,.545,.518,.471,.129,35.6,83.3,56.8,66.7,12.3,10.9,21.1,100.0,100.4,112.7,,Home,CHO
240,35,94,.372,6,37,.162,20,27,.741,12,36,48,20,6,3,5,16,96,,,.453,.404,.394,.287,20.3,78.3,45.7,57.1,6.3,6.1,4.5,100.0,100.5,112.0,,Home,PHO,240,40,87,.460,11,38,.289,16,20,.800,10,47,57,31,3,3,10,20,107,,,.558,.523,.437,.230,21.7,79.7,54.3,77.5,3.1,5.3,9.5,100.0,112.0,100.5,,Away,CHO
240,37,82,.451,10,31,.323,14,18,.778,12,28,40,21,11,4,16,21,98,,,.545,.512,.378,.220,27.9,73.7,49.4,56.8,11.8,10.0,15.1,100.0,105.3,117.1,,Away,PHI,240,36,81,.444,13,41,.317,24,25,.960,10,31,41,25,9,4,16,23,109,,,.592,.525,.506,.309,26.3,72.1,50.6,69.4,9.7,7.8,14.8,100.0,117.1,105.3,,Home,CHO
240,38,79,.481,9,29,.310,7,9,.778,4,26,30,19,8,1,17,13,92,,,.554,.538,.367,.114,11.4,72.2,42.3,50.0,8.5,2.1,17.0,100.0,98.0,119.3,,Away,ORL,240,44,81,.543,12,34,.353,12,13,.923,10,31,41,32,10,6,18,10,112,,,.646,.617,.420,.160,27.8,88.6,57.7,72.7,10.7,12.0,17.2,100.0,119.3,98.0,,Home,CHO
240,35,84,.417,11,39,.282,10,14,.714,11,28,39,25,3,4,15,9,91,,,.505,.482,.464,.167,25.6,71.8,47.6,71.4,3.3,8.3,14.3,100.0,99.1,143.7,,Away,ATL,240,50,90,.556,20,42,.476,12,14,.857,11,32,43,40,9,5,9,14,132,,,.686,.667,.467,.156,28.2,74.4,52.4,80.0,9.8,11.1,8.6,100.0,143.7,99.1,,Home,CHO
240,34,80,.425,9,28,.321,15,18,.833,6,27,33,22,5,4,12,13,92,,,.523,.481,.350,.225,13.6,75.0,41.3,64.7,5.4,8.9,12.0,100.0,99.0,123.8,,Away,CLE,240,46,86,.535,17,41,.415,6,10,.600,9,38,47,41,4,3,14,15,115,,,.636,.634,.477,.116,25.0,86.4,58.8,89.1,4.3,5.8,13.4,100.0,123.8,99.0,,Home,CHO
240,44,76,.579,13,33,.394,17,22,.773,8,30,38,30,8,2,16,14,118,,,.689,.664,.434,.289,25.8,76.9,54.3,68.2,8.6,4.9,15.7,100.0,126.2,118.8,,Home,CLE,240,42,85,.494,19,44,.432,8,14,.571,9,23,32,33,7,1,15,21,111,,,.609,.606,.518,.165,23.1,74.2,45.7,78.6,7.5,2.3,14.1,100.0,118.8,126.2,,Away,CHO
240,34,84,.405,12,46,.261,17,24,.708,12,29,41,23,4,2,11,10,97,,,.513,.476,.548,.286,23.5,72.5,45.1,67.6,4.3,3.5,10.4,100.0,104.6,124.0,,Home,GSW,240,48,89,.539,11,32,.344,8,9,.889,11,39,50,35,7,5,13,19,115,,,.619,.601,.360,.101,27.5,76.5,54.9,72.9,7.5,13.2,12.3,100.0,124.0,104.6,,Away,CHO
240,44,88,.500,23,52,.442,7,11,.636,5,26,31,32,3,2,9,25,118,,,.636,.631,.591,.125,12.8,78.8,43.1,72.7,3.2,4.3,8.8,100.0,126.4,139.3,,Home,LAC,240,43,75,.573,14,29,.483,30,34,.882,7,34,41,28,4,5,10,16,130,,,.723,.667,.387,.453,21.2,87.2,56.9,65.1,4.3,13.9,10.0,100.0,139.3,126.4,,Away,CHO
240,41,91,.451,13,37,.351,9,11,.818,8,32,40,28,3,2,7,15,104,,,.543,.522,.407,.121,16.7,74.4,44.0,68.3,3.2,5.6,6.8,100.0,111.1,126.0,,Home,BOS,240,43,89,.483,19,53,.358,13,16,.813,11,40,51,28,3,3,11,15,118,,,.614,.590,.596,.180,25.6,83.3,56.0,65.1,3.2,5.6,10.3,100.0,126.0,111.1,,Away,CHO
240,32,78,.410,5,31,.161,17,22,.773,2,34,36,22,10,8,11,15,86,,,.490,.442,.397,.282,4.7,70.8,39.6,68.8,10.4,11.9,11.1,100.0,89.7,92.8,,Home,POR,240,37,93,.398,7,26,.269,8,12,.667,14,41,55,19,4,2,16,19,89,,,.453,.435,.280,.129,29.2,95.3,60.4,51.4,4.2,4.3,14.0,100.0,92.8,89.7,,Away,CHO
240,43,72,.597,15,30,.500,23,23,1.000,4,32,36,29,6,4,20,22,124,,,.755,.701,.417,.319,15.4,68.1,49.3,67.4,6.2,7.1,19.6,100.0,128.5,119.1,,Home,ORL,240,42,94,.447,9,38,.237,22,26,.846,15,22,37,24,9,3,10,19,115,,,.545,.495,.404,.277,31.9,84.6,50.7,57.1,9.3,7.1,8.7,100.0,119.1,128.5,,Away,CHO
240,45,83,.542,17,40,.425,11,14,.786,7,29,36,29,12,9,18,14,118,,,.662,.645,.482,.169,21.2,74.4,50.0,64.4,12.2,17.6,16.8,100.0,119.6,122.7,,Home,OKC,240,45,87,.517,18,36,.500,13,17,.765,10,26,36,33,14,4,17,17,121,,,.640,.621,.414,.195,25.6,78.8,50.0,73.3,14.2,9.3,15.2,100.0,122.7,119.6,,Away,CHO
240,39,89,.438,10,32,.313,16,21,.762,8,31,39,24,8,3,12,16,104,,,.529,.494,.360,.236,17.0,66.0,41.5,61.5,8.0,7.0,10.9,100.0,103.7,129.6,,Home,DAL,240,50,93,.538,17,50,.340,13,20,.650,16,39,55,35,6,7,15,19,130,,,.639,.629,.538,.215,34.0,83.0,58.5,70.0,6.0,12.3,12.8,100.0,129.6,103.7,,Away,CHO
240,40,79,.506,14,36,.389,21,22,.955,5,28,33,25,11,2,14,18,115,,,.648,.595,.456,.278,13.9,80.0,46.5,62.5,11.3,4.8,13.6,100.0,118.5,117.5,,Away,ATL,240,43,82,.524,18,40,.450,10,16,.625,7,31,38,35,7,2,18,20,114,,,.640,.634,.488,.195,20.0,86.1,53.5,81.4,7.2,4.7,16.8,100.0,117.5,118.5,,Home,CHO
240,32,76,.421,15,35,.429,19,22,.864,4,29,33,20,3,7,20,15,98,,,.572,.520,.461,.289,9.8,64.4,38.4,62.5,3.1,11.1,18.9,100.0,99.8,133.4,,Away,BOS,240,54,104,.519,14,41,.341,9,13,.692,16,37,53,34,12,1,6,20,131,,,.597,.587,.394,.125,35.6,90.2,61.6,63.0,12.2,2.4,5.2,100.0,133.4,99.8,,Home,CHO
240,46,91,.505,19,40,.475,9,11,.818,10,37,47,36,10,9,10,11,120,,,.626,.610,.440,.121,24.4,75.5,52.2,78.3,10.4,15.0,9.4,100.0,125.4,114.9,,Away,CLE,240,44,93,.473,16,33,.485,6,9,.667,12,31,43,30,4,1,14,8,110,,,.567,.559,.355,.097,24.5,75.6,47.8,68.2,4.2,2.0,12.6,100.0,114.9,125.4,,Home,CHO
