fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,game_id,Location,Win,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_off_rtg,opp_def_rtg
39,85,0.459,9,28,0.321,22,29,0.759,11,39,50,29,10,3,16,23,109,0.557,0.512,0.329,0.341,24.4,79.6,53.2,74.4,9.9,5.7,14.1,107.6,100.7,c495ce2c-fabf-42b5-a293-c4992f1c3793,Away,1,35,91,0.385,11,38,0.289,21,23,0.913,10,34,44,26,8,6,14,24,102,0.504,0.445,0.418,0.253,20.4,75.6,46.8,74.3,7.9,10.5,12.2,100.7,107.6
42,92,0.457,11,37,0.297,11,17,0.647,8,31,39,27,11,8,11,24,106,0.533,0.516,0.402,0.185,17.4,72.1,43.8,64.3,11.0,12.5,10.0,105.5,115.5,82d85969-04db-4bc2-a5b3-c64d1e150f9e,Home,0,43,88,0.489,10,24,0.417,20,27,0.741,12,38,50,26,6,5,15,19,116,0.581,0.545,0.273,0.307,27.9,82.6,56.2,60.5,6.0,9.1,13.1,115.5,105.5
38,88,0.432,8,29,0.276,23,31,0.742,17,40,57,25,2,6,13,16,107,0.526,0.477,0.33,0.352,38.6,80.0,60.6,65.8,2.1,11.3,11.3,115.0,94.6,9269eb72-2327-4ac0-ba7e-bbd315a8a8d4,Home,1,34,91,0.374,9,38,0.237,11,14,0.786,10,27,37,17,6,5,9,24,88,0.453,0.423,0.418,0.154,20.0,61.4,39.4,50.0,6.4,8.5,8.5,94.6,115.0
35,85,0.412,6,20,0.3,28,34,0.824,16,33,49,18,6,9,13,23,104,0.52,0.447,0.235,0.4,32.0,64.7,48.5,51.4,6.3,12.9,11.5,109.2,118.6,66f7e02a-9b4f-4f19-9c15-34e29f4ac5c5,Home,0,44,92,0.478,10,22,0.455,15,28,0.536,18,34,52,28,8,6,11,22,113,0.542,0.533,0.239,0.304,35.3,68.0,51.5,63.6,8.4,9.2,9.5,118.6,109.2
50,93,0.538,14,28,0.5,17,22,0.773,8,29,37,28,8,5,7,20,131,0.638,0.613,0.301,0.237,19.0,69.0,44.0,56.0,8.2,11.1,6.4,133.7,119.4,099cf870-adde-42a4-8ac6-fbb40210050d,Away,1,40,86,0.465,13,41,0.317,24,28,0.857,13,34,47,22,1,1,14,20,117,0.595,0.541,0.477,0.326,31.0,81.0,56.0,55.0,1.0,1.5,12.5,119.4,133.7
42,95,0.442,12,32,0.375,18,24,0.75,15,28,43,26,5,1,6,21,114,0.54,0.505,0.337,0.253,28.8,73.7,47.8,61.9,5.4,2.3,5.4,122.5,129.0,17d257f1-1d17-45cd-a163-20c38a03b900,Away,0,41,82,0.5,15,39,0.385,23,31,0.742,10,37,47,30,3,4,9,18,120,0.627,0.591,0.476,0.378,26.3,71.2,52.2,73.2,3.2,6.3,8.6,129.0,122.5
44,90,0.489,13,39,0.333,12,14,0.857,5,35,40,31,5,6,11,21,113,0.588,0.561,0.433,0.156,12.2,85.4,48.8,70.5,4.9,14.0,10.3,111.0,110.0,35c42836-db0e-4a85-9f92-29c9744c7fc2,Home,1,38,86,0.442,17,43,0.395,19,24,0.792,6,36,42,31,5,4,15,15,112,0.58,0.541,0.5,0.279,14.6,87.8,51.2,81.6,4.9,7.8,13.4,110.0,111.0
40,87,0.46,12,27,0.444,19,25,0.76,13,38,51,21,7,9,11,14,111,0.566,0.529,0.31,0.287,28.9,73.1,52.6,52.5,7.4,13.4,10.1,117.1,107.6,9e90ca02-1a80-4e76-865b-6a041388c8d0,Home,1,41,98,0.418,12,31,0.387,8,9,0.889,14,32,46,29,7,5,11,20,102,0.5,0.48,0.316,0.092,26.9,71.1,47.4,70.7,7.4,8.3,9.7,107.6,117.1
43,88,0.489,15,34,0.441,16,21,0.762,11,29,40,23,8,9,14,18,117,0.602,0.574,0.386,0.239,25.6,78.4,50.0,53.5,8.1,17.0,12.6,118.8,104.5,fe66a92f-f8d5-4412-b642-186b76f9ccf8,Away,1,38,84,0.452,9,31,0.29,18,24,0.75,8,32,40,23,10,10,16,17,103,0.545,0.506,0.369,0.286,21.6,74.4,50.0,60.5,10.2,18.5,14.5,104.5,118.8
49,89,0.551,13,34,0.382,21,22,0.955,9,26,35,33,7,9,9,20,132,0.669,0.624,0.382,0.247,26.5,70.3,49.3,67.3,7.3,18.0,8.4,136.8,131.7,1fc12b36-190f-4ef6-8c99-80ea12f28e40,Home,1,43,90,0.478,19,40,0.475,22,26,0.846,11,25,36,25,5,4,12,21,127,0.626,0.583,0.444,0.289,29.7,73.5,50.7,58.1,5.2,7.3,10.6,131.7,136.8
