mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,bpm,Location,Opponent,opp_mp,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_game_score,opp_plus_minus,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_usg_pct,opp_off_rtg,opp_def_rtg,opp_bpm,opp_Location,opp_Opponent
240,35,77,.455,10,31,.323,36,44,.818,9,45,54,28,15,11,24,20,116,,,.602,.519,.403,.571,22.0,73.8,52.9,80.0,13.7,17.7,19.9,100.0,106.2,91.6,,Home,DET,240,38,99,.384,10,37,.270,14,22,.636,16,32,48,26,14,5,19,32,100,,,.460,.434,.374,.222,26.2,78.0,47.1,68.4,12.8,10.9,14.9,100.0,91.6,106.2,,Away,PHO
240,40,83,.482,15,36,.417,18,24,.750,11,30,41,20,7,4,16,21,113,,,.604,.572,.434,.289,27.5,75.0,51.3,50.0,7.3,8.7,14.6,100.0,117.8,128.3,,Away,DAL,240,43,90,.478,19,44,.432,18,21,.857,10,29,39,24,10,5,10,21,123,,,.620,.583,.489,.233,25.0,72.5,48.8,55.8,10.4,10.6,9.2,100.0,128.3,117.8,,Home,PHO
240,38,95,.400,7,31,.226,27,35,.771,19,39,58,23,10,8,10,20,110,,,.498,.437,.326,.368,33.9,69.6,51.8,60.5,10.0,16.7,8.3,100.0,109.6,113.6,,Away,HOU,240,37,93,.398,15,45,.333,25,34,.735,17,37,54,25,8,5,14,23,114,,,.528,.478,.484,.366,30.4,66.1,48.2,67.6,8.0,7.8,11.5,100.0,113.6,109.6,,Home,PHO
240,44,93,.473,17,40,.425,18,19,.947,14,37,51,32,6,9,15,12,123,,,.607,.565,.430,.204,31.1,92.5,60.0,72.7,6.0,16.4,12.9,100.0,122.4,112.4,,Home,LAL,240,47,90,.522,15,35,.429,4,8,.500,3,31,34,28,7,4,12,14,113,,,.604,.606,.389,.089,7.5,68.9,40.0,59.6,7.0,7.5,11.4,100.0,112.4,122.4,,Away,PHO
240,36,89,.404,13,37,.351,25,37,.676,14,37,51,20,6,6,14,21,110,,,.522,.478,.416,.416,26.4,66.1,46.8,55.6,5.9,11.1,11.7,100.0,108.2,103.3,,Home,HOU,240,33,99,.333,11,45,.244,28,31,.903,19,39,58,14,8,5,13,29,105,,,.466,.389,.455,.313,33.9,73.6,53.2,42.4,7.9,9.6,10.3,100.0,103.3,108.2,,Away,PHO
240,39,85,.459,9,29,.310,22,29,.759,9,38,47,23,6,6,19,17,109,,,.557,.512,.341,.341,20.0,74.5,49.0,59.0,5.7,11.1,16.3,100.0,103.6,112.2,,Home,HOU,240,42,96,.438,16,42,.381,18,26,.692,13,36,49,27,13,3,13,22,118,,,.549,.521,.438,.271,25.5,80.0,51.0,64.3,12.4,5.4,10.8,100.0,112.2,103.6,,Away,PHO
240,40,91,.440,14,39,.359,16,18,.889,15,35,50,26,2,7,22,15,110,,,.556,.516,.429,.198,32.6,77.8,54.9,65.0,2.0,9.9,18.2,100.0,107.9,115.8,,Home,OKC,240,49,102,.480,9,31,.290,11,15,.733,10,31,41,21,16,8,6,15,118,,,.543,.525,.304,.147,22.2,67.4,45.1,42.9,15.7,15.4,5.2,100.0,115.8,107.9,,Away,PHO
265,42,96,.438,15,34,.441,18,22,.818,11,41,52,32,9,7,10,19,117,,,.554,.516,.354,.229,21.2,80.4,50.5,76.2,8.7,12.5,8.6,100.0,112.7,103.1,,Away,DEN,265,41,96,.427,15,40,.375,10,14,.714,10,41,51,25,6,6,15,15,107,,,.524,.505,.417,.146,19.6,78.8,49.5,61.0,5.8,9.7,12.8,100.0,103.1,112.7,,Home,PHO
240,44,86,.512,15,35,.429,17,20,.850,10,39,49,29,6,6,16,16,120,,,.633,.599,.407,.233,27.0,81.3,57.6,65.9,6.1,12.0,14.4,100.0,122.1,114.9,,Home,TOR,240,43,94,.457,16,44,.364,11,15,.733,9,27,36,30,5,2,9,20,113,,,.562,.543,.468,.160,18.8,73.0,42.4,69.8,5.1,3.9,8.2,100.0,114.9,122.1,,Away,PHO
240,44,87,.506,9,31,.290,10,16,.625,10,31,41,21,6,1,15,14,107,,,.569,.557,.356,.184,25.0,70.5,48.8,47.7,6.2,1.8,13.8,100.0,110.9,121.3,,Home,BOS,240,46,94,.489,15,39,.385,10,13,.769,13,30,43,29,7,4,12,12,117,,,.587,.569,.415,.138,29.5,75.0,51.2,63.0,7.3,7.1,10.7,100.0,121.3,110.9,,Away,PHO
240,46,84,.548,12,32,.375,13,19,.684,12,30,42,23,8,6,14,18,117,,,.633,.619,.381,.226,30.8,75.0,53.2,50.0,8.6,15.8,13.2,100.0,125.9,119.4,,Away,CLE,240,40,84,.476,15,46,.326,16,19,.842,10,27,37,30,9,0,13,18,111,,,.601,.565,.548,.226,25.0,69.2,46.8,75.0,9.7,0.0,12.3,100.0,119.4,125.9,,Home,PHO
240,47,99,.475,11,31,.355,7,10,.700,19,32,51,27,4,3,14,12,112,,,.542,.530,.313,.101,41.3,84.2,60.7,57.4,4.2,7.7,11.9,100.0,117.7,133.5,,Away,BOS,240,47,89,.528,25,50,.500,8,11,.727,6,27,33,31,12,5,10,13,127,,,.677,.669,.562,.124,15.8,58.7,39.3,66.0,12.6,7.4,9.6,100.0,133.5,117.7,,Home,PHO
240,40,87,.460,11,38,.289,16,20,.800,10,47,57,31,3,3,10,20,107,,,.558,.523,.437,.230,21.7,79.7,54.3,77.5,3.1,5.3,9.5,100.0,112.0,100.5,,Away,CHO,240,35,94,.372,6,37,.162,20,27,.741,12,36,48,20,6,3,5,16,96,,,.453,.404,.394,.287,20.3,78.3,45.7,57.1,6.3,6.1,4.5,100.0,100.5,112.0,,Home,PHO
240,51,87,.586,14,33,.424,13,15,.867,7,32,39,36,7,5,14,16,129,,,.689,.667,.379,.172,21.9,76.2,52.7,70.6,7.1,9.4,13.0,100.0,130.2,141.3,,Away,MIL,240,51,94,.543,24,41,.585,14,14,1.000,10,25,35,35,11,2,11,12,140,,,.699,.670,.436,.149,23.8,78.1,47.3,68.6,11.1,3.7,9.9,100.0,141.3,130.2,,Home,PHO
240,45,90,.500,19,39,.487,6,8,.750,14,41,55,34,7,12,23,18,115,,,.615,.606,.433,.089,34.1,75.9,57.9,75.6,7.0,20.7,19.7,100.0,115.5,102.5,,Home,PHI,240,41,95,.432,13,37,.351,7,18,.389,13,27,40,33,12,7,11,12,102,,,.496,.500,.389,.189,24.1,65.9,42.1,80.5,12.1,13.7,9.7,100.0,102.5,115.5,,Away,PHO
240,41,74,.554,22,41,.537,24,27,.889,7,31,38,28,4,11,17,19,128,,,.745,.703,.554,.365,22.6,72.1,51.4,68.3,4.2,19.6,16.5,100.0,133.2,119.7,,Home,ATL,240,40,91,.440,12,35,.343,23,29,.793,12,24,36,27,11,3,11,23,115,,,.554,.505,.385,.319,27.9,77.4,48.6,67.5,11.4,9.1,9.6,100.0,119.7,133.2,,Away,PHO
240,56,94,.596,11,24,.458,8,10,.800,7,32,39,38,11,5,10,18,131,,,.666,.654,.255,.106,21.2,80.0,53.4,67.9,11.1,9.6,9.2,100.0,132.2,107.0,,Away,SAS,240,40,85,.471,9,33,.273,17,21,.810,8,26,34,27,6,6,15,9,106,,,.562,.524,.388,.247,20.0,78.8,46.6,67.5,6.1,8.6,13.7,100.0,107.0,132.2,,Home,PHO
240,42,83,.506,10,28,.357,8,14,.571,5,42,47,28,5,7,15,14,102,,,.572,.566,.337,.169,12.5,89.4,54.0,66.7,5.1,11.7,14.4,100.0,103.1,105.1,,Away,SAS,240,40,91,.440,8,31,.258,16,19,.842,5,35,40,23,10,1,7,15,104,,,.523,.484,.341,.209,10.6,87.5,46.0,57.5,10.1,1.8,6.6,100.0,105.1,103.1,,Home,PHO
240,39,83,.470,16,33,.485,10,11,.909,12,39,51,29,3,7,17,13,104,,,.592,.566,.398,.133,29.3,81.3,57.3,74.4,3.3,14.6,16.2,100.0,114.7,107.0,,Away,DEN,240,38,88,.432,10,40,.250,11,12,.917,9,29,38,24,9,4,8,13,97,,,.520,.489,.455,.136,18.8,70.7,42.7,63.2,9.9,8.0,7.9,100.0,107.0,114.7,,Home,PHO
240,39,87,.448,13,41,.317,12,15,.800,13,26,39,26,6,6,14,15,103,,,.550,.523,.471,.172,29.5,78.8,50.6,66.7,6.4,10.5,13.0,100.0,110.3,137.0,,Away,OKC,240,49,87,.563,16,30,.533,14,14,1.000,7,31,38,33,7,7,11,13,128,,,.687,.655,.345,.161,21.2,70.5,49.4,67.3,7.5,15.2,10.6,100.0,137.0,110.3,,Home,PHO
240,43,87,.494,18,47,.383,20,25,.800,16,33,49,29,7,6,14,21,124,,,.633,.598,.540,.287,39.0,73.3,57.0,67.4,7.5,9.7,12.5,100.0,132.8,118.8,,Away,NOP,240,42,89,.472,11,27,.407,16,24,.667,12,25,37,29,10,1,9,17,111,,,.557,.534,.303,.270,26.7,61.0,43.0,69.0,10.7,2.5,8.3,100.0,118.8,132.8,,Home,PHO
240,44,87,.506,18,33,.545,16,17,.941,8,35,43,32,11,2,16,17,122,,,.646,.609,.379,.195,21.1,83.3,53.8,72.7,11.1,3.5,14.5,100.0,123.3,102.1,,Home,CLE,240,39,83,.470,7,26,.269,16,19,.842,7,30,37,28,9,4,15,14,101,,,.553,.512,.313,.229,16.7,78.9,46.3,71.8,9.1,7.4,14.1,100.0,102.1,123.3,,Away,PHO
240,33,76,.434,9,26,.346,22,29,.759,7,42,49,29,12,3,18,19,97,,,.546,.493,.342,.382,16.3,84.0,52.7,87.9,12.1,5.4,16.9,100.0,97.6,87.5,,Home,MIN,240,33,85,.388,10,29,.345,11,14,.786,8,36,44,23,9,6,19,20,87,,,.477,.447,.341,.165,16.0,83.7,47.3,69.7,9.1,12.0,17.2,100.0,87.5,97.6,,Away,PHO
240,39,87,.448,14,39,.359,13,14,.929,9,29,38,30,7,8,16,17,105,,,.564,.529,.448,.161,20.9,78.4,47.5,76.9,7.2,17.4,14.7,100.0,108.2,116.5,,Home,NOP,240,40,85,.471,16,39,.410,17,19,.895,8,34,42,26,8,7,14,17,113,,,.605,.565,.459,.224,21.6,79.1,52.5,65.0,8.2,14.6,13.0,100.0,116.5,108.2,,Away,PHO
240,30,89,.337,8,35,.229,24,28,.857,8,30,38,17,16,7,8,13,92,,,.454,.382,.393,.315,13.1,75.0,37.6,56.7,16.0,11.5,7.3,100.0,92.0,105.0,,Home,LAC,240,41,87,.471,12,26,.462,11,11,1.000,10,53,63,28,5,3,21,22,105,,,.572,.540,.299,.126,25.0,86.9,62.4,68.3,5.0,5.6,18.6,100.0,105.0,92.0,,Away,PHO
240,46,95,.484,18,50,.360,14,15,.933,9,39,48,29,8,6,13,13,124,,,.610,.579,.526,.158,20.5,81.3,52.2,63.0,7.8,10.2,11.3,100.0,120.9,105.3,,Away,LAC,240,44,95,.463,12,36,.333,8,10,.800,9,35,44,23,9,3,13,13,108,,,.543,.526,.379,.105,18.8,79.5,47.8,52.3,8.8,6.7,11.6,100.0,105.3,120.9,,Home,PHO
240,40,76,.526,12,32,.375,16,17,.941,6,35,41,25,4,4,19,16,108,,,.647,.605,.421,.224,18.8,79.5,53.9,62.5,4.3,7.5,18.5,100.0,115.5,114.4,,Away,SAC,240,40,91,.440,14,38,.368,13,14,.929,9,26,35,26,12,1,7,19,107,,,.551,.516,.418,.154,20.5,81.3,46.1,65.0,12.8,2.3,6.7,100.0,114.4,115.5,,Home,PHO
240,47,86,.547,16,29,.552,15,18,.833,13,19,32,28,13,3,13,24,125,,,.665,.640,.337,.209,35.1,61.3,47.1,59.6,14.1,6.8,12.2,100.0,136.0,115.3,,Away,MIN,240,36,70,.514,9,26,.346,25,31,.806,12,24,36,22,7,5,24,20,106,,,.634,.579,.371,.443,38.7,64.9,52.9,61.1,7.6,8.8,22.3,100.0,115.3,136.0,,Home,PHO
