fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,game_id,Location,Win,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_off_rtg,opp_def_rtg
47,97,0.485,5,24,0.208,18,22,0.818,15,29,44,19,15,2,11,16,117,0.548,0.51,0.247,0.227,30.0,74.4,49.4,40.4,15.0,5.1,9.3,116.7,122.7,7af4b62d-62ad-4024-a33e-8a7ad5b2554d,Home,0,43,82,0.524,19,43,0.442,18,21,0.857,10,35,45,28,5,7,20,22,123,0.674,0.64,0.524,0.256,25.6,70.0,50.6,65.1,5.0,9.6,18.0,122.7,116.7
40,96,0.417,17,41,0.415,16,22,0.727,9,24,33,20,11,3,10,21,113,0.535,0.505,0.427,0.229,20.0,75.0,42.9,50.0,10.7,6.1,8.6,110.3,125.9,a4fd9ca3-c6be-4107-a00a-3e233872fd0c,Home,0,47,82,0.573,14,33,0.424,21,26,0.808,8,36,44,28,4,11,19,17,129,0.69,0.659,0.402,0.317,25.0,80.0,57.1,59.6,3.9,20.0,16.9,125.9,110.3
49,91,0.538,14,30,0.467,15,21,0.714,14,28,42,30,8,6,17,24,127,0.633,0.615,0.33,0.231,42.4,71.8,58.3,61.2,8.2,11.3,14.5,130.8,134.9,c7d3621e-a32d-468c-a393-12c1539696bc,Home,0,45,86,0.523,12,33,0.364,29,33,0.879,11,19,30,22,10,5,10,21,131,0.652,0.593,0.384,0.384,28.2,57.6,41.7,48.9,10.3,8.2,9.0,134.9,130.8
51,91,0.56,15,35,0.429,19,24,0.792,6,33,39,34,11,1,10,19,136,0.67,0.643,0.385,0.264,18.2,76.7,51.3,66.7,10.8,1.9,9.0,133.4,110.8,2dbcb724-e3cb-41e9-8bd6-d01a5ea10d74,Home,1,40,83,0.482,13,29,0.448,20,27,0.741,10,27,37,27,3,4,18,21,113,0.595,0.56,0.349,0.325,23.3,81.8,48.7,67.5,2.9,7.1,15.9,110.8,133.4
37,76,0.487,19,39,0.487,19,27,0.704,5,43,48,27,5,4,16,19,112,0.637,0.612,0.513,0.355,12.5,74.1,49.0,73.0,5.1,8.2,15.4,114.7,103.5,8725708d-5693-486d-ad51-0addb37df0f7,Home,1,36,93,0.387,13,44,0.295,16,26,0.615,15,35,50,25,11,6,10,19,101,0.484,0.457,0.473,0.28,25.9,87.5,51.0,69.4,11.3,16.2,8.7,103.5,114.7
36,90,0.4,12,32,0.375,11,15,0.733,7,31,38,18,7,2,15,15,95,0.492,0.467,0.356,0.167,14.0,77.5,42.2,50.0,6.9,3.6,13.4,93.7,120.3,5de8b432-bc12-4717-ad4a-b6823d9236f5,Home,0,46,88,0.523,14,33,0.424,16,20,0.8,9,43,52,31,12,7,14,18,122,0.63,0.602,0.375,0.227,22.5,86.0,57.8,67.4,11.8,12.1,12.6,120.3,93.7
36,83,0.434,13,34,0.382,27,32,0.844,7,39,46,22,7,2,10,24,112,0.577,0.512,0.41,0.386,15.9,90.7,52.9,61.1,7.1,4.8,9.3,113.4,109.4,a1a47107-c6ad-48e5-b4e2-581f0d4a6539,Home,1,35,76,0.461,9,34,0.265,29,42,0.69,4,37,41,20,7,4,11,24,108,0.572,0.52,0.447,0.553,9.3,84.1,47.1,57.1,7.1,8.2,10.4,109.4,113.4
37,88,0.42,14,41,0.341,25,28,0.893,12,30,42,20,8,4,12,31,113,0.563,0.5,0.466,0.318,25.5,75.0,48.3,54.1,8.3,8.7,10.7,117.6,124.9,f6500949-4131-4526-aafb-2462cfc13786,Away,0,41,82,0.5,15,36,0.417,23,32,0.719,10,35,45,30,6,5,11,21,120,0.624,0.591,0.439,0.39,25.0,74.5,51.7,73.2,6.2,10.6,10.3,124.9,117.6
48,101,0.475,11,45,0.244,12,20,0.6,9,41,50,29,9,4,14,18,119,0.542,0.53,0.446,0.198,19.1,83.7,52.1,60.4,8.1,8.3,11.3,107.3,111.8,e6f5e222-7025-4561-8dd0-169a7043c604,Away,0,42,95,0.442,19,47,0.404,21,25,0.84,8,38,46,31,9,4,14,19,124,0.585,0.542,0.495,0.263,16.3,80.9,47.9,73.8,8.1,7.1,11.7,111.8,107.3
41,90,0.456,8,30,0.267,22,25,0.88,10,31,41,21,8,5,9,16,112,0.554,0.5,0.333,0.278,22.2,73.8,47.1,51.2,8.2,9.4,8.2,115.2,113.2,fcce9502-a190-4005-bff0-69f9c836924c,Away,1,44,88,0.5,12,35,0.343,10,16,0.625,11,35,46,32,6,9,15,21,110,0.579,0.568,0.398,0.182,26.2,77.8,52.9,72.7,6.2,15.0,13.6,113.2,115.2
40,99,0.404,7,30,0.233,26,30,0.867,15,35,50,20,10,3,13,18,113,0.504,0.439,0.303,0.303,27.3,77.8,50.0,50.0,9.4,6.3,10.4,105.9,135.9,6222f966-8e84-4dc3-a09a-1de890a8c4ce,Away,0,51,95,0.537,24,47,0.511,19,25,0.76,10,40,50,26,7,8,12,21,145,0.684,0.663,0.495,0.263,22.2,72.7,50.0,51.0,6.6,11.6,10.2,135.9,105.9
44,88,0.5,8,27,0.296,19,32,0.594,16,30,46,21,7,9,13,23,115,0.563,0.545,0.307,0.364,32.7,78.9,52.9,47.7,7.1,17.3,11.3,117.1,126.3,68bad4b0-69ee-4368-bbcd-614e4e8cd936,Away,0,40,83,0.482,15,31,0.484,29,34,0.853,8,33,41,25,8,4,11,24,124,0.633,0.572,0.373,0.41,21.1,67.3,47.1,62.5,8.1,6.6,10.1,126.3,117.1
35,84,0.417,8,30,0.267,16,19,0.842,6,32,38,23,6,9,10,18,94,0.509,0.464,0.357,0.226,13.3,72.7,42.7,65.7,6.3,18.0,9.8,98.2,113.9,61a812b7-53f7-47be-965a-b82e849bcbbe,Away,0,39,87,0.448,13,37,0.351,18,22,0.818,12,39,51,24,6,5,15,20,109,0.564,0.523,0.425,0.253,27.3,86.7,57.3,61.5,6.3,9.3,13.4,113.9,98.2
50,117,0.427,13,39,0.333,14,22,0.636,23,33,56,27,11,10,7,22,127,0.501,0.483,0.333,0.188,34.8,67.3,48.7,54.0,10.1,16.1,5.2,116.1,115.2,b13a238d-b67a-45f7-b688-c1eab94859f6,Home,1,48,105,0.457,13,43,0.302,17,22,0.773,16,43,59,28,4,8,17,24,126,0.549,0.519,0.41,0.21,32.7,65.2,51.3,58.3,3.7,10.3,12.9,115.2,116.1
41,94,0.436,10,35,0.286,15,22,0.682,11,38,49,26,9,3,15,17,107,0.516,0.489,0.372,0.234,22.0,70.4,47.1,63.4,8.6,5.9,12.6,102.3,111.0,d2a67454-5931-4d72-ab0f-215acf27766d,Home,0,43,98,0.439,17,47,0.362,13,18,0.722,16,39,55,31,10,12,16,17,116,0.548,0.526,0.48,0.184,29.6,78.0,52.9,72.1,9.6,20.3,13.1,111.0,102.3
50,94,0.532,12,36,0.333,19,22,0.864,8,29,37,29,8,6,8,19,131,0.632,0.596,0.383,0.234,18.6,69.0,43.5,58.0,7.8,9.5,7.2,127.3,133.2,28bdbb04-0323-4860-b39f-d32a48657798,Home,0,50,98,0.51,15,35,0.429,22,24,0.917,13,35,48,31,6,4,12,18,137,0.631,0.587,0.357,0.245,31.0,81.4,56.5,62.0,5.8,6.9,10.0,133.2,127.3
50,89,0.562,13,33,0.394,25,31,0.806,11,42,53,34,7,10,14,20,138,0.672,0.635,0.371,0.348,28.9,89.4,62.4,68.0,6.7,17.9,12.0,132.4,99.8,92a951e1-3240-41ac-87df-ca818740fff3,Away,1,35,85,0.412,9,29,0.31,25,32,0.781,5,27,32,20,6,7,13,25,104,0.525,0.465,0.341,0.376,10.6,71.1,37.6,57.1,5.8,12.5,11.6,99.8,132.4
