fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,game_id,Location,Win,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_off_rtg,opp_def_rtg
42,92,0.457,11,36,0.306,21,23,0.913,10,43,53,31,11,10,12,18,116,0.568,0.516,0.391,0.25,20.8,86.0,54.1,73.8,10.5,32.3,10.5,110.9,92.7,2e74728f-5dba-4f62-bb5e-bd5c18a99491,Home,1,30,85,0.353,19,54,0.352,18,21,0.857,7,38,45,25,6,3,22,19,97,0.515,0.465,0.635,0.247,14.0,79.2,45.9,83.3,5.7,5.4,18.9,92.7,110.9
51,87,0.586,16,34,0.471,16,18,0.889,6,32,38,35,9,5,12,11,134,0.706,0.678,0.391,0.207,17.6,72.7,48.7,68.6,9.0,10.0,11.2,134.7,115.6,deb167d7-bbf9-45b3-8a30-09301b9428c3,Home,1,44,93,0.473,17,43,0.395,10,12,0.833,12,28,40,23,9,5,16,18,115,0.585,0.565,0.462,0.129,27.3,82.4,51.3,52.3,9.0,9.4,14.0,115.6,134.7
46,95,0.484,13,41,0.317,15,19,0.789,11,31,42,24,6,7,9,17,120,0.58,0.553,0.432,0.2,23.4,79.5,48.8,52.2,6.1,12.1,8.0,121.2,130.2,4c596812-e899-46b6-939f-892655d86134,Home,0,47,90,0.522,16,32,0.5,19,23,0.826,8,36,44,37,7,7,9,13,129,0.644,0.611,0.356,0.256,20.5,76.6,51.2,78.7,7.1,13.0,8.2,130.2,121.2
49,81,0.605,18,39,0.462,13,16,0.813,3,26,29,35,9,7,15,24,129,0.733,0.716,0.481,0.198,10.3,76.5,46.0,71.4,9.1,15.2,14.6,129.8,106.6,2343c766-62d5-4925-b747-81b06468fff4,Home,1,34,73,0.466,12,27,0.444,26,32,0.813,8,26,34,22,8,1,24,16,106,0.609,0.548,0.37,0.438,23.5,89.7,54.0,64.7,8.0,2.4,21.6,106.6,129.8
49,90,0.544,14,32,0.438,17,22,0.773,3,24,27,20,6,10,4,21,129,0.647,0.622,0.356,0.244,8.8,72.7,40.3,40.8,6.0,20.8,3.9,129.7,120.6,dd9a73e3-ec57-4adb-872c-363332b6636a,Home,1,41,82,0.5,14,34,0.412,24,30,0.8,9,31,40,24,2,2,18,21,120,0.63,0.585,0.415,0.366,27.3,91.2,59.7,58.5,2.0,3.4,15.9,120.6,129.7
46,91,0.505,12,35,0.343,15,16,0.938,10,41,51,29,10,8,12,20,119,0.607,0.571,0.385,0.176,24.4,89.1,58.6,63.0,10.0,16.7,10.9,119.0,93.0,54817867-74f7-4a68-92fb-f6000f9191fb,Away,1,36,85,0.424,10,37,0.27,11,15,0.733,5,31,36,30,6,5,17,17,93,0.508,0.482,0.435,0.176,10.9,75.6,41.4,83.3,6.0,8.9,15.7,93.0,119.0
45,83,0.542,18,33,0.545,16,20,0.8,5,41,46,31,1,6,15,24,124,0.675,0.651,0.398,0.241,14.3,70.7,49.5,68.9,1.0,11.1,14.0,123.9,107.9,74ea0514-a5bc-44aa-9898-cb4af443c7ec,Home,1,38,100,0.38,12,46,0.261,20,31,0.645,17,30,47,26,9,2,7,21,108,0.475,0.44,0.46,0.31,29.3,85.7,50.5,68.4,9.0,4.0,5.8,107.9,123.9
48,91,0.527,18,40,0.45,13,17,0.765,10,28,38,34,7,10,12,22,127,0.645,0.626,0.44,0.187,25.0,62.2,44.7,70.8,7.2,19.2,10.9,129.8,125.7,b0ffd0b3-c410-494c-a9b5-9f3490b3d023,Home,1,42,92,0.457,15,40,0.375,24,29,0.828,17,30,47,33,7,10,14,15,123,0.587,0.538,0.435,0.315,37.8,75.0,55.3,78.6,7.2,19.6,11.8,125.7,129.8
50,91,0.549,18,36,0.5,20,26,0.769,9,28,37,30,10,1,13,23,138,0.674,0.648,0.396,0.286,20.9,65.1,43.0,60.0,9.6,1.8,11.3,132.1,135.0,1d391e05-b73b-4847-9528-0b3022aa6112,Away,0,48,95,0.505,14,39,0.359,31,33,0.939,15,34,49,30,8,5,13,21,141,0.644,0.579,0.411,0.347,34.9,79.1,57.0,62.5,7.7,9.1,10.6,135.0,132.1
45,84,0.536,9,31,0.29,16,24,0.667,7,29,36,29,8,5,13,26,115,0.608,0.589,0.369,0.286,18.4,59.2,41.4,64.4,8.2,9.6,12.1,117.2,126.4,1f7a8797-9003-48c9-9e14-246e814a5bfe,Away,0,41,91,0.451,14,39,0.359,28,33,0.848,20,31,51,25,9,3,15,24,124,0.588,0.527,0.429,0.363,40.8,81.6,58.6,61.0,9.2,5.7,12.4,126.4,117.2
52,88,0.591,14,28,0.5,18,24,0.75,10,30,40,37,11,7,15,21,136,0.69,0.67,0.318,0.273,27.8,71.4,51.3,71.2,10.8,12.3,13.2,133.5,125.6,d236a6ca-1083-458f-bfbd-3ef35f3b94c6,Away,1,44,89,0.494,15,32,0.469,25,29,0.862,12,26,38,32,7,5,15,23,128,0.629,0.579,0.36,0.326,28.6,72.2,48.7,72.7,6.9,8.3,12.8,125.6,133.5
