fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,game_id,Location,Opponent,Win,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_off_rtg,opp_def_rtg,team
39,84,0.464,7,26,0.269,19,25,0.76,12,31,43,22,7,8,14,22,104,0.547,0.506,0.31,0.298,28.6,63.3,47.3,56.4,7.6,17.8,12.8,112.5,101.7,18c1ee26-fe92-4160-8c01-474abab89525,Home,CLE,1,30,85,0.353,9,40,0.225,25,33,0.758,18,30,48,15,10,3,14,23,94,0.472,0.406,0.471,0.388,36.7,71.4,52.7,50.0,10.8,5.2,12.3,101.7,112.5,ORL
42,87,0.483,14,35,0.4,13,18,0.722,13,32,45,25,5,2,21,22,111,0.585,0.563,0.402,0.207,34.2,78.0,57.0,59.5,5.0,4.0,18.1,111.3,128.4,92695a5b-94c0-45eb-9c1b-b9859ac012ba,Away,BOS,0,48,92,0.522,18,42,0.429,14,20,0.7,9,25,34,31,14,7,11,22,128,0.635,0.62,0.457,0.217,22.0,65.8,43.0,64.6,14.0,13.5,9.8,128.4,111.3,ORL
34,89,0.382,11,36,0.306,18,24,0.75,10,33,43,18,7,4,9,16,97,0.487,0.444,0.404,0.27,18.2,76.7,43.9,52.9,7.1,6.8,8.3,98.6,115.9,14d55c26-643d-402c-b6f6-337f66a2beaa,Away,BOS,0,45,95,0.474,17,36,0.472,7,8,0.875,10,45,55,18,4,10,14,19,114,0.579,0.563,0.379,0.084,23.3,81.8,56.1,40.0,4.1,18.9,12.4,115.9,98.6,ORL
41,89,0.461,9,36,0.25,15,19,0.789,15,34,49,29,8,5,12,24,106,0.544,0.511,0.404,0.213,34.1,77.3,55.7,70.7,8.7,9.3,11.0,115.1,124.8,5f2f6a58-b47f-4963-b98b-46877945c474,Home,MIA,0,40,83,0.482,15,29,0.517,20,24,0.833,10,29,39,25,6,2,11,17,115,0.615,0.572,0.349,0.289,22.7,65.9,44.3,62.5,6.5,3.8,10.5,124.8,115.1,ORL
45,99,0.455,8,33,0.242,16,23,0.696,13,32,45,26,6,9,7,23,114,0.522,0.495,0.333,0.232,24.1,76.2,46.9,57.8,5.9,17.0,6.0,111.2,115.1,123bfb29-0e3a-4bec-92f3-78821236f691,Away,MIL,0,38,90,0.422,11,37,0.297,31,35,0.886,10,41,51,26,3,6,13,22,118,0.56,0.483,0.411,0.389,23.8,75.9,53.1,68.4,2.9,9.1,11.0,115.1,111.2,ORL
39,73,0.534,6,18,0.333,33,41,0.805,10,29,39,22,9,5,15,18,117,0.643,0.575,0.247,0.562,27.8,80.6,54.2,56.4,9.6,10.4,14.1,124.2,116.8,c9c733d2-940b-4ac2-b0be-870315800bcc,Away,IND,1,43,82,0.524,15,34,0.441,9,13,0.692,7,26,33,27,7,6,15,30,110,0.627,0.616,0.415,0.159,19.4,72.2,45.8,62.8,7.4,10.9,14.6,116.8,124.2,ORL
49,93,0.527,12,26,0.462,17,25,0.68,7,33,40,30,11,5,16,16,127,0.611,0.591,0.28,0.269,15.9,76.7,46.0,61.2,10.2,11.1,13.3,117.6,110.2,9bba3b46-f58e-4738-8da5-1c962e5c16d4,Away,WAS,1,43,87,0.494,16,42,0.381,17,21,0.81,10,37,47,27,10,8,20,21,119,0.618,0.586,0.483,0.241,23.3,84.1,54.0,62.8,9.3,11.9,17.2,110.2,117.6,ORL
31,79,0.392,9,33,0.273,21,24,0.875,9,34,43,17,5,11,16,18,92,0.514,0.449,0.418,0.304,20.0,73.9,47.3,54.8,5.2,16.2,15.2,95.4,116.1,e4c64573-bca4-4595-8615-9ef0efc95c12,Home,PHI,0,45,96,0.469,10,28,0.357,12,17,0.706,12,36,48,14,10,8,10,19,112,0.541,0.521,0.292,0.177,26.1,80.0,52.7,31.1,10.4,17.4,8.8,116.1,95.4,ORL
40,89,0.449,7,33,0.212,30,40,0.75,14,35,49,24,10,6,15,20,117,0.549,0.489,0.371,0.449,29.2,85.4,55.1,60.0,9.5,10.7,12.3,111.0,102.5,21f9a774-8675-41b5-bd8e-588ddc475bfa,Home,NYK,1,38,86,0.442,6,30,0.2,26,29,0.897,6,34,40,22,8,4,16,30,108,0.547,0.477,0.349,0.337,14.6,70.8,44.9,57.9,7.6,7.1,13.9,102.5,111.0,ORL
42,90,0.467,12,37,0.324,11,12,0.917,8,37,45,22,2,4,15,18,107,0.562,0.533,0.411,0.133,21.6,86.0,56.3,52.4,2.1,6.6,13.6,110.5,115.6,d0fb321b-1bd0-4256-8216-1b71639947a9,Away,PHO,0,44,88,0.5,8,27,0.296,16,19,0.842,6,29,35,21,11,4,6,17,112,0.581,0.545,0.307,0.216,14.0,78.4,43.8,47.7,11.4,7.5,5.9,115.6,110.5,ORL
