fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,game_id,Location,Opponent,Win,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_off_rtg,opp_def_rtg,team
43,85,0.506,13,36,0.361,17,20,0.85,13,31,44,22,7,8,13,15,116,0.618,0.582,0.424,0.235,30.2,77.5,53.0,51.2,7.5,16.0,12.2,123.5,113.9,a6ab083d-3069-44c7-a6c4-d1d4a5987d0e,Home,CLE,1,40,83,0.482,11,33,0.333,16,17,0.941,9,30,39,21,7,1,16,18,107,0.591,0.548,0.398,0.205,22.5,69.8,47.0,52.5,7.5,2.0,15.0,113.9,123.5,BOS
48,92,0.522,18,42,0.429,14,20,0.7,9,25,34,31,14,7,11,22,128,0.635,0.62,0.457,0.217,22.0,65.8,43.0,64.6,14.0,13.5,9.8,128.4,111.3,92695a5b-94c0-45eb-9c1b-b9859ac012ba,Home,ORL,1,42,87,0.483,14,35,0.4,13,18,0.722,13,32,45,25,5,2,21,22,111,0.585,0.563,0.402,0.207,34.2,78.0,57.0,59.5,5.0,4.0,18.1,111.3,128.4,BOS
45,95,0.474,17,36,0.472,7,8,0.875,10,45,55,18,4,10,14,19,114,0.579,0.563,0.379,0.084,23.3,81.8,56.1,40.0,4.1,18.9,12.4,115.9,98.6,14d55c26-643d-402c-b6f6-337f66a2beaa,Home,ORL,1,34,89,0.382,11,36,0.306,18,24,0.75,10,33,43,18,7,4,9,16,97,0.487,0.444,0.404,0.27,18.2,76.7,43.9,52.9,7.1,6.8,8.3,98.6,115.9,BOS
47,114,0.412,17,58,0.293,15,17,0.882,18,37,55,28,6,5,8,13,126,0.519,0.487,0.509,0.149,30.5,67.3,48.2,59.6,5.7,8.5,6.2,119.5,125.2,a4cfb0e1-4dca-402d-acb3-4ad7fdeb440e,Away,GSW,0,50,109,0.459,20,50,0.4,12,14,0.857,18,41,59,29,4,5,10,15,132,0.573,0.55,0.459,0.128,32.7,69.5,51.8,58.0,3.8,8.9,8.0,125.2,119.5,BOS
51,92,0.554,22,42,0.524,20,24,0.833,14,36,50,35,6,10,9,17,144,0.702,0.674,0.457,0.261,35.9,75.0,57.5,68.6,6.3,21.3,8.1,152.2,125.8,b5fdb86e-3711-41ef-b9dd-fa41027edb96,Away,SAC,1,43,91,0.473,21,44,0.477,12,23,0.522,12,25,37,29,4,8,7,15,119,0.588,0.588,0.484,0.253,25.0,64.1,42.5,67.4,4.2,16.0,6.5,125.8,152.2,BOS
49,94,0.521,25,53,0.472,22,28,0.786,15,36,51,33,4,5,10,19,145,0.682,0.654,0.564,0.298,37.5,80.0,60.0,67.3,4.1,9.1,8.6,150.4,112.0,04d87cfe-6523-4e05-a993-e4d4c9c6f910,Away,LAC,1,41,89,0.461,11,34,0.324,15,15,1.0,9,25,34,25,4,4,11,24,108,0.565,0.522,0.382,0.169,20.0,62.5,40.0,61.0,4.1,9.8,10.3,112.0,150.4,BOS
46,91,0.505,13,42,0.31,21,28,0.75,11,33,44,31,8,7,8,17,126,0.61,0.577,0.462,0.308,26.8,71.7,50.6,67.4,8.3,12.1,7.2,130.3,118.9,baf4b314-9d78-4a1e-a324-6d8d215121c3,Away,LAL,1,43,90,0.478,13,32,0.406,16,21,0.762,13,30,43,24,4,1,12,19,115,0.579,0.55,0.356,0.233,28.3,73.2,49.4,55.8,4.1,2.0,10.8,118.9,130.3,BOS
48,99,0.485,11,39,0.282,21,25,0.84,11,32,43,25,10,4,12,15,128,0.582,0.54,0.394,0.253,22.4,62.7,43.0,52.1,9.3,6.9,9.8,118.9,113.4,a4b9eebe-2fd1-4e18-8a30-00c063c32bd0,Home,DET,1,48,101,0.475,14,43,0.326,12,19,0.632,19,38,57,27,7,4,19,21,122,0.558,0.545,0.426,0.188,37.3,77.6,57.0,56.3,6.5,6.7,14.8,113.4,118.9,BOS
43,88,0.489,17,39,0.436,17,20,0.85,13,39,52,29,3,6,16,17,120,0.62,0.585,0.443,0.227,31.0,81.3,57.8,67.4,3.1,11.8,14.2,123.2,121.1,10d2d0db-bff0-46aa-8126-8e806d7d0490,Home,TOR,1,44,95,0.463,17,44,0.386,13,20,0.65,9,29,38,29,10,6,5,15,118,0.568,0.553,0.463,0.211,18.8,69.0,42.2,65.9,10.3,12.2,4.6,121.1,123.2,BOS
51,95,0.537,15,42,0.357,17,22,0.773,13,44,57,29,6,7,11,12,134,0.64,0.616,0.442,0.232,30.2,83.0,59.4,56.9,5.8,14.3,9.5,130.4,98.3,936f9f46-267e-4b54-9152-790d69b1b314,Away,SAS,1,40,94,0.426,12,45,0.267,9,12,0.75,9,30,39,28,6,1,16,17,101,0.509,0.489,0.479,0.128,17.0,69.8,40.6,70.0,5.8,1.9,13.9,98.3,130.4,BOS
42,92,0.457,15,40,0.375,24,29,0.828,17,30,47,33,7,10,14,15,123,0.587,0.538,0.435,0.315,37.8,75.0,55.3,78.6,7.2,19.6,11.8,125.7,129.8,d311c1e9-34a4-4f6d-8dea-54ff7b71fb10,Away,OKC,0,48,91,0.527,18,40,0.45,13,17,0.765,10,28,38,34,7,10,12,22,127,0.645,0.626,0.44,0.187,25.0,62.2,44.7,70.8,7.2,19.2,10.9,129.8,125.7,BOS
