fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,Location,Opponent,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_off_rtg,opp_def_rtg,opp_Opponent
50,92,0.543,12,28,0.429,17,21,0.81,10,45,55,38,8,6,12,19,129,0.637,0.609,0.304,0.228,27.0,83.3,60.4,76.0,8.0,14.3,10.6,128.9,92.9,Home,SAC,33,87,0.379,11,45,0.244,16,24,0.667,9,27,36,27,4,5,13,21,93,0.477,0.443,0.517,0.276,16.7,73.0,39.6,81.8,4.0,7.8,11.8,92.9,128.9,NOP
41,87,0.471,7,30,0.233,28,37,0.757,13,35,48,23,10,2,10,28,117,0.566,0.511,0.345,0.425,27.7,89.7,55.8,56.1,10.0,6.3,8.8,117.2,112.2,Home,SAC,34,76,0.447,15,44,0.341,29,35,0.829,4,34,38,22,3,1,16,25,112,0.613,0.546,0.579,0.461,10.3,72.3,44.2,64.7,3.0,1.8,14.9,112.2,117.2,NOP
43,88,0.489,10,24,0.417,20,27,0.741,12,38,50,26,6,5,15,19,116,0.581,0.545,0.273,0.307,27.9,82.6,56.2,60.5,6.0,9.1,13.1,115.5,105.5,Away,LAC,42,92,0.457,11,37,0.297,11,17,0.647,8,31,39,27,11,8,11,24,106,0.533,0.516,0.402,0.185,17.4,72.1,43.8,64.3,11.0,12.5,10.0,105.5,115.5,NOP
39,93,0.419,11,36,0.306,11,18,0.611,13,29,42,31,15,4,13,17,100,0.495,0.478,0.387,0.194,25.5,67.4,44.7,79.5,15.1,9.1,11.4,100.4,105.4,Away,UTA,38,87,0.437,15,43,0.349,14,17,0.824,14,38,52,23,8,6,24,13,105,0.556,0.523,0.494,0.195,32.6,74.5,55.3,60.5,8.0,10.5,20.3,105.4,100.4,NOP
44,88,0.5,7,22,0.318,17,25,0.68,11,37,48,27,5,1,8,25,112,0.566,0.54,0.25,0.284,24.4,80.4,52.7,61.4,5.2,2.5,7.5,116.1,118.1,Away,UTA,37,88,0.42,17,48,0.354,23,28,0.821,9,34,43,31,6,4,10,23,114,0.568,0.517,0.545,0.318,19.6,75.6,47.3,83.8,6.2,6.1,9.1,118.1,116.1,NOP
42,78,0.538,10,30,0.333,30,34,0.882,13,27,40,33,11,4,21,22,124,0.667,0.603,0.385,0.436,37.1,77.1,57.1,78.6,11.1,8.5,18.4,125.3,115.2,Home,PHI,42,81,0.519,14,34,0.412,16,18,0.889,8,22,30,28,8,7,21,26,114,0.641,0.605,0.42,0.222,22.9,62.9,42.9,66.7,8.1,14.6,19.1,115.2,125.3,NOP
42,85,0.494,10,31,0.323,27,29,0.931,10,32,42,26,8,6,12,15,121,0.619,0.553,0.365,0.341,24.4,80.0,51.9,61.9,8.1,13.6,10.9,122.5,107.3,Home,SAS,38,83,0.458,16,39,0.41,14,17,0.824,8,31,39,28,5,5,20,21,106,0.586,0.554,0.47,0.205,20.0,75.6,48.1,73.7,5.1,9.3,18.1,107.3,122.5,NOP
41,82,0.5,8,25,0.32,28,35,0.8,13,26,39,20,10,1,12,17,118,0.606,0.549,0.305,0.427,31.0,68.4,48.8,48.8,10.6,2.1,11.0,125.6,132.0,Away,CHI,48,88,0.545,17,40,0.425,11,15,0.733,12,29,41,32,6,8,13,21,124,0.655,0.642,0.455,0.17,31.6,69.0,51.3,66.7,6.4,14.0,12.1,132.0,125.6,NOP
47,87,0.54,14,31,0.452,19,23,0.826,13,29,42,29,12,7,14,22,127,0.654,0.621,0.356,0.264,32.5,72.5,52.5,61.7,12.3,15.9,12.6,130.5,120.2,Away,SAC,38,85,0.447,14,41,0.341,27,33,0.818,11,27,38,29,8,2,14,18,117,0.588,0.529,0.482,0.388,27.5,67.5,47.5,76.3,8.2,3.6,12.3,120.2,130.5,NOP
34,95,0.358,7,31,0.226,14,20,0.7,12,30,42,22,7,5,12,21,89,0.429,0.395,0.326,0.211,20.0,73.2,41.6,64.7,6.9,9.8,10.4,87.5,130.8,Away,LAL,47,86,0.547,17,35,0.486,22,29,0.759,11,48,59,31,6,4,15,16,133,0.673,0.645,0.407,0.337,26.8,80.0,58.4,66.0,5.9,6.3,13.2,130.8,87.5,NOP
