fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,game_id,Location,Opponent,Win,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_off_rtg,opp_def_rtg,team
37,86,0.43,18,39,0.462,17,21,0.81,12,34,46,27,6,6,19,19,109,0.572,0.535,0.453,0.244,26.7,77.3,51.7,73.0,6.0,9.1,16.6,108.8,110.8,1832a122-60e5-460e-affa-3d49256d0019,Away,OKC,0,43,89,0.483,7,23,0.304,18,28,0.643,10,33,43,23,9,10,12,18,111,0.548,0.522,0.258,0.315,22.7,73.3,48.3,53.5,9.0,21.3,10.6,110.8,108.8,POR
50,98,0.51,15,35,0.429,22,24,0.917,13,35,48,31,6,4,12,18,137,0.631,0.587,0.357,0.245,31.0,81.4,56.5,62.0,5.8,6.9,10.0,133.2,127.3,7c04836f-7842-4e08-a5ba-bf0ad28f53d1,Away,HOU,1,50,94,0.532,12,36,0.333,19,22,0.864,8,29,37,29,8,6,8,19,131,0.632,0.596,0.383,0.234,18.6,69.0,43.5,58.0,7.8,9.5,7.2,127.3,133.2,POR
38,90,0.422,10,37,0.27,14,19,0.737,8,29,37,23,11,3,15,20,100,0.508,0.478,0.411,0.211,16.0,63.0,38.5,60.5,10.8,5.2,13.2,97.9,113.5,4e54a2ba-c697-4152-b44d-322a589f8c03,Away,SAS,0,42,92,0.457,10,34,0.294,22,26,0.846,17,42,59,30,12,5,18,11,116,0.561,0.511,0.37,0.283,37.0,84.0,61.5,71.4,11.7,9.4,14.8,113.5,97.9,POR
32,79,0.405,6,33,0.182,26,29,0.897,7,41,48,22,2,5,14,21,96,0.523,0.443,0.418,0.367,16.7,89.1,54.5,68.8,2.1,8.6,13.2,99.8,108.1,6a99e93b-627e-46f8-a000-0eff777483f6,Home,CHI,0,42,90,0.467,8,32,0.25,12,17,0.706,5,35,40,27,7,10,5,19,104,0.533,0.511,0.356,0.189,10.9,83.3,45.5,64.3,7.3,21.7,4.9,108.1,99.8,POR
46,84,0.548,12,28,0.429,26,29,0.897,11,28,39,29,7,5,13,24,130,0.672,0.619,0.333,0.345,33.3,70.0,53.4,63.0,7.3,9.3,11.8,135.8,108.6,22269e09-df6d-49d4-a9e5-21052c299b06,Home,PHI,1,37,83,0.446,5,29,0.172,25,28,0.893,12,22,34,17,6,5,17,25,104,0.546,0.476,0.349,0.337,30.0,66.7,46.6,45.9,6.3,8.9,15.1,108.6,135.8,POR
49,92,0.533,12,28,0.429,9,9,1.0,9,30,39,26,9,1,11,20,119,0.62,0.598,0.304,0.098,23.7,75.0,50.0,53.1,9.2,2.1,10.3,121.8,118.8,25056fea-e0b4-4040-8505-311db8c6d4fd,Home,MIL,1,45,92,0.489,13,45,0.289,13,18,0.722,10,29,39,27,7,5,13,17,116,0.58,0.56,0.489,0.196,25.0,76.3,50.0,60.0,7.2,7.8,11.5,118.8,121.8,POR
37,80,0.463,10,28,0.357,24,30,0.8,13,24,37,14,7,4,10,16,108,0.579,0.525,0.35,0.375,28.9,60.0,43.5,37.8,7.8,7.3,9.7,120.5,133.9,85cf791a-e425-4e4f-bae6-f52d88c160e4,Away,DEN,0,46,91,0.505,12,36,0.333,16,17,0.941,16,32,48,34,3,6,12,20,120,0.609,0.571,0.396,0.187,40.0,71.1,56.5,73.9,3.3,11.5,10.9,133.9,120.5,POR
39,85,0.459,11,31,0.355,14,15,0.933,15,27,42,29,6,3,13,16,103,0.562,0.524,0.365,0.176,34.9,65.9,50.0,74.4,6.9,5.2,12.4,118.8,129.2,b6ebb02a-2a2d-4a75-a410-ee0870b1cdd6,Away,DEN,0,42,86,0.488,12,28,0.429,16,19,0.842,14,28,42,26,8,6,9,11,112,0.593,0.558,0.326,0.221,34.1,65.1,50.0,61.9,9.2,11.1,8.7,129.2,118.8,POR
41,89,0.461,11,30,0.367,29,33,0.879,11,27,38,29,9,7,17,27,122,0.589,0.522,0.337,0.371,27.5,62.8,45.8,70.7,8.6,10.6,14.1,117.1,122.9,e18ff820-d5e2-4f81-b9e7-e7d3b29416c4,Home,DET,0,45,93,0.484,16,27,0.593,22,31,0.71,16,29,45,26,3,7,17,23,128,0.6,0.57,0.29,0.333,37.2,72.5,54.2,57.8,2.9,11.9,13.7,122.9,117.1,POR
33,76,0.434,6,21,0.286,12,17,0.706,11,31,42,19,7,4,18,14,84,0.503,0.474,0.276,0.224,28.2,79.5,53.8,57.6,8.1,8.2,17.7,96.9,107.2,8f824606-fa18-4ff3-8df2-866312b86c57,Home,NOP,0,36,76,0.474,10,27,0.37,11,16,0.688,8,28,36,27,9,6,12,14,93,0.56,0.539,0.355,0.211,20.5,71.8,46.2,75.0,10.4,10.9,12.6,107.2,96.9,POR
