player,location,team,opponent,team_score,opponent_score,win,game_id,PCA1_1,PCA2_1,PCA2_2,PCA2_3,PCA3_1,PCA3_2,PCA3_3,PCA4_1,PCA4_2,PCA5_1,PCA6_1,PCA6_2,PCA6_3
Devin Vassell,Home,SAS,DAL,119,126,0,68f10ebb-eaa0-485a-a2a8-a3a26ac8566b,3.0300750401951095,1.4600217939945312,1.1311844466671799,-0.5258570908834507,0.19838641229012458,-0.5939657163328657,-0.3339743166786344,0.8649694098660481,-0.3422643936547457,2.3356211271737237,1.444592909530967,0.7229592852112604,0.40781564689769023
Zach Collins,Home,SAS,DAL,119,126,0,68f10ebb-eaa0-485a-a2a8-a3a26ac8566b,0.8726550506770914,1.7712345278214763,-0.6906253290874639,-1.1711821336367034,1.1187522545819955,1.2736158407263607,-0.03607304338287778,0.8835543393903301,-0.4492623004056329,1.1008496559152183,1.0140869652088347,-0.003888666286055086,-0.07415245144397711
Keldon Johnson,Home,SAS,DAL,119,126,0,68f10ebb-eaa0-485a-a2a8-a3a26ac8566b,1.7399767259552705,2.1119884685196166,-2.1011014602014377,0.8099575226186281,2.2354605344643392,-1.2009147393641164,-0.43672585512514994,0.6034379300184936,-0.5209153003471254,0.9700664851793572,1.3413202379074949,0.25571367196421635,0.28492543618063826
Jeremy Sochan,Home,SAS,DAL,119,126,0,68f10ebb-eaa0-485a-a2a8-a3a26ac8566b,1.305477215175424,2.3287969828392274,-0.7426068661869192,-0.2551911329506629,2.1728833072012432,-1.534785433193987,0.7851769159076325,0.3419805644919865,0.25183242158979957,2.1909391811027685,1.333288853709722,-0.6183361574349374,-0.2668466028717236
Victor Wembanyama,Home,SAS,DAL,119,126,0,68f10ebb-eaa0-485a-a2a8-a3a26ac8566b,1.9667800796560535,3.636513692752903,-0.105595222123754,-2.7913991760768906,0.8513651150174846,0.7130782137220505,-1.2576491841406092,2.2598715368406768,0.462208790744742,-0.9976811030212913,0.9719569897231923,0.41680008344842684,0.12338659354550935
Tre Jones,Home,SAS,DAL,119,126,0,68f10ebb-eaa0-485a-a2a8-a3a26ac8566b,1.0759521200364317,0.352685404907126,-1.0030252063627156,1.758072663650147,0.5573719430087267,-0.790876013147532,-0.4406038828635401,3.205185749173626,-0.10978378260684352,2.651049095653897,0.5415191038146375,1.163979554420269,-0.47754103130838454
Cedi Osman,Home,SAS,DAL,119,126,0,68f10ebb-eaa0-485a-a2a8-a3a26ac8566b,1.567231537246041,-0.9494909001245477,-0.1847342062436894,0.6170939647990997,-1.559966676533491,1.0566425617349535,0.11172414135601526,1.2963346154624427,0.5686668845571227,-1.3809052757391975,0.6764005044127971,-0.3939017487253203,-0.6734300114303535
Malaki Branham,Home,SAS,DAL,119,126,0,68f10ebb-eaa0-485a-a2a8-a3a26ac8566b,-0.3775866072889389,0.3836111155561037,0.7888633485557752,-0.22615203265210215,-0.9355800599742075,-0.26295418054116215,-0.7277318918913619,-0.010280495114135828,-0.05497625064221589,0.4816850947425125,0.40766177200378867,-0.27600072510329027,0.3994800421444435
Charles Bassey,Home,SAS,DAL,119,126,0,68f10ebb-eaa0-485a-a2a8-a3a26ac8566b,-1.9218415536508795,1.2688293080248172,0.1041128051156788,-1.437482505134238,1.6121881143014494,-1.2715178586320477,-0.5764260623999667,2.616096847297614,-2.342874460455391,-1.3809052757391975,-0.469022191574611,0.12792256640867125,-0.6080624964758217
Doug McDermott,Home,SAS,DAL,119,126,0,68f10ebb-eaa0-485a-a2a8-a3a26ac8566b,-2.0244352794453504,-1.4423145708114478,0.026337193502880895,0.39758353908936606,-0.5646436727016005,1.5455713720434483,-0.20566987400293668,-1.9986942001767087,2.454100718507998,-1.3809052757391975,-0.7063427201358369,-0.7800393070794269,0.02685845440749184
