player,location,team,opponent,team_score,opponent_score,win,game_id,PCA1_1,PCA2_1,PCA2_2,PCA2_3,PCA3_1,PCA3_2,PCA3_3,PCA4_1,PCA5_1,PCA6_1,PCA6_2,PCA6_3
Jayson Tatum,Away,BOS,NYK,108,104,1,6baf31d5-c4f8-4ae2-9124-9dc73c40aea7,4.453981170812813,3.2779706006268348,0.39908027461277734,-0.22784694624013224,2.7899581446156607,0.45400172578141573,-2.5559512219019602,1.1866114933820024,2.472820428569917,2.0082968240133394,-0.2852709839911355,-0.976014918508464
Jaylen Brown,Away,BOS,NYK,108,104,1,6baf31d5-c4f8-4ae2-9124-9dc73c40aea7,0.17974509619883983,2.5865120194705185,-0.3662822447677462,-0.5909764316393348,0.38817518243602706,-0.45559002037524515,-1.4949630652744177,-0.5278685623724615,1.6535132576132696,1.2559307185594548,-0.4788039445603032,0.3961685096118166
Kristaps PorziÅÄ£is,Away,BOS,NYK,108,104,1,6baf31d5-c4f8-4ae2-9124-9dc73c40aea7,3.78286224253871,-0.3839668844378489,0.3445829207293223,-1.1468997108895,2.652655636233548,3.2939090207185813,-0.471032885848865,1.8515389923747483,4.7901070760235065,1.8534147015046456,0.5828178312768405,-0.0024054988911640087
Jrue Holiday,Away,BOS,NYK,108,104,1,6baf31d5-c4f8-4ae2-9124-9dc73c40aea7,0.3991790715945251,0.6703579577062535,0.08807177008257988,-1.5348377041210506,0.8715641706308388,2.2432874755458494,1.32052640065507,0.01248549105229708,-1.1613182942367177,0.9135817064916553,-0.5283786945801077,-0.055459915764978086
Derrick White,Away,BOS,NYK,108,104,1,6baf31d5-c4f8-4ae2-9124-9dc73c40aea7,0.019664116225255636,1.3453711267057404,1.0860042289729759,0.6349219895801448,0.8580255035770692,0.582089785606182,-1.3693908814753304,1.699474238190898,2.069286605361153,0.8006284415900119,0.18358416630732843,-0.069405241845007
Al Horford,Away,BOS,NYK,108,104,1,6baf31d5-c4f8-4ae2-9124-9dc73c40aea7,-0.17979547000159926,1.5321117491195295,0.8510425583440407,-2.71054361879366,1.8594579246365799,-1.3326244221652097,1.2148213874212763,2.9588097760628154,-1.1613182942367177,0.1508492461916524,-0.6734298181182459,-0.9110527420290874
Sam Hauser,Away,BOS,NYK,108,104,1,6baf31d5-c4f8-4ae2-9124-9dc73c40aea7,-1.3331322827653447,-0.9552854097214275,1.1105814946761792,0.9736409685965833,-0.41278696185674824,1.0831414651307192,-0.3511312670413564,-2.195619640746625,-1.1613182942367177,-0.07915492343928586,-0.6212119760665833,0.4879247919754758
Payton Pritchard,Away,BOS,NYK,108,104,1,6baf31d5-c4f8-4ae2-9124-9dc73c40aea7,-1.1397903890654613,-1.051968732468261,-0.6004269097754217,0.1436916346256837,-1.3522072152308162,-0.47314072568256704,-0.4012877511998387,-0.5381339423148087,1.5036687823889756,-0.1592709829429926,-1.2465079738213154,-0.5949842932446905
Luke Kornet,Away,BOS,NYK,108,104,1,6baf31d5-c4f8-4ae2-9124-9dc73c40aea7,-2.042263144496917,-0.5218132300092113,-1.5290710407489956,0.7009232269930372,-0.3536888785254237,1.222817529331088,2.193428549125889,-2.195472049248087,-1.1613182942367177,-0.7188973945633407,0.16583881081356344,-0.5902218436856501
Dalano Banton,Away,BOS,NYK,108,104,1,6baf31d5-c4f8-4ae2-9124-9dc73c40aea7,-2.1094847349332793,-1.927922455936432,0.090596735133907,-0.006912108877736721,-2.8472325015343922,0.2255520210207046,0.2089590088258487,-2.9630728418802095,-1.1613182942367177,-2.785607960803732,0.42394217074590557,0.22269250980171243
Oshae Brissett,Away,BOS,NYK,108,104,1,6baf31d5-c4f8-4ae2-9124-9dc73c40aea7,-2.1094847349332793,-1.927922455936432,0.090596735133907,-0.006912108877736721,-2.8472325015343922,0.2255520210207046,0.2089590088258487,-2.9630728418802095,-1.1613182942367177,-2.785607960803732,0.42394217074590557,0.22269250980171243
Svi Mykhailiuk,Away,BOS,NYK,108,104,1,6baf31d5-c4f8-4ae2-9124-9dc73c40aea7,-2.1094847349332793,-1.927922455936432,0.090596735133907,-0.006912108877736721,-2.8472325015343922,0.2255520210207046,0.2089590088258487,-2.9630728418802095,-1.1613182942367177,-2.785607960803732,0.42394217074590557,0.22269250980171243
Neemias Queta,Away,BOS,NYK,108,104,1,6baf31d5-c4f8-4ae2-9124-9dc73c40aea7,-2.1094847349332793,-1.927922455936432,0.090596735133907,-0.006912108877736721,-2.8472325015343922,0.2255520210207046,0.2089590088258487,-2.9630728418802095,-1.1613182942367177,-2.785607960803732,0.42394217074590557,0.22269250980171243
Lamar Stevens,Away,BOS,NYK,108,104,1,6baf31d5-c4f8-4ae2-9124-9dc73c40aea7,-2.1094847349332793,-1.927922455936432,0.090596735133907,-0.006912108877736721,-2.8472325015343922,0.2255520210207046,0.2089590088258487,-2.9630728418802095,-1.1613182942367177,-2.785607960803732,0.42394217074590557,0.22269250980171243
Jordan Walsh,Away,BOS,NYK,108,104,1,6baf31d5-c4f8-4ae2-9124-9dc73c40aea7,-2.1094847349332793,-1.927922455936432,0.090596735133907,-0.006912108877736721,-2.8472325015343922,0.2255520210207046,0.2089590088258487,-2.9630728418802095,-1.1613182942367177,-2.785607960803732,0.42394217074590557,0.22269250980171243
Jayson Tatum,Home,BOS,MIA,119,111,1,7e017f4a-581e-4603-9695-ea0c212007eb,3.6176864862519333,2.07783841931486,-0.4519449561018394,-0.28429923885915787,1.192327010203818,-0.48364186838955664,-2.0213295363962516,0.2653963180464886,0.21289596882344147,1.8694478229701117,-0.1088093845729603,0.5137934360459495
Jrue Holiday,Home,BOS,MIA,119,111,1,7e017f4a-581e-4603-9695-ea0c212007eb,1.2437966337646083,1.2778719886559264,-1.8528174455608597,-0.04826561553699288,2.7958994155948993,0.08910307355899885,-0.7587930583051895,0.8269912769209091,1.0288912961818215,1.094671842906048,0.019160823596067817,-0.3893092619660985
Derrick White,Home,BOS,MIA,119,111,1,7e017f4a-581e-4603-9695-ea0c212007eb,3.563128710458127,0.8139908428797198,0.1647340607310281,-0.11239322481144995,1.749269522801403,2.064849060261418,1.4475141951901789,2.198602389444472,2.6470884654147393,1.4258796824456095,0.4679487062017908,-0.8384333080206652
Jaylen Brown,Home,BOS,MIA,119,111,1,7e017f4a-581e-4603-9695-ea0c212007eb,3.7343992994586563,1.6101501155785545,1.7220656898067939,-0.41277383723102623,0.7718539783149373,-0.8404923472090752,0.13340249203040164,0.7043885934422828,0.8897154110856156,1.7365086136913885,-0.5284035066450034,-0.37363204759676016
