player,location,team,opponent,team_score,opponent_score,win,game_id,PCA1_1,PCA2_1,PCA2_2,PCA2_3,PCA3_1,PCA3_2,PCA3_3,PCA4_1,PCA4_2,PCA5_1,PCA5_2,PCA6_1,PCA6_2,PCA6_3
Paolo Banchero,Home,ORL,HOU,116,86,1,18b3adbf-f677-4e93-aed2-5cfed2dec69e,-0.29558618750500704,1.3850330527811805,-0.07518321969352268,-1.0560808424924668,0.3211166764679076,-1.0194635720439655,-1.080427083908132,0.5594286199970083,-1.0219090415432712,3.634348424836975,0.5055103355668624,0.8333081486636451,1.2926287387933828,0.3911123361889953
Franz Wagner,Home,ORL,HOU,116,86,1,18b3adbf-f677-4e93-aed2-5cfed2dec69e,2.9877845480844414,0.8635828626578241,-0.21229802134786802,0.8038808697787663,0.490344549639571,-0.12419079866292587,2.3977056672792263,1.0963392117197288,0.638132023671072,3.014011102607662,-0.7637678941566848,1.4283003835059727,0.9911669155278948,0.11724999709095883
Wendell Carter Jr.,Home,ORL,HOU,116,86,1,18b3adbf-f677-4e93-aed2-5cfed2dec69e,0.11935559206081829,1.3032573760455586,1.2369672129186444,1.326450828791328,2.7851914065526997,-0.6638210661176467,2.4201028982914123,-0.43544243189633014,-0.62612114234898,-1.3364909987676858,0.01953721340406588,0.8385505622365208,0.16767705218388035,0.7679603448988602
Markelle Fultz,Home,ORL,HOU,116,86,1,18b3adbf-f677-4e93-aed2-5cfed2dec69e,-0.0369974525404403,1.2823634489998421,2.871487582634652,0.2816341743833569,0.5418709953996479,-0.11348386773949637,2.5091331441816274,0.3465137692666291,-1.459861091920361,-1.3364909987676858,0.01953721340406588,0.7893810244387918,1.351677571968561,0.17674436840105273
Jalen Suggs,Home,ORL,HOU,116,86,1,18b3adbf-f677-4e93-aed2-5cfed2dec69e,1.6855820874473233,-1.5901156798950562,0.013341382517236048,0.0726094173480151,0.34474399877232137,-0.6977907435530942,0.2344039487459443,-0.31094243716141345,0.8777674455550558,-1.3364909987676858,0.01953721340406588,0.7708945553442087,-0.47417286650554585,0.9298644488066121
Cole Anthony,Home,ORL,HOU,116,86,1,18b3adbf-f677-4e93-aed2-5cfed2dec69e,1.9509699623670935,-0.68178552870384,-0.360433680364905,-0.9508331253205532,2.3773211617907806,-1.478878594873182,-0.8847307428800846,1.9913874926447768,-0.7834495081652422,1.4063610023924296,-0.5767458423744848,1.1756172115401644,1.9400468737764456,0.20761045813874374
Joe Ingles,Home,ORL,HOU,116,86,1,18b3adbf-f677-4e93-aed2-5cfed2dec69e,-1.359541507611353,1.4857380754272493,-1.628051430769577,-0.8794090622154693,0.24799857170806294,-1.044614264069866,-1.0773539646042738,-1.8930561625146973,2.171004292109433,-1.3364909987676858,0.01953721340406588,-0.11076505070182448,0.06663901109143008,1.1493612012208438
Gary Harris,Home,ORL,HOU,116,86,1,18b3adbf-f677-4e93-aed2-5cfed2dec69e,0.9834429618151231,-2.089493732713783,0.10930235138904308,-0.09739218436302387,2.2270425402934872,1.3855525505602206,2.1360807908629367,1.611684260135536,-0.07040462563296475,-1.3364909987676858,0.01953721340406588,0.575986665951098,1.3209386147865871,-0.36272290770138316
Moritz Wagner,Home,ORL,HOU,116,86,1,18b3adbf-f677-4e93-aed2-5cfed2dec69e,-1.7511420705756169,0.9616774977170747,-2.057559512228826,3.4560918585625098,0.9165651794638582,0.7488467789574842,-1.731860551660634,-1.3510954742089332,2.0402137666899742,2.4602596195039066,3.0447702751339425,-0.055111266274495446,-0.1458422249185384,1.8648076791901256
Jonathan Isaac,Home,ORL,HOU,116,86,1,18b3adbf-f677-4e93-aed2-5cfed2dec69e,0.4934782890268395,-0.5645350720681664,-0.9145321572941654,1.4472147700116265,1.8131177689501887,3.1309470279855365,-0.8481458099260186,1.67737131686743,0.012954716702648625,0.9857862756431247,0.18486273312402204,0.8280282582774583,0.9866324498296245,0.14777363734538318
Goga Bitadze,Home,ORL,HOU,116,86,1,18b3adbf-f677-4e93-aed2-5cfed2dec69e,-1.2407798235591518,0.5389951176879357,2.842645342833241,1.7275313483081245,2.675340954418287,-1.274845993480681,1.090636950801258,2.2718563967239014,-2.150878185283662,2.844359296771238,2.8388253118139004,1.3171657211664605,2.2260286791460304,-1.3758255194520268
Anthony Black,Home,ORL,HOU,116,86,1,18b3adbf-f677-4e93-aed2-5cfed2dec69e,-1.358613569445445,-0.503190232265228,-0.5625601470548947,-2.097308734302561,-0.6430569382867534,8.355977801044146,-1.9681336717705422,2.865208531735395,-2.309489608005653,0.6959083561542188,0.3568390331123669,0.4130849460024255,3.811572466698007,-2.6781835840661947
Caleb Houstan,Home,ORL,HOU,116,86,1,18b3adbf-f677-4e93-aed2-5cfed2dec69e,-0.9383164040326276,-2.089493732713783,0.10930235138904308,-0.09739218436302387,-0.7502751314519193,-0.7392427973110941,-0.6174677239577696,2.22063341759239,1.5844297424445748,-1.3364909987676858,0.01953721340406588,-0.1404213453239758,1.2435093501850965,-0.0903428508508888
Jett Howard,Home,ORL,HOU,116,86,1,18b3adbf-f677-4e93-aed2-5cfed2dec69e,-1.8689758164619101,-1.1522629883896387,-0.28451637469129587,-1.2441029867270266,-2.242867630144923,-0.06076088995847577,0.22588963491367625,-1.9135199095095468,2.1765768777231216,-1.3364909987676858,0.01953721340406588,-0.7503174360711732,0.2834181719705826,0.9726890248485984
Chuma Okeke,Home,ORL,HOU,116,86,1,18b3adbf-f677-4e93-aed2-5cfed2dec69e,-1.8689758164619101,-2.089493732713783,0.10930235138904308,-0.09739218436302387,2.2154134536943118,-2.088911300136764,-2.2977103493884607,-2.377364841392801,2.3028888183000533,-1.3364909987676858,0.01953721340406588,-0.7721299231331522,0.11978751559597813,1.1343894102247092
