player,location,team,opponent,team_score,opponent_score,win,game_id,PCA1_1,PCA2_1,PCA2_2,PCA2_3,PCA3_1,PCA3_2,PCA3_3,PCA4_1,PCA4_2,PCA5_1,PCA5_2,PCA6_1,PCA6_2,PCA6_3
DeMar DeRozan,Home,CHI,OKC,104,124,0,5e8282c4-5960-455e-b59f-f79bf6e8b416,2.2725340451741634,-0.478828242564908,0.6128550604692368,-0.8033629168345873,0.9181890902697342,0.8474961319737764,0.213395104971777,0.49128299341029713,-0.46969548335940164,0.13324417007403114,-0.1382387371172892,1.4486316408852653,-1.9234415159504181,-2.2461400706321655
Nikola VuÄeviÄ,Home,CHI,OKC,104,124,0,5e8282c4-5960-455e-b59f-f79bf6e8b416,-0.011834125833977097,3.6929217100759355,0.946051357475663,1.5088207246020349,3.0592699877151834,2.4560661447297623,-0.866773439823162,0.8482947752712898,-0.9416595455735545,0.4867945089411402,-0.40804763014527395,0.8121343388635431,-0.9997399545677847,-1.6821969981352112
Coby White,Home,CHI,OKC,104,124,0,5e8282c4-5960-455e-b59f-f79bf6e8b416,1.8469501262429917,0.09729346059679661,-0.8502037251173872,-1.3997684009625229,0.01313755561318911,-0.5980054515574844,-0.6926658762931384,0.2361118870320459,0.6584799065004291,2.506131407295754,-0.4919179036454899,1.0675855604467945,-0.7350609562104478,-0.3836966591824259
Patrick Williams,Home,CHI,OKC,104,124,0,5e8282c4-5960-455e-b59f-f79bf6e8b416,0.1481842318693096,1.3236750569867997,1.2814341986270177,-1.4181060638560643,-0.38005476483113015,-0.727053245550094,0.29316237143583646,-0.04242148615469498,-0.1286488057394025,-1.222905321831855,0.02284528920833895,0.5586030872676332,-0.22387752557374596,-0.14778416315135742
Zach LaVine,Home,CHI,OKC,104,124,0,5e8282c4-5960-455e-b59f-f79bf6e8b416,2.3462057881833704,1.6696158859449686,-1.8769231481543938,0.9786468539875185,0.1357473433985854,-0.4782344420564853,-1.4439094749289156,-0.18124871204818446,0.8716182807973002,2.8839444125599147,-0.820662321206695,1.6450169536472539,-0.7828050189104554,0.9395204895503183
Torrey Craig,Home,CHI,OKC,104,124,0,5e8282c4-5960-455e-b59f-f79bf6e8b416,0.9199983128815075,-0.4759182874727369,-0.6829318687010554,0.5926380907899949,2.140775131563031,-1.588392464141705,0.7653346633037055,3.4020398456377112,0.8956598881626382,-1.222905321831855,0.02284528920833895,0.25530065608584807,-0.35074316846573567,-1.2461411609711976
Alex Caruso,Home,CHI,OKC,104,124,0,5e8282c4-5960-455e-b59f-f79bf6e8b416,-0.27070967557329745,1.5375981574628288,1.4680565653923896,-0.2300188843299051,-0.773308691313344,-0.38467888495965824,-0.8406189482036389,0.8088852406516382,1.2756339055013755,0.36116345862864185,0.37414765800954697,0.22233061686554803,-1.2053629349341581,-1.452596452770595
Andre Drummond,Home,CHI,OKC,104,124,0,5e8282c4-5960-455e-b59f-f79bf6e8b416,-1.1227744211024657,0.2546954945329963,0.6998156948348202,0.8132555911281728,1.4622343045756474,-1.4727451825740867,0.8606082347765354,1.4929482311530007,-1.9373157396234313,-1.222905321831855,0.02284528920833895,-0.03231640400462385,0.057712204072041716,-0.062371284542336834
Jevon Carter,Home,CHI,OKC,104,124,0,5e8282c4-5960-455e-b59f-f79bf6e8b416,-0.6280401124117634,-1.1481649980631097,-0.5022404683655242,-1.0107664272894148,-1.2162039718821884,-0.2889353546269863,-0.6683649952989434,0.291937148304183,2.09785207747155,-1.222905321831855,0.02284528920833895,-0.19739416520676042,-1.4308240193664554,-0.6903942984163126
Ayo Dosunmu,Home,CHI,OKC,104,124,0,5e8282c4-5960-455e-b59f-f79bf6e8b416,0.2641096321790072,0.5874029439938898,1.1564892537833116,0.2559992186159873,-1.9074857538788081,-0.18989802983838502,-0.23057988036805402,2.447333042325292,1.1568192691786627,-1.222905321831855,0.02284528920833895,0.540228195913843,1.2265301603164258,-0.4976994368322663
Julian Phillips,Home,CHI,OKC,104,124,0,5e8282c4-5960-455e-b59f-f79bf6e8b416,-2.1098826238704147,-2.0839054891630804,0.0671952434336474,-0.054228475205441926,-1.855096772138335,-0.16981132646076225,-0.3350634373386466,-2.924455550477695,-0.31453783572104893,-1.222905321831855,0.02284528920833895,-1.3079739182608159,-0.5860852833404957,0.8184337262503862
Dalen Terry,Home,CHI,OKC,104,124,0,5e8282c4-5960-455e-b59f-f79bf6e8b416,-1.816417600211646,-0.772270801227493,-0.7777356684204138,-1.4605209223882136,2.097467556118991,-1.201929290850038,-2.0558727648523574,-2.3786910617010406,1.0313154975531942,-1.222905321831855,0.02284528920833895,-0.07225806926142783,-1.1056258281843485,1.2953586698042392
Terry Taylor,Home,CHI,OKC,104,124,0,5e8282c4-5960-455e-b59f-f79bf6e8b416,-2.1098826238704147,-2.0839054891630804,0.0671952434336474,-0.054228475205441926,-2.4401070682402866,-0.3941128475108831,0.8316696154996364,-2.924455550477695,-0.31453783572104893,-1.222905321831855,0.02284528920833895,-3.0392569300597287,0.3622854438413841,-0.36562121490610394
DeMar DeRozan,Home,CHI,TOR,104,103,1,88a781a8-2f29-456c-88a7-968bca82a35d,3.347611760071972,2.604756458676877,2.5239439775996013,-0.24078540216566494,-0.02609992493267903,0.9456202719030083,0.11883855307218358,0.9104443428801812,-0.65279022327555,5.3209580666532235,-1.1210921308194806,1.9931085400002038,1.1338449819691847,-0.9585044553054654
Nikola VuÄeviÄ,Home,CHI,TOR,104,103,1,88a781a8-2f29-456c-88a7-968bca82a35d,1.103415618242699,0.14501774059626193,-1.0705640773392617,1.4103007544363835,3.2168458161686058,0.30359469911205744,-0.6267121904848352,-0.5643795298139493,0.2380857994484886,0.8016657141684472,-0.3291336666204242,1.2709057203967304,-0.32319339420795146,0.31664744597115846
Coby White,Home,CHI,TOR,104,103,1,88a781a8-2f29-456c-88a7-968bca82a35d,2.4613974791214455,3.02225634157217,-1.4936971811987043,-0.9527688316949019,0.24932354945073146,-0.47746279778244155,-1.393051689374183,0.3563738615108794,0.7887172783716192,2.41196157904552,-0.7209957022152976,1.3703606467974963,0.3220725405028034,-0.38756408659499597
Zach LaVine,Home,CHI,TOR,104,103,1,88a781a8-2f29-456c-88a7-968bca82a35d,0.6018294556473983,0.43714082264183224,-1.1226693446959044,1.4888395299975108,0.35680211296861764,1.1049411929901947,-0.752126473379176,-1.205895611943729,0.3820288006654635,0.9364359008274528,-0.5591452914740107,1.1608451171035703,-2.3226439640142345,-1.094896364778134
Patrick Williams,Home,CHI,TOR,104,103,1,88a781a8-2f29-456c-88a7-968bca82a35d,-0.5584588596359787,2.306910313630258,2.0901167474827114,1.6058040397761322,-0.11378659860894971,-0.6265889084171883,-0.8990244278191623,-0.5117750771817884,1.7483788457559355,-1.222905321831855,0.02284528920833895,0.31675544659003463,-0.8905950926468428,-0.03896984903659525
Alex Caruso,Home,CHI,TOR,104,103,1,88a781a8-2f29-456c-88a7-968bca82a35d,1.2207474093402964,1.1806430673330317,1.5348739438198178,-0.7605186783264428,4.354696695246417,-0.2746690604345074,1.1353034956225858,1.9171806251790808,0.41525017696808453,0.1954644332203693,-0.007299239325720703,0.6013460872675247,3.030640893638471,1.405291747652716
Torrey Craig,Home,CHI,TOR,104,103,1,88a781a8-2f29-456c-88a7-968bca82a35d,0.05322577369213091,-0.9001798598789479,1.2063942249545867,-0.01224373365659843,1.133558250591149,0.7664564948487627,1.3810338390394794,0.8045136507020396,0.5730934102009254,-1.222905321831855,0.02284528920833895,0.24206878606502644,-0.13913301031204192,-0.6126917860167953
