player,location,team,opponent,team_score,opponent_score,win,game_id,PCA1_1,PCA2_1,PCA2_2,PCA2_3,PCA3_1,PCA3_2,PCA3_3,PCA4_1,PCA4_2,PCA5_1,PCA5_2,PCA6_1,PCA6_2,PCA6_3
Tyrese Maxey,Away,PHI,MIL,117,118,0,113df98a-698a-419b-8587-797fd4dd208e,4.365047776453803,2.4649853586074646,0.6483477931466348,-1.992683615537602,-0.4248662086208229,-0.9586047944431014,-0.6710837582205141,0.9198861843247644,-0.005471631489578728,3.5101345766865983,-1.246246914630422,1.9209985235000875,0.03649162680936819,-0.7099493531838234
Tobias Harris,Away,PHI,MIL,117,118,0,113df98a-698a-419b-8587-797fd4dd208e,1.9574442927249984,0.04442885705297796,-1.1990061032895325,0.48387013146417784,1.0409759502377496,-1.8065823239472045,-1.3106755706222146,3.8244258661577506,-0.28176996174302804,0.09857257531528325,0.13796157475107365,0.7809878039563424,-0.7290537812687586,-1.3321197212248954
Joel Embiid,Away,PHI,MIL,117,118,0,113df98a-698a-419b-8587-797fd4dd208e,3.6883568889102007,3.9309933900819294,-3.4301186073029237,0.9191085878740467,1.5347660111419827,-0.7409638515253728,-1.7954767949089459,0.42928388963819775,0.14349321526880357,1.6041490731186674,-0.587671567752073,1.9594738242141598,-0.9682270931014155,-0.14911235985915156
P.J. Tucker,Away,PHI,MIL,117,118,0,113df98a-698a-419b-8587-797fd4dd208e,-1.5272801516716086,0.39113852042339564,1.7724499022489977,1.1319724153170954,1.7120112755370638,-1.7190060252221708,-0.43609144450234866,-1.9198825247991522,2.475546421630711,-1.2600495753675904,-0.16468813814120367,-0.18941384362777552,-0.1408765814942329,0.5442075726869121
De'Anthony Melton,Away,PHI,MIL,117,118,0,113df98a-698a-419b-8587-797fd4dd208e,1.072931062786902,1.6718078371937684,0.9798747948875534,-0.33455620931444807,-0.9677424957653187,-0.16152471235742286,0.7206516334617362,0.2695791779829814,0.9316825213783114,0.8276678575093221,0.1449974197528587,0.6643351504722331,-0.457109793803761,-0.4303263212659236
Kelly Oubre Jr.,Away,PHI,MIL,117,118,0,113df98a-698a-419b-8587-797fd4dd208e,3.6052643192757747,0.7677124929315795,-0.5320765476429707,2.0784947048937656,-0.10648083337681545,-0.704515261732381,0.203391057617811,3.699399604832516,0.2066138166774186,1.7657449426764242,-0.03767678204755643,1.4713545433072588,1.245342532906024,0.22654582806028506
Danny Green,Away,PHI,MIL,117,118,0,113df98a-698a-419b-8587-797fd4dd208e,-1.7475802511895837,-0.7161197306450298,1.3212249011779755,-0.32922230154976967,-0.6865048159312928,-0.8591026080253006,-0.41934817536744906,-1.8094643990689667,2.4389857244053665,-1.2600495753675904,-0.16468813814120367,-0.6607927865430282,0.1265617920127797,0.3852935344707522
Patrick Beverley,Away,PHI,MIL,117,118,0,113df98a-698a-419b-8587-797fd4dd208e,-1.6785039158970374,-0.5006876142234572,-0.3286871953422901,-0.987794417720185,-0.6457093269282731,-0.897833856827233,-0.4210191536315555,2.9055286755373193,-2.53314228016537,-1.2600495753675904,-0.16468813814120367,-0.600929846013787,0.3894837997243052,0.652043202422042
Paul Reed,Away,PHI,MIL,117,118,0,113df98a-698a-419b-8587-797fd4dd208e,-1.4114622964923456,1.25214790759516,-2.012681447998396,1.1699330182313479,2.1863153172246226,0.5634130306237267,-0.2521354561925143,0.24592295901070546,0.05478484132543447,0.9710940502852338,1.8462834737767508,-0.0999960183040228,-0.5147059271360757,0.2936211128118859
Jaden Springer,Away,PHI,MIL,117,118,0,113df98a-698a-419b-8587-797fd4dd208e,-1.7475802511895837,-1.7527324740044072,0.06189759461011731,-0.07727570628086497,0.6241915921403074,7.923458169871095,-3.0059388304709573,-2.223532370557163,2.5760883390004072,-1.2600495753675904,-0.16468813814120367,-0.8681264076287262,-0.47758666828978125,-0.7042954901011408
Mo Bamba,Away,PHI,MIL,117,118,0,113df98a-698a-419b-8587-797fd4dd208e,-1.9678803507075582,-1.9840449421309063,0.12188067065328292,-0.23197411812834734,-2.783182157482948,0.6086907354711697,0.10277428046803874,-2.9448604101105436,-0.2622506195631521,-1.2600495753675904,-0.16468813814120367,-3.196052325764869,1.0522187006617574,-0.6251291662719469
Danuel House Jr.,Away,PHI,MIL,117,118,0,113df98a-698a-419b-8587-797fd4dd208e,-1.9678803507075582,-1.9840449421309063,0.12188067065328292,-0.23197411812834734,-2.783182157482948,0.6086907354711697,0.10277428046803874,-2.9448604101105436,-0.2622506195631521,-1.2600495753675904,-0.16468813814120367,-3.196052325764869,1.0522187006617574,-0.6251291662719469
Furkan Korkmaz,Away,PHI,MIL,117,118,0,113df98a-698a-419b-8587-797fd4dd208e,-1.9678803507075582,-1.9840449421309063,0.12188067065328292,-0.23197411812834734,-2.783182157482948,0.6086907354711697,0.10277428046803874,-2.9448604101105436,-0.2622506195631521,-1.2600495753675904,-0.16468813814120367,-3.196052325764869,1.0522187006617574,-0.6251291662719469
Filip PetruÅ¡ev,Away,PHI,MIL,117,118,0,113df98a-698a-419b-8587-797fd4dd208e,-1.9678803507075582,-1.9840449421309063,0.12188067065328292,-0.23197411812834734,-2.783182157482948,0.6086907354711697,0.10277428046803874,-2.9448604101105436,-0.2622506195631521,-1.2600495753675904,-0.16468813814120367,-3.196052325764869,1.0522187006617574,-0.6251291662719469
Tyrese Maxey,Away,PHI,TOR,114,107,1,fce976eb-90d3-4e9e-ae43-9669b05165f1,5.978337366993115,0.994235559532598,-1.1371696312663742,-2.053301875628767,1.0734050065797227,-0.11812214198138242,-0.6684808462477972,2.5342869761610043,0.2834030349893458,1.1486693375015706,-0.23618349949103704,2.0362666041756308,1.2258725383770877,-0.4217151973260485
Tobias Harris,Away,PHI,TOR,114,107,1,fce976eb-90d3-4e9e-ae43-9669b05165f1,0.8300140113452517,0.8590562134137861,0.7209881109563057,0.7895435626162778,-0.17518973756573272,1.9711045043090232,-0.31649719248405306,0.4713673465237649,0.09062956936801345,2.9160349827274494,-0.021858261493446877,1.1026046883550378,-0.24296410582822472,-0.137851352861992
Joel Embiid,Away,PHI,TOR,114,107,1,fce976eb-90d3-4e9e-ae43-9669b05165f1,3.590123232482726,2.071174071668027,-0.4052248951670702,-2.7371925844926284,2.882711397158325,-0.1952195148145759,-2.6530811800108727,1.58937933356219,-1.0508666324894254,2.0480383993880023,-0.6694417541520851,2.059520813562635,0.7521918937603697,-1.666926078911305
De'Anthony Melton,Away,PHI,TOR,114,107,1,fce976eb-90d3-4e9e-ae43-9669b05165f1,-0.6639170253881812,1.2930506429595396,-0.6170496485923325,0.3550943745350588,0.6907782676377335,-0.23650713403997514,-1.3910543667237845,-1.5595546002325027,0.9884001443611684,-1.2600495753675904,-0.16468813814120367,0.416464664559374,-0.7945123317585925,0.5800040682560216
P.J. Tucker,Away,PHI,TOR,114,107,1,fce976eb-90d3-4e9e-ae43-9669b05165f1,-1.1795444496159728,-0.3539948900240248,-1.5081256763742334,2.2952106730124324,-0.4355609276127315,-0.9925269462785088,-0.5519578171850025,5.390787375440808,1.279765555515763,-1.2600495753675904,-0.16468813814120367,-0.4002039513195409,-0.34946676255107273,0.4898238898369795
Kelly Oubre Jr.,Away,PHI,TOR,114,107,1,fce976eb-90d3-4e9e-ae43-9669b05165f1,1.833294354494719,1.2537747870590639,2.5592824003396033,0.34225735464188656,0.589817511680847,-0.5880326385320531,1.0040331932913726,-0.05456931591242422,-0.26555361976201747,1.6433284197510558,-0.39412314572236906,1.3694481449313936,-0.2731847042900658,0.011406624010169886
Patrick Beverley,Away,PHI,TOR,114,107,1,fce976eb-90d3-4e9e-ae43-9669b05165f1,-1.611810669678559,0.08029764412561707,-1.345787623778524,0.640212027017294,1.715421337207869,-0.40598534999851643,2.809692338492447,0.0976533913017102,-1.4365421906661893,-1.2600495753675904,-0.16468813814120367,-0.23186563614007705,0.2770835397491308,1.10392381646647
Paul Reed,Away,PHI,TOR,114,107,1,fce976eb-90d3-4e9e-ae43-9669b05165f1,-1.25574098864956,0.3708777523352007,0.6238234967566337,1.8021907717255463,2.143790555758271,-1.0569254315936065,1.897829559422658,-0.08177606300984151,-1.377131057675005,-1.2600495753675904,-0.16468813814120367,-0.03414680265455286,-0.24542118636369037,1.201235793650446
Danuel House Jr.,Away,PHI,TOR,114,107,1,fce976eb-90d3-4e9e-ae43-9669b05165f1,-1.3915105701605843,-1.7527324740044072,0.06189759461011731,-0.07727570628086497,0.21804633535343879,0.8981091042875302,-1.220797802056656,-0.7605778803362625,-0.07193335345753454,-1.2600495753675904,-0.16468813814120367,-0.37457970825543946,-0.11815814269868426,1.0135731891958975
Danny Green,Away,PHI,TOR,114,107,1,fce976eb-90d3-4e9e-ae43-9669b05165f1,-1.9011871044890802,-1.7527324740044072,0.06189759461011731,-0.07727570628086497,-2.160292461197338,0.004677554305765622,0.15704537856378029,-2.9448604101105436,-0.2622506195631521,-1.2600495753675904,-0.16468813814120367,-1.1726684521551383,-1.4629447021133064,1.2217386766020968
Mo Bamba,Away,PHI,TOR,114,107,1,fce976eb-90d3-4e9e-ae43-9669b05165f1,-1.9678803507075582,-1.9840449421309063,0.12188067065328292,-0.23197411812834734,-2.783182157482948,0.6086907354711697,0.10277428046803874,-2.9448604101105436,-0.2622506195631521,-1.2600495753675904,-0.16468813814120367,-3.196052325764869,1.0522187006617574,-0.6251291662719469
Furkan Korkmaz,Away,PHI,TOR,114,107,1,fce976eb-90d3-4e9e-ae43-9669b05165f1,-1.9678803507075582,-1.9840449421309063,0.12188067065328292,-0.23197411812834734,-2.783182157482948,0.6086907354711697,0.10277428046803874,-2.9448604101105436,-0.2622506195631521,-1.2600495753675904,-0.16468813814120367,-3.196052325764869,1.0522187006617574,-0.6251291662719469
Filip PetruÅ¡ev,Away,PHI,TOR,114,107,1,fce976eb-90d3-4e9e-ae43-9669b05165f1,-1.9678803507075582,-1.9840449421309063,0.12188067065328292,-0.23197411812834734,-2.783182157482948,0.6086907354711697,0.10277428046803874,-2.9448604101105436,-0.2622506195631521,-1.2600495753675904,-0.16468813814120367,-3.196052325764869,1.0522187006617574,-0.6251291662719469
Jaden Springer,Away,PHI,TOR,114,107,1,fce976eb-90d3-4e9e-ae43-9669b05165f1,-1.9678803507075582,-1.9840449421309063,0.12188067065328292,-0.23197411812834734,-2.783182157482948,0.6086907354711697,0.10277428046803874,-2.9448604101105436,-0.2622506195631521,-1.2600495753675904,-0.16468813814120367,-3.196052325764869,1.0522187006617574,-0.6251291662719469
Tobias Harris,Home,PHI,POR,126,98,1,70c067cf-cae4-4e06-bddc-60cfd11edb85,2.1327926249134688,1.178915446020081,-0.7185184997963612,1.1690553864121405,0.7696119842692898,0.871180206644954,-1.7263216347098627,2.322512892552614,-0.3756930456332336,2.844259437228636,-0.16238859766008348,1.7413818882660803,2.0078796780971278,1.7238947747010764
Tyrese Maxey,Home,PHI,POR,126,98,1,70c067cf-cae4-4e06-bddc-60cfd11edb85,3.379604705092808,0.42363787633322,-1.2129514763702571,-0.6305989981096621,2.302942874000338,-2.021840257928602,-0.9889622877583742,1.4939100469189892,0.6533269378370867,4.420724206602238,-0.8975010708185266,1.6823269596677526,1.1309766981997535,0.8692938554446921
De'Anthony Melton,Home,PHI,POR,126,98,1,70c067cf-cae4-4e06-bddc-60cfd11edb85,0.31588249886762887,2.91043384980439,0.3584367657149285,-1.6897896125311271,-1.35379215623548,-0.40244225545661455,-0.26311845827081093,0.9516745569547129,-0.26660084973460774,1.3539025379122402,0.16564543048543973,1.1744421440089339,1.7862634188018633,1.5688743454170113
Joel Embiid,Home,PHI,POR,126,98,1,70c067cf-cae4-4e06-bddc-60cfd11edb85,3.897375647345051,4.258969924946768,-0.3808416064776166,-1.4811965139793457,8.498491611902605,4.401748180209502,-1.1496061929874215,1.270366690592967,-0.5334529449172626,4.110623032926469,-1.460762315162242,2.8579918040527574,2.661837544572334,0.11251710590543816
P.J. Tucker,Home,PHI,POR,126,98,1,70c067cf-cae4-4e06-bddc-60cfd11edb85,-0.9592443500979977,-0.34670212925757227,0.10198898247320004,1.7095113878660617,1.0645480748190175,1.3873180796689464,-1.884426073151189,1.821716586047535,1.849092943865937,-1.2600495753675904,-0.16468813814120367,0.1708319025472713,1.7160788432162328,1.8406670593958154
