player,location,team,opponent,team_score,opponent_score,win,game_id,PCA1_1,PCA2_1,PCA2_2,PCA2_3,PCA3_1,PCA3_2,PCA3_3,PCA4_1,PCA4_2,PCA5_1,PCA6_1,PCA6_2,PCA6_3
Shai Gilgeous-Alexander,Away,OKC,CHI,124,104,1,5e8282c4-5960-455e-b59f-f79bf6e8b416,4.21961823646064,2.666792805650672,-0.5922019262193129,-2.601625563482008,1.1256581953017546,1.9481627476584575,-0.35470615892206375,1.734603761404375,-0.7128699159870787,2.4848552145032508,2.4146511040430165,1.794609212063634,-0.13577135900237972
Luguentz Dort,Away,OKC,CHI,124,104,1,5e8282c4-5960-455e-b59f-f79bf6e8b416,0.9476967344137784,1.232808564608313,0.519564341362921,1.4336583574411395,1.753534611711735,0.9604405920524677,-1.4668478839021244,0.38732880849725604,0.7577554395745324,-1.1513642878859804,1.1679056427398735,0.45337509217917604,0.5498336904867035
Jalen Williams,Away,OKC,CHI,124,104,1,5e8282c4-5960-455e-b59f-f79bf6e8b416,2.0743713735265277,1.9904433502340226,-0.5826425905300827,-0.3155814045748129,-0.6151846865568941,-0.050010317491046015,-0.786683950911953,0.8375770004239622,0.3561869234177058,2.201848111134384,1.3854821529223729,0.015611738492184973,0.23692847516304735
Josh Giddey,Away,OKC,CHI,124,104,1,5e8282c4-5960-455e-b59f-f79bf6e8b416,2.037179469988228,1.7223562930923442,-2.0521348047779733,-0.5209709640159841,1.1421535735683017,-0.7165902108519673,-0.5909428061395997,0.9720869823648429,-0.5540000060849226,-1.1513642878859804,1.7901519915840765,0.5896290083419787,1.0569305968440506
Chet Holmgren,Away,OKC,CHI,124,104,1,5e8282c4-5960-455e-b59f-f79bf6e8b416,0.7969169328882073,1.0740563734453956,0.1222593009779511,-0.14418651219434858,0.061308148450036855,-0.1189650108348774,-1.246855736218109,1.6057941061242595,-0.059966364372613816,0.6845741856967739,1.0370099659057324,0.6968374465731094,0.5462550722468429
Isaiah Joe,Away,OKC,CHI,124,104,1,5e8282c4-5960-455e-b59f-f79bf6e8b416,1.9169572442324996,1.0528059512664074,-0.17560212261668345,0.7961967925791846,1.0735691098717404,-0.9648829141358326,-0.42700971437918633,1.5449980389622946,0.8918351621243495,1.904146420297391,1.2931013017076365,0.6484573466916198,0.5476539243998524
Cason Wallace,Away,OKC,CHI,124,104,1,5e8282c4-5960-455e-b59f-f79bf6e8b416,1.2110175067466626,-0.18906349118621676,-0.8651686651299683,0.2927956725341349,-0.3259403005906714,1.1832917996630243,-0.05320527038872665,4.764795690638468,-0.24242556030226414,-1.1513642878859804,0.6682651856184811,1.160776374979324,-0.3605588358216148
Ousmane Dieng,Away,OKC,CHI,124,104,1,5e8282c4-5960-455e-b59f-f79bf6e8b416,1.0892703454939636,-1.0959320661700878,-0.6700796479217809,0.8544421332560197,-0.3096454993920288,-1.1681927485704633,0.8056549303966274,2.5410149442128502,1.4470671776949404,-1.1513642878859804,0.4004746232090712,0.09954114585531254,-0.2621533014403674
Aaron Wiggins,Away,OKC,CHI,124,104,1,5e8282c4-5960-455e-b59f-f79bf6e8b416,-1.4404536685694713,-0.7565137076644012,-0.9438212713528563,1.1445029400173394,0.842623157010051,-1.5801759472209445,0.3266897160502933,-0.8918983086007795,-0.03965088327328609,-1.1513642878859804,-0.36429155386929585,-1.6581287997489391,0.6625992045888207
Olivier Sarr,Away,OKC,CHI,124,104,1,5e8282c4-5960-455e-b59f-f79bf6e8b416,-1.678498749040347,-0.397893226328574,-1.2608296119691127,1.4930716841374727,1.7426383548251416,-1.741874985467562,-0.2852575014886575,2.243122145974487,-2.0315979047355275,3.880250640566708,-0.18551234787836252,-0.14750069885247746,0.6169991782840879
