player,location,team,opponent,team_score,opponent_score,win,game_id,PCA1_1,PCA2_1,PCA2_2,PCA2_3,PCA3_1,PCA3_2,PCA3_3,PCA4_1,PCA4_2,PCA5_1,PCA6_1,PCA6_2,PCA6_3
Paul George,Home,LAC,POR,123,111,1,6d6bca29-ce0b-41b9-b26c-dd4ba35356a6,4.326774811121438,4.0930968099025415,0.8379106252161227,0.468868926252288,-0.6430416110130452,-0.5173725121436702,-0.7293217096336714,2.2245969254875075,0.225168492270876,0.32219128546212067,2.0203578170850003,1.8574009690836404,0.762707368834773
Russell Westbrook,Home,LAC,POR,123,111,1,6d6bca29-ce0b-41b9-b26c-dd4ba35356a6,0.4210789720778574,4.221994677673528,-2.882019209382302,-2.180558563710973,0.7631874050912338,-0.9681838406423481,0.724625259940903,1.8496128613844418,-0.2565565235973961,-1.3544613223818613,1.341013826020744,2.15201697355468,1.604835288981601
Kawhi Leonard,Home,LAC,POR,123,111,1,6d6bca29-ce0b-41b9-b26c-dd4ba35356a6,3.8555245981602613,2.942659626320047,-1.100477285546546,-0.05614236326835343,1.1520253893618837,0.5997393789079005,-0.33882527146843094,2.1483145746274683,0.7564170810169233,-1.3544613223818613,1.9939689521985346,1.7037746040022284,1.1583438159493529
Ivica Zubac,Home,LAC,POR,123,111,1,6d6bca29-ce0b-41b9-b26c-dd4ba35356a6,0.8700216030982973,-0.221613707028396,-0.8247052858335414,1.0324397194869286,7.398208885667952,4.040269420385751,1.8359882954504074,1.6843901931954826,-1.9995508681634206,2.1845941813682037,1.4750684123507383,1.7064315271834714,1.284224860311345
Robert Covington,Home,LAC,POR,123,111,1,6d6bca29-ce0b-41b9-b26c-dd4ba35356a6,-0.23889731968877126,1.2606767952204871,3.200862894327921,0.1286425672405305,0.8876674765815579,0.8567710824614229,-0.017664847508290234,1.0733204010357795,1.3330239500081689,-1.3544613223818613,0.6764497902747219,1.8883576707376286,1.4641263924444
Norman Powell,Home,LAC,POR,123,111,1,6d6bca29-ce0b-41b9-b26c-dd4ba35356a6,0.42651039759549814,-0.3724477831833723,-1.123312059800294,0.9772528607783064,-0.3703167230677674,-0.6466414838150888,-0.8443052715853564,1.0351439949524581,1.7424053490850318,1.0649788128224518,0.3651329440258403,-1.0735906181244064,0.19921506874654762
Bones Hyland,Home,LAC,POR,123,111,1,6d6bca29-ce0b-41b9-b26c-dd4ba35356a6,2.52884201001146,1.0657430763150384,-1.2761177554755336,-0.07973787863241932,-1.9862326785232949,0.005960772324315037,0.07890542769493049,1.8895001069245863,0.9882206306215183,0.9205236603786088,0.9159793478827599,-0.8029617920255598,-0.19990209336987375
Mason Plumlee,Home,LAC,POR,123,111,1,6d6bca29-ce0b-41b9-b26c-dd4ba35356a6,-1.1208922509150554,-1.0850866569997568,-0.2010083126359179,-0.9454696580723116,3.55020099705114,-2.1311475851081876,1.3435205162086086,0.3841629939232651,-1.4003327223103663,1.586167151395849,0.09601125802501037,-0.5753126763317902,-0.4624558602234271
KJ Martin,Home,LAC,POR,123,111,1,6d6bca29-ce0b-41b9-b26c-dd4ba35356a6,-1.423391102613191,-0.1461811838592908,1.4288539247191725,-0.10563945322793694,-1.0931777650375387,-0.3174017523332189,1.2706609212427347,-2.0841022451805182,1.160311906190755,-1.3544613223818613,-0.5369270348467549,-2.4381058154731896,-0.10976052713578642
Nicolas Batum,Home,LAC,POR,123,111,1,6d6bca29-ce0b-41b9-b26c-dd4ba35356a6,-2.0012778259311452,-0.23926460918620981,1.8877885505948695,-0.14450078874779623,1.7981028646241592,1.676352471210544,-1.374130163132425,-1.1705728579878234,-0.5428762301442613,-1.3544613223818613,-0.7394615700599765,0.5684563314598576,-0.7595226199353202
Kobe Brown,Home,LAC,POR,123,111,1,6d6bca29-ce0b-41b9-b26c-dd4ba35356a6,-1.712334464272168,-1.6024011688781092,0.06053487683264875,-0.1429193842290436,-1.9913145914357855,0.007240477855131613,0.08018785703967853,-2.3944585910711624,1.233258980860763,-1.3544613223818613,-0.8224423164358344,-3.1443466813364473,1.2221483842299652
Moussa Diabat̩,Home,LAC,POR,123,111,1,6d6bca29-ce0b-41b9-b26c-dd4ba35356a6,-1.5395699353469952,2.0362704237284053,7.802973005225389,2.0992822158926483,-0.07039717621005497,-0.8288775755330596,3.244590548973854,-0.6928537279459901,-0.9811977952882722,-1.3544613223818613,0.3929369979094497,-0.6981868710582999,-1.0332251007616842
Amir Coffey,Home,LAC,POR,123,111,1,6d6bca29-ce0b-41b9-b26c-dd4ba35356a6,-1.8234170470815543,-0.895877589017833,-0.30664607044736675,-1.2048254437556893,-1.9862326785232949,0.005960772324315037,0.07890542769493049,-0.992412184107228,-0.6476203361315277,2.6597254295369286,-0.1919849961408581,-0.7643221291816141,-0.41418019956744123
Jordan Miller,Home,LAC,POR,123,111,1,6d6bca29-ce0b-41b9-b26c-dd4ba35356a6,-1.6132002636809286,-1.6024011688781092,0.06053487683264875,-0.1429193842290436,-1.9913145914357855,0.007240477855131613,0.08018785703967853,0.0930000085555786,-1.3294152529828585,-1.3544613223818613,-0.33971509645386344,-1.8934432620934407,0.6323607909859573
Paul George,Away,LAC,UTA,118,120,0,488a4f84-501f-48a4-8c70-35efa101318e,4.512255330104989,-0.44800396464585857,-0.712553257316436,0.39338235214680384,-0.014430972381742837,-0.6829421765800466,-0.009955727272777729,1.7755069209446621,0.3670076933080696,7.8388102161008035,2.0431572870026526,0.1878685430944468,-0.3851577081720008
Russell Westbrook,Away,LAC,UTA,118,120,0,488a4f84-501f-48a4-8c70-35efa101318e,-1.0834399964396029,3.4646671252496946,-2.1850376236483657,2.725719782767848,2.7303454968003353,-0.035758844685210615,-1.3447996169878613,0.06038898767644494,-0.5775155201976947,-1.3544613223818613,0.7329871586674827,-0.9002580759776531,0.011517529046369292
Kawhi Leonard,Away,LAC,UTA,118,120,0,488a4f84-501f-48a4-8c70-35efa101318e,4.879157662182086,1.533854746917666,0.997002692967905,-0.8509838699642084,2.5174199552120418,-1.5564170283772472,0.6443169696803219,1.0771376551822887,0.5192888746233291,0.08864798214863276,2.0454657549534425,0.521653111688147,0.10964325751209861
Robert Covington,Away,LAC,UTA,118,120,0,488a4f84-501f-48a4-8c70-35efa101318e,-0.7165423616722685,1.1884288907215794,2.232511419736962,-0.1383842596316313,-1.4058797769801308,-0.2347943839397211,-0.24333595798547303,1.1933685232994995,2.092116938837082,0.5605011376211404,-0.021125598275525834,-0.4114552924687297,-0.5655711707326663
