Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Year
14,Kevin Johnson,24,PHO,PG,77.0,76.0,36.0,7.7,14.9,.516,0.1,0.6,.205,7.6,14.3,.529,.520,6.7,8.0,.843,0.7,2.8,3.5,10.1,2.1,0.1,3.5,2.3,22.2,"MVP-7,AS,NBA2",1991
447,Kevin Jones,23,CLE,PF,32.0,0.0,10.4,1.3,3.3,.402,0.0,0.0,,1.3,3.3,.402,.402,0.3,0.5,.600,1.2,1.3,2.4,0.3,0.3,0.2,0.3,0.8,3.0,,2013
142,Kevin Knox,19,NYK,PF,75.0,57.0,28.8,4.5,12.2,.370,1.7,4.9,.343,2.8,7.3,.387,.438,2.2,3.0,.717,0.8,3.7,4.5,1.1,0.6,0.3,1.5,2.3,12.8,,2019
4,Kevin Love,25,MIN,PF,77.0,77.0,36.3,8.4,18.5,.457,2.5,6.6,.376,6.0,11.9,.502,.524,6.8,8.2,.821,2.9,9.6,12.5,4.4,0.8,0.5,2.5,1.8,26.1,"MVP-11,AS,NBA2",2014
299,Kevin Lynch,23,CHH,SG,55.0,3.0,14.9,1.7,4.1,.417,0.1,0.1,.375,1.6,3.9,.419,.424,0.6,0.8,.761,0.5,1.0,1.5,1.5,0.7,0.2,0.8,1.9,4.1,,1992
7,Kevin Martin,25,SAC,SG,51.0,46.0,38.2,6.7,15.9,.420,2.3,5.4,.415,4.4,10.5,.423,.491,9.0,10.3,.867,0.6,3.0,3.6,2.7,1.2,0.2,2.9,2.3,24.6,,2009
41,Kevin McHale,33,BOS,PF,68.0,10.0,30.4,7.4,13.4,.553,0.2,0.5,.405,7.2,12.9,.559,.561,3.4,4.0,.829,2.1,4.9,7.1,1.9,0.4,2.1,2.1,2.9,18.4,"MVP-19,6MOY-3,AS",1991
551,Kevin Murphy,22,UTA,SG,17.0,0.0,3.1,0.4,1.6,.250,0.1,0.3,.200,0.4,1.4,.261,.268,0.0,0.0,,0.0,0.2,0.2,0.1,0.1,0.0,0.2,0.2,0.9,,2013
226,Kevin Ollie,30,SEA,PG,29.0,1.0,26.6,2.8,6.4,.441,0.0,0.0,1.000,2.8,6.4,.438,.444,2.3,3.0,.759,0.4,2.4,2.9,3.8,1.1,0.0,1.2,1.8,8.0,,2003
741,Kevin Pangos,29,CLE,PG,24.0,3.0,6.9,0.6,1.9,.326,0.3,1.1,.231,0.4,0.8,.450,.391,0.1,0.2,.750,0.1,0.4,0.5,1.3,0.1,0.0,0.3,0.5,1.6,,2022
69,Kevin Porter Jr.,22,HOU,PG,59.0,59.0,34.3,6.6,15.0,.442,2.4,6.5,.366,4.2,8.5,.501,.522,3.5,4.5,.784,1.3,4.0,5.3,5.7,1.4,0.3,3.2,2.6,19.2,,2023
291,Kevin Pritchard,24,BOS,PG,11.0,0.0,12.4,1.5,3.1,.471,0.0,0.3,.000,1.5,2.8,.516,.471,1.3,1.6,.778,0.1,0.9,1.0,2.7,0.3,0.4,1.0,1.5,4.2,,1992
537,Kevin Salvadori,26,SAC,C,23.0,0.0,6.7,0.5,1.4,.364,0.0,0.0,,0.5,1.4,.364,.364,0.6,0.8,.722,0.3,0.8,1.1,0.4,0.1,0.6,0.5,0.7,1.6,,1997
184,Kevin Séraphin,23,WAS,C,79.0,8.0,21.8,4.2,9.1,.461,0.0,0.0,,4.2,9.1,.461,.461,0.8,1.1,.693,1.4,3.0,4.4,0.7,0.3,0.7,1.6,2.7,9.1,,2013
467,Kevin Thompson,22,POR,C,14.0,0.0,4.1,0.4,1.0,.429,0.0,0.1,.000,0.4,0.9,.462,.429,0.1,0.1,.500,0.5,0.4,0.9,0.2,0.0,0.1,0.4,0.8,0.9,,1994
46,Kevin Willis,32,ATL,PF,2.0,2.0,44.5,8.0,20.5,.390,0.0,0.5,.000,8.0,20.0,.400,.390,5.0,7.5,.667,5.0,13.0,18.0,1.5,0.5,1.5,3.5,3.5,21.0,,1995
301,Kevinn Pinkney,23,BOS,PF,6.0,0.0,16.7,2.0,4.5,.444,0.2,0.3,.500,1.8,4.2,.440,.463,1.0,1.5,.667,1.2,1.3,2.5,0.8,0.5,0.5,0.7,2.0,5.2,,2007
517,Kevon Harris,25,ORL,SG,34.0,0.0,13.4,1.4,3.1,.439,0.5,1.3,.372,0.9,1.9,.484,.514,0.9,1.2,.756,0.8,1.2,2.1,0.5,0.5,0.1,0.6,1.6,4.1,,2023
337,Kevon Looney,26,GSW,C,82.0,70.0,23.9,3.0,4.7,.630,0.0,0.0,.000,3.0,4.7,.632,.630,1.1,1.9,.606,3.3,5.9,9.3,2.5,0.6,0.6,0.5,2.7,7.0,,2023
193,Keyon Dooling,28,NJN,PG,77.0,18.0,26.9,3.4,7.8,.436,1.3,3.1,.421,2.1,4.7,.446,.519,1.6,2.0,.825,0.3,1.7,2.0,3.5,0.9,0.1,1.4,1.8,9.7,,2009
699,Keyontae Johnson,23,OKC,SF,9.0,0.0,7.3,0.6,1.8,.313,0.1,0.3,.333,0.4,1.4,.308,.344,0.0,0.0,,0.4,0.7,1.1,0.4,0.1,0.0,0.4,0.6,1.2,,2024
136,Keyonte George,20,UTA,PG,75.0,44.0,27.0,4.3,10.9,.391,2.0,5.9,.334,2.3,5.0,.459,.482,2.5,3.0,.848,0.2,2.6,2.8,4.4,0.5,0.1,2.5,1.2,13.0,,2024
257,Khalid El-Amin,21,CHI,PG,50.0,14.0,18.7,2.3,6.2,.370,0.6,1.7,.333,1.7,4.5,.383,.415,1.1,1.4,.778,0.4,1.2,1.6,2.9,1.0,0.0,1.1,2.0,6.3,,2001
173,Khalid Reeves,22,MIA,PG,67.0,17.0,21.8,3.1,6.9,.443,1.0,2.6,.392,2.1,4.4,.473,.515,2.1,2.9,.714,0.8,2.0,2.8,4.3,1.1,0.1,2.0,2.1,9.2,,1995
340,Khem Birch,28,TOR,C,19.0,17.0,30.4,5.0,9.0,.556,0.5,1.6,.290,4.5,7.4,.614,.582,1.5,2.3,.636,3.0,4.6,7.6,1.9,0.8,1.2,1.1,2.4,11.9,,2021
32,Khris Middleton,28,MIL,SF,62.0,59.0,29.9,7.6,15.3,.497,2.4,5.7,.415,5.2,9.6,.546,.575,3.4,3.7,.916,0.7,5.5,6.2,4.3,0.9,0.1,2.2,2.3,20.9,AS,2020
86,Khyri Thomas,24,HOU,SG,5.0,2.0,30.6,6.4,13.2,.485,1.8,5.4,.333,4.6,7.8,.590,.553,1.8,1.8,1.000,1.4,2.2,3.6,5.0,1.8,1.2,1.2,1.6,16.4,,2021
73,Kiki Vandeweghe,32,NYK,SF,75.0,72.0,32.3,6.1,12.4,.494,0.7,1.9,.362,5.4,10.5,.518,.522,3.5,3.8,.899,1.0,1.4,2.4,1.5,0.6,0.1,1.4,1.6,16.3,,1991
195,Killian Hayes,21,DET,PG,76.0,56.0,28.3,4.0,10.7,.377,1.1,3.8,.280,3.0,7.0,.429,.426,1.2,1.5,.821,0.4,2.5,2.9,6.2,1.4,0.4,2.3,2.9,10.3,,2023
629,Killian Tillie,23,MEM,C,36.0,3.0,12.8,1.2,3.5,.339,0.8,2.4,.314,0.4,1.1,.390,.445,0.1,0.2,.625,0.6,1.1,1.7,0.6,0.6,0.4,0.4,1.6,3.3,,2022
450,Kim English,24,DET,SG,41.0,0.0,9.9,1.0,2.7,.375,0.3,1.2,.280,0.7,1.5,.452,.438,0.5,0.7,.724,0.2,0.7,0.9,0.6,0.4,0.1,0.5,1.1,2.9,,2013
411,Kira Lewis Jr.,19,NOP,PG,54.0,0.0,16.7,2.4,6.2,.386,0.7,2.2,.333,1.7,4.0,.415,.445,0.8,0.9,.843,0.2,1.1,1.3,2.3,0.7,0.2,0.6,1.6,6.4,,2021
458,Kirk Haston,22,CHH,PF,15.0,0.0,5.1,0.7,2.6,.282,0.0,0.2,.000,0.7,2.4,.306,.282,0.3,0.5,.500,0.3,1.0,1.3,0.3,0.0,0.1,0.2,0.6,1.7,,2002
58,Kirk Hinrich,26,CHI,PG,80.0,80.0,35.5,5.9,13.3,.448,1.8,4.2,.415,4.2,9.1,.463,.514,3.0,3.6,.835,0.4,3.0,3.4,6.3,1.3,0.3,2.4,3.4,16.6,DPOY-13,2007
539,Kirk Penney,23,MIA,SG,2.0,0.0,9.0,0.5,3.0,.167,0.5,1.5,.333,0.0,1.5,.000,.250,0.0,0.0,,0.0,0.5,0.5,0.5,0.5,0.0,1.5,0.5,1.5,,2004
251,Kirk Snyder,24,MIN,SF,27.0,18.0,25.2,3.1,6.0,.516,0.1,0.5,.214,3.0,5.4,.544,.525,2.1,2.9,.753,0.9,3.3,4.2,2.1,0.7,0.5,1.8,1.8,8.4,,2008
467,Kiwane Lemorris Garris,23,DEN,SG,28.0,0.0,8.0,0.8,2.3,.338,0.2,0.5,.357,0.6,1.8,.333,.377,0.7,0.9,.760,0.1,0.6,0.7,1.0,0.3,0.0,0.5,0.8,2.4,,1998
26,Klay Thompson,26,GSW,SG,78.0,78.0,34.0,8.3,17.6,.468,3.4,8.3,.414,4.8,9.3,.516,.565,2.4,2.8,.853,0.6,3.0,3.7,2.1,0.8,0.5,1.6,1.8,22.3,AS,2017
654,Kobe Brown,24,LAC,PF,44.0,0.0,9.0,0.8,2.0,.411,0.3,1.1,.292,0.5,1.0,.548,.489,0.0,0.0,.500,0.5,1.0,1.4,0.6,0.3,0.1,0.2,1.1,2.0,,2024
1,Kobe Bryant,27,LAL,SG,80.0,80.0,41.0,12.2,27.2,.450,2.3,6.5,.347,10.0,20.7,.482,.491,8.7,10.2,.850,0.9,4.4,5.3,4.5,1.8,0.4,3.1,2.9,35.4,"MVP-4,AS,NBA1",2006
455,Kobe Bufkin,20,ATL,SG,17.0,0.0,11.5,2.0,5.4,.370,0.5,2.4,.225,1.5,3.1,.481,.418,0.2,0.5,.500,0.4,1.6,1.9,1.6,0.4,0.3,0.6,1.2,4.8,,2024
358,Kobi Simmons,20,MEM,PG,32.0,12.0,20.1,2.5,5.9,.423,0.3,1.2,.282,2.2,4.7,.460,.452,0.8,0.8,1.000,0.4,1.1,1.6,2.1,0.6,0.2,1.4,1.9,6.1,,2018
315,Korleone Young,20,DET,SF,3.0,0.0,5.0,1.7,3.3,.500,0.3,1.3,.250,1.3,2.0,.667,.550,0.7,0.7,1.000,0.7,0.7,1.3,0.3,0.0,0.0,0.3,1.0,4.3,,1999
274,Kornél Dávid,28,CHI,SF,26.0,5.0,17.0,2.4,5.7,.426,0.0,0.1,.000,2.4,5.6,.434,.426,1.6,2.0,.808,0.8,2.0,2.8,0.6,0.5,0.1,1.2,1.9,6.5,,2000
214,Kosta Koufos,23,DEN,C,81.0,81.0,22.4,3.6,6.3,.581,0.0,0.0,.000,3.6,6.3,.582,.581,0.7,1.3,.558,2.6,4.3,6.9,0.4,0.5,1.3,0.7,3.0,8.0,,2013
557,Kosta Perović,22,GSW,C,7.0,0.0,5.4,0.4,1.4,.300,0.0,0.0,,0.4,1.4,.300,.300,0.6,0.9,.667,0.9,1.0,1.9,0.1,0.0,0.3,0.1,0.9,1.4,,2008
619,Kostas Antetokounmpo,22,LAL,PF,5.0,0.0,4.0,0.6,0.6,1.000,0.0,0.0,,0.6,0.6,1.000,1.000,0.2,0.4,.500,0.4,0.2,0.6,0.4,0.0,0.0,0.2,0.4,1.4,,2020
478,Kostas Papanikolaou,24,HOU,SF,43.0,1.0,18.5,1.6,4.6,.350,0.7,2.5,.292,0.9,2.1,.418,.429,0.3,0.4,.722,0.9,1.8,2.7,2.0,0.7,0.3,1.3,1.7,4.2,,2015
113,Kris Dunn,23,CHI,PG,52.0,43.0,29.3,5.5,12.8,.429,0.8,2.6,.321,4.7,10.2,.457,.462,1.6,2.2,.737,0.5,3.8,4.3,6.0,2.0,0.5,2.9,3.3,13.4,,2018
78,Kris Humphries,26,NJN,PF,62.0,62.0,34.9,5.2,10.8,.481,0.0,0.0,,5.2,10.8,.481,.481,3.4,4.5,.752,3.8,7.2,11.0,1.5,0.8,1.2,1.9,2.8,13.8,,2012
548,Kris Joseph,24,BOS,SF,6.0,0.0,4.0,0.3,1.8,.182,0.0,0.3,.000,0.3,1.5,.222,.182,0.5,0.7,.750,0.2,0.7,0.8,0.2,0.0,0.0,0.3,0.3,1.2,,2013
374,Kris Murray,23,POR,SF,62.0,29.0,21.7,2.3,5.9,.396,0.8,3.0,.268,1.5,3.0,.525,.463,0.6,0.9,.661,1.4,2.2,3.6,1.3,0.9,0.3,0.9,1.5,6.1,,2024
36,Kristaps Porziņģis,27,WAS,C,65.0,65.0,32.6,7.8,15.7,.498,2.1,5.5,.385,5.7,10.2,.559,.565,5.4,6.4,.851,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3.0,23.2,,2023
424,Kurk Lee,23,NJN,PG,48.0,0.0,5.5,0.4,1.5,.268,0.1,0.3,.200,0.3,1.2,.286,.289,0.5,0.6,.893,0.1,0.5,0.6,0.7,0.2,0.0,0.4,0.8,1.4,,1991
348,Kurt Rambis,32,PHO,PF,62.0,17.0,14.5,1.3,2.7,.497,0.0,0.0,.000,1.3,2.7,.503,.497,1.0,1.4,.706,1.2,3.0,4.3,1.0,0.4,0.2,0.7,1.7,3.6,,1991
77,Kurt Thomas,30,NYK,C,81.0,81.0,31.8,6.1,12.7,.483,0.0,0.0,.667,6.1,12.7,.483,.484,1.7,2.3,.750,2.0,5.9,7.9,2.0,1.0,1.2,1.7,4.2,14.0,,2003
136,Kwame Brown,21,WAS,PF,74.0,57.0,30.3,3.9,8.0,.489,0.0,0.0,.500,3.9,7.9,.489,.490,3.1,4.5,.683,2.4,5.0,7.4,1.5,0.9,0.7,1.9,1.9,10.9,,2004
296,Ky Bowman,22,GSW,PG,45.0,12.0,22.6,3.0,7.1,.417,0.7,2.4,.308,2.2,4.8,.472,.469,0.8,0.9,.829,0.5,2.2,2.7,2.9,1.0,0.2,1.6,2.3,7.4,,2020
635,Kyle Alexander,23,MIA,C,2.0,0.0,6.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,1.0,0.5,1.5,0.0,0.0,0.0,0.5,0.5,1.0,,2020
163,Kyle Anderson,27,MEM,PF,69.0,69.0,27.3,4.5,9.5,.468,1.4,3.8,.360,3.1,5.8,.539,.540,2.1,2.7,.783,0.8,5.0,5.7,3.6,1.2,0.8,1.2,1.7,12.4,,2021
521,Kyle Collinsworth,26,DAL,SF,32.0,2.0,15.0,1.2,3.1,.384,0.1,0.5,.235,1.1,2.6,.415,.404,0.7,1.3,.525,1.0,2.3,3.3,1.8,0.5,0.3,0.8,1.4,3.2,,2018
574,Kyle Guy,24,MIA,SG,19.0,0.0,9.8,1.4,3.4,.400,0.7,2.1,.350,0.6,1.3,.480,.508,0.4,0.6,.667,0.2,0.7,0.9,0.9,0.4,0.1,0.7,0.6,3.9,,2022
83,Kyle Korver,25,PHI,SF,74.0,1.0,30.9,5.0,11.4,.440,1.8,4.1,.430,3.2,7.3,.446,.518,2.6,2.8,.914,0.4,3.1,3.5,1.4,0.8,0.3,1.6,2.5,14.4,6MOY-5,2007
36,Kyle Kuzma,28,WAS,PF,70.0,70.0,32.6,8.7,18.8,.463,2.2,6.4,.336,6.5,12.3,.530,.521,2.7,3.4,.775,0.9,5.7,6.6,4.2,0.5,0.7,2.7,2.2,22.2,,2024
25,Kyle Lowry,30,TOR,PG,60.0,60.0,37.4,7.1,15.3,.464,3.2,7.8,.412,3.9,7.5,.518,.569,5.0,6.1,.819,0.8,4.0,4.8,7.0,1.5,0.3,2.9,2.8,22.4,AS,2017
302,Kyle O'Quinn,27,NYK,C,77.0,10.0,18.0,2.9,5.0,.583,0.1,0.2,.235,2.9,4.8,.599,.589,1.3,1.6,.772,1.6,4.5,6.1,2.1,0.5,1.3,1.3,2.5,7.1,,2018
191,Kyle Singler,25,DET,SF,82.0,36.0,28.5,3.3,7.3,.447,1.1,3.0,.382,2.1,4.3,.492,.525,1.9,2.2,.826,1.4,2.3,3.7,0.9,0.7,0.5,1.0,2.6,9.6,,2014
355,Kyle Weaver,24,UTA,SG,5.0,0.0,13.8,1.8,5.0,.360,0.6,1.4,.429,1.2,3.6,.333,.420,1.4,1.6,.875,0.4,1.6,2.0,1.4,0.4,0.4,1.4,0.6,5.6,,2011
583,Kyle Wiltjer,24,HOU,PF,14.0,0.0,3.1,0.3,1.0,.286,0.3,0.9,.308,0.0,0.1,.000,.429,0.1,0.1,.500,0.3,0.4,0.7,0.1,0.2,0.1,0.4,0.3,0.9,,2017
7,Kyrie Irving,27,BRK,PG,20.0,20.0,32.9,10.0,20.8,.478,2.8,7.1,.394,7.2,13.7,.522,.546,4.7,5.1,.922,1.1,4.1,5.2,6.4,1.4,0.5,2.6,2.7,27.4,,2020
460,Kyrylo Fesenko,25,IND,C,3.0,0.0,5.7,0.7,1.7,.400,0.0,0.0,,0.7,1.7,.400,.400,1.3,2.0,.667,0.7,2.3,3.0,0.3,0.7,0.0,0.0,0.7,2.7,,2012
155,LaBradford Smith,23,WSB,SG,69.0,33.0,22.4,3.8,8.3,.458,0.1,0.3,.348,3.7,7.9,.463,.465,1.6,1.8,.858,0.4,1.2,1.5,2.7,0.8,0.1,1.5,2.6,9.3,,1993
9,LaMarcus Aldridge,29,POR,PF,71.0,71.0,35.4,9.3,19.9,.466,0.5,1.5,.352,8.8,18.5,.475,.479,4.3,5.1,.845,2.5,7.7,10.2,1.7,0.7,1.0,1.7,1.8,23.4,"MVP-7,AS,NBA2",2015
23,LaMelo Ball,22,CHO,PG,22.0,22.0,32.3,8.3,19.2,.433,3.2,9.0,.355,5.1,10.3,.500,.515,4.1,4.7,.865,1.3,3.8,5.1,8.0,1.8,0.2,3.8,3.6,23.9,,2024
10,LaPhonso Ellis,26,DEN,PF,55.0,49.0,36.4,8.1,18.4,.439,1.7,4.7,.367,6.4,13.7,.464,.486,4.0,5.1,.773,1.9,5.1,7.0,2.4,0.8,0.7,2.1,3.3,21.9,,1997
205,LaSalle Thompson,29,IND,C,82.0,77.0,23.7,3.4,6.9,.488,0.0,0.1,.200,3.4,6.8,.491,.489,0.9,1.3,.692,1.9,5.0,6.9,1.8,0.8,0.8,2.0,3.2,7.6,,1991
42,Lamar Odom,21,LAC,PF,76.0,74.0,37.3,6.3,13.8,.460,1.1,3.3,.316,5.3,10.4,.506,.498,3.4,5.1,.679,1.4,6.3,7.8,5.2,1.0,1.6,3.5,3.1,17.2,,2001
522,Lamar Patterson,24,ATL,SG,35.0,0.0,11.3,0.8,2.3,.350,0.3,1.4,.245,0.5,0.9,.516,.425,0.5,0.6,.727,0.1,1.3,1.4,1.1,0.3,0.1,0.7,1.3,2.4,,2016
297,Lamar Stevens,26,MEM,PF,19.0,2.0,23.0,4.6,10.3,.446,0.6,2.0,.289,4.0,8.3,.484,.474,1.8,2.3,.791,1.3,3.8,5.1,1.1,0.9,0.9,0.8,1.6,11.5,,2024
49,Lamond Murray,28,CLE,SF,71.0,68.0,32.6,6.1,13.9,.436,1.4,3.4,.424,4.6,10.5,.440,.487,3.0,3.7,.817,1.1,4.1,5.2,2.2,1.0,0.6,2.0,2.1,16.6,,2002
271,Lamont Strothers,24,DAL,SG,9.0,0.0,15.3,2.2,6.8,.328,0.2,1.4,.154,2.0,5.3,.375,.344,0.9,1.1,.800,0.9,0.7,1.6,1.4,0.9,0.0,1.7,1.4,5.6,,1993
433,Lanard Copeland,26,LAC,SG,10.0,0.0,4.8,0.7,2.3,.304,0.0,0.2,.000,0.7,2.1,.333,.304,0.2,0.2,1.000,0.1,0.6,0.7,0.5,0.2,0.0,0.4,0.5,1.6,,1992
570,Lance Allred,26,CLE,C,3.0,0.0,3.3,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0,,2008
371,Lance Blanks,26,MIN,SG,61.0,2.0,10.5,1.1,2.5,.433,0.2,0.7,.256,0.9,1.8,.505,.470,0.3,0.5,.625,0.3,0.8,1.1,1.2,0.3,0.1,0.5,1.0,2.6,,1993
225,Lance Stephenson,25,MEM,SF,26.0,3.0,26.6,5.6,11.8,.474,0.4,1.2,.355,5.2,10.7,.487,.492,2.5,3.1,.815,0.8,3.6,4.4,2.8,0.7,0.2,1.8,2.2,14.2,,2016
307,Lance Thomas,26,NYK,PF,40.0,24.0,26.0,3.4,7.9,.434,0.2,0.5,.333,3.3,7.4,.441,.445,1.2,1.7,.742,0.9,2.1,3.0,1.2,0.7,0.2,1.4,1.6,8.3,,2015
203,Landry Fields,22,NYK,SG,82.0,81.0,31.0,3.6,7.3,.497,1.0,2.7,.393,2.6,4.7,.556,.568,1.4,1.8,.769,1.3,5.1,6.4,1.9,1.0,0.2,1.3,1.4,9.7,ROY-4,2011
258,Landry Shamet,21,LAC,SG,25.0,23.0,27.8,3.5,8.4,.414,2.7,6.0,.450,0.8,2.4,.322,.576,1.2,1.6,.795,0.3,2.0,2.2,2.3,0.5,0.1,0.8,2.0,10.9,,2019
144,Langston Galloway,23,NYK,PG,45.0,41.0,32.4,4.5,11.4,.399,1.4,3.9,.352,3.2,7.4,.424,.460,1.4,1.7,.808,0.8,3.4,4.2,3.3,1.2,0.3,1.4,2.9,11.8,,2015
463,Lari Ketner,22,CHI,PF,6.0,0.0,6.8,0.7,1.7,.400,0.0,0.0,,0.7,1.7,.400,.400,0.3,0.3,1.000,0.0,1.2,1.2,0.2,0.2,0.2,0.5,1.3,1.7,,2000
364,Laron Profit,23,WAS,PG,35.0,12.0,17.3,1.6,4.1,.394,0.2,0.7,.269,1.4,3.3,.422,.419,0.9,1.3,.733,0.5,1.3,1.8,2.5,1.0,0.3,1.3,1.2,4.3,,2001
20,Larry Bird,35,BOS,SF,45.0,45.0,36.9,7.8,16.8,.466,1.2,2.8,.406,6.7,14.0,.478,.500,3.3,3.6,.926,1.0,8.6,9.6,6.8,0.9,0.7,2.8,1.8,20.2,"MVP-14,AS",1992
373,Larry Drew,32,LAL,PG,48.0,2.0,10.3,1.1,2.6,.432,0.3,0.7,.424,0.8,1.9,.435,.488,0.4,0.5,.773,0.1,0.6,0.7,2.5,0.3,0.0,1.0,0.8,2.9,,1991
498,Larry Drew II,24,PHI,PG,12.0,1.0,18.3,1.7,4.8,.345,0.3,2.2,.154,1.3,2.7,.500,.379,0.2,0.3,.667,0.1,1.2,1.3,3.8,0.5,0.0,2.1,1.1,3.8,,2015
61,Larry Hughes,21,GSW,SG,32.0,32.0,40.8,8.3,21.4,.389,0.6,2.3,.243,7.8,19.1,.407,.402,5.4,7.3,.736,1.9,4.0,5.9,4.1,1.9,0.5,3.1,3.0,22.7,,2000
13,Larry Johnson,23,CHH,PF,82.0,82.0,40.5,8.9,16.9,.526,0.2,0.9,.254,8.7,16.0,.540,.532,4.1,5.3,.767,3.4,7.1,10.5,4.3,0.6,0.3,2.8,2.3,22.1,"AS,NBA2",1993
174,Larry Krystkowiak,27,MIL,PF,79.0,16.0,23.4,3.7,8.4,.444,0.0,0.1,.000,3.7,8.3,.447,.444,1.6,2.1,.757,1.7,3.8,5.4,1.4,0.7,0.2,1.5,2.8,9.0,,1992
35,Larry Nance,31,CLE,PF,80.0,78.0,36.6,7.9,15.1,.524,0.0,0.1,.250,7.9,15.0,.526,.525,3.3,4.1,.803,2.5,6.1,8.6,3.0,0.8,2.5,1.6,2.7,19.2,,1991
209,Larry Nance Jr.,27,CLE,PF,56.0,10.0,26.3,4.1,7.7,.531,1.0,2.8,.352,3.1,4.9,.636,.596,0.9,1.3,.676,1.9,5.4,7.3,2.2,1.0,0.4,1.1,1.6,10.1,,2020
491,Larry Owens,28,WAS,SF,5.0,0.0,22.4,2.4,5.2,.462,1.0,2.0,.500,1.4,3.2,.438,.558,0.4,1.0,.400,0.2,2.0,2.2,1.4,1.4,1.0,1.0,2.8,6.2,,2011
329,Larry Robinson,23,WSB,SG,12.0,10.0,21.3,3.2,7.6,.418,0.0,0.1,.000,3.2,7.5,.422,.418,0.6,1.0,.583,1.2,1.2,2.3,2.0,0.6,0.0,0.9,2.2,6.9,,1991
171,Larry Sanders,24,MIL,C,71.0,55.0,27.3,4.3,8.5,.506,0.0,0.0,.000,4.3,8.5,.507,.506,1.2,1.9,.618,3.2,6.3,9.5,1.2,0.7,2.8,1.2,3.3,9.8,DPOY-7,2013
358,Larry Smith,33,HOU,PF,81.0,28.0,23.7,1.6,3.2,.487,0.0,0.0,,1.6,3.2,.487,.487,0.1,0.6,.240,3.7,5.0,8.8,1.1,1.0,0.3,1.1,3.3,3.3,6MOY-6,1991
147,Larry Stewart,23,WSB,PF,76.0,43.0,29.3,4.0,7.8,.514,0.0,0.0,.000,4.0,7.7,.516,.514,2.5,3.1,.807,2.4,3.5,5.9,1.6,0.7,0.6,1.5,3.0,10.4,,1992
545,Larry Sykes,22,BOS,PF,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,1996
6,Latrell Sprewell,26,GSW,SG,80.0,79.0,41.9,8.1,18.1,.449,1.8,5.2,.354,6.3,12.9,.488,.500,6.2,7.3,.843,0.7,3.9,4.6,6.3,1.7,0.6,4.0,1.9,24.2,AS,1997
22,Lauri Markkanen,25,UTA,PF,66.0,66.0,34.4,8.7,17.3,.499,3.0,7.7,.391,5.6,9.6,.585,.586,5.3,6.0,.875,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6,"MIP-1,AS",2023
349,Lavor Postell,23,NYK,SG,23.0,0.0,7.8,1.2,3.7,.333,0.3,1.1,.231,1.0,2.5,.379,.369,1.3,1.8,.756,0.1,0.6,0.7,0.2,0.3,0.0,0.5,0.3,4.0,,2002
302,Lavoy Allen,23,PHI,C,79.0,37.0,21.1,2.6,5.7,.454,0.0,0.0,.000,2.6,5.7,.455,.454,0.5,0.8,.717,2.0,3.0,5.0,0.9,0.3,0.7,0.7,2.3,5.8,,2013
180,Lawrence Funderburke,27,SAC,PF,52.0,1.0,21.0,3.7,7.5,.490,0.0,0.1,.143,3.7,7.4,.496,.491,2.1,3.1,.679,1.5,3.0,4.5,1.2,0.4,0.3,1.2,1.1,9.5,,1998
241,Lawrence Moten,24,VAN,SG,67.0,18.0,18.1,2.6,6.6,.388,0.6,2.1,.291,1.9,4.5,.433,.434,1.0,1.5,.646,0.6,1.1,1.8,1.9,0.7,0.4,1.2,1.2,6.7,,1997
302,Lawrence Roberts,24,MEM,PF,54.0,18.0,17.9,1.7,3.9,.452,0.0,0.0,.000,1.7,3.8,.456,.452,1.8,2.4,.725,1.9,3.0,4.8,0.6,0.7,0.2,0.7,2.5,5.2,,2007
468,Lazar Hayward,24,MIN,SF,42.0,0.0,10.0,1.3,3.7,.357,0.4,1.4,.283,0.9,2.2,.404,.412,0.8,1.0,.786,0.5,1.1,1.7,0.7,0.3,0.2,0.5,1.0,3.8,,2011
356,Lazaro Borrell,27,SEA,SF,17.0,6.0,9.8,1.6,3.7,.444,0.0,0.2,.000,1.6,3.5,.467,.444,0.4,0.6,.545,0.8,1.5,2.4,0.6,0.4,0.2,0.4,0.5,3.6,,2000
3,LeBron James,21,CLE,SF,79.0,79.0,42.5,11.1,23.1,.480,1.6,4.8,.335,9.5,18.3,.518,.515,7.6,10.3,.738,0.9,6.1,7.0,6.6,1.6,0.8,3.3,2.3,31.4,"MVP-2,AS,NBA1",2006
316,LeRon Ellis,24,CHH,C,50.0,1.0,13.6,1.8,3.6,.484,0.0,0.0,,1.8,3.6,.484,.484,0.9,1.4,.662,1.4,2.4,3.8,0.5,0.3,0.5,0.4,1.7,4.4,,1994
