Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Year
447,Carsen Edwards,23,DET,SG,4.0,0.0,19.8,2.3,7.5,.300,1.0,4.0,.250,1.3,3.5,.357,.367,0.3,0.3,1.000,0.5,1.0,1.5,3.5,0.5,0.0,1.3,1.0,5.8,,2022
190,Cartier Martin,27,WAS,SF,17.0,2.0,23.0,3.5,7.9,.440,1.7,4.4,.387,1.8,3.5,.508,.549,0.6,1.1,.579,0.7,2.7,3.4,0.6,0.6,0.1,0.8,2.1,9.3,,2012
280,Casey Jacobsen,23,NOH,SG,44.0,1.0,23.4,2.3,5.7,.398,0.7,2.0,.364,1.5,3.7,.417,.462,2.3,3.0,.792,0.4,1.9,2.3,1.7,0.5,0.2,1.0,1.1,7.6,,2005
498,Casey Shaw,23,PHI,C,9.0,0.0,1.6,0.1,0.9,.125,0.0,0.0,,0.1,0.9,.125,.125,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.2,0.2,0.2,,1999
332,Cason Wallace,20,OKC,SG,82.0,13.0,20.6,2.6,5.4,.491,1.2,2.9,.419,1.5,2.5,.572,.602,0.4,0.5,.784,0.6,1.6,2.3,1.5,0.9,0.5,0.5,1.6,6.8,,2024
338,Casper Ware,24,PHI,PG,9.0,0.0,12.9,2.0,4.7,.429,0.8,2.3,.333,1.2,2.3,.524,.512,0.6,0.7,.833,0.0,1.0,1.0,1.1,0.9,0.0,0.6,1.2,5.3,,2014
453,Cassius Stanley,22,DET,SG,9.0,1.0,17.2,2.1,5.1,.413,0.4,1.9,.235,1.7,3.2,.517,.457,1.1,1.1,1.000,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,5.8,,2022
727,Cassius Winston,23,WAS,PG,7.0,0.0,5.6,0.6,1.6,.364,0.3,0.9,.333,0.3,0.7,.400,.455,0.6,0.6,1.000,0.0,0.1,0.1,1.0,0.0,0.0,0.4,1.3,2.0,,2022
789,Cat Barber,27,ATL,PG,3.0,0.0,4.3,0.0,1.3,.000,0.0,0.0,,0.0,1.3,.000,.000,0.0,1.3,.000,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.3,0.0,,2022
139,Cedi Osman,23,CLE,SF,76.0,75.0,32.2,4.7,11.1,.427,1.7,4.9,.348,3.0,6.2,.489,.504,1.9,2.4,.779,0.6,4.1,4.7,2.6,0.8,0.1,1.5,2.6,13.0,,2019
435,Cedric Ball,22,LAC,PF,7.0,0.0,3.7,0.4,1.1,.375,0.0,0.0,,0.4,1.1,.375,.375,0.3,0.3,1.000,0.7,0.9,1.6,0.0,0.0,0.3,0.3,0.7,1.1,,1991
495,Cedric Bozeman,23,ATL,SG,23.0,5.0,8.7,0.5,1.7,.282,0.1,0.6,.154,0.4,1.1,.346,.308,0.1,0.3,.333,0.1,0.9,1.0,0.4,0.2,0.1,0.4,1.4,1.1,,2007
16,Cedric Ceballos,25,LAL,SF,58.0,54.0,35.0,8.6,16.8,.509,1.0,2.5,.397,7.6,14.3,.528,.538,3.6,5.0,.716,2.9,5.1,8.0,1.8,1.0,0.3,2.5,2.3,21.7,"MVP-15,AS",1995
168,Cedric Henderson,22,CLE,SF,82.0,71.0,30.8,4.2,8.8,.480,0.0,0.0,.000,4.2,8.8,.483,.480,1.7,2.3,.716,0.9,3.1,4.0,2.0,1.2,0.5,2.0,2.9,10.1,,1998
456,Cedric Hunter,27,CHH,PG,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1992
530,Cedric Jackson,23,WAS,PG,4.0,0.0,9.8,1.0,2.8,.364,0.3,0.8,.333,0.8,2.0,.375,.409,0.8,1.0,.750,0.3,0.5,0.8,1.5,0.0,0.0,2.0,1.3,3.0,,2010
517,Cedric Lewis,26,WSB,C,3.0,0.0,1.3,0.7,1.0,.667,0.0,0.0,,0.7,1.0,.667,.667,0.0,0.0,,0.7,0.0,0.7,0.0,0.3,0.0,0.0,0.0,1.3,,1996
404,Cedric Simmons,21,NOK,PF,43.0,4.0,12.4,1.3,3.1,.417,0.0,0.0,,1.3,3.1,.417,.417,0.4,0.8,.485,1.0,1.5,2.5,0.3,0.2,0.5,0.5,1.7,2.9,,2007
464,Cezary Trybański,23,MEM,C,15.0,0.0,5.7,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,0.3,0.7,.400,0.4,0.5,0.9,0.1,0.0,0.4,0.5,0.9,0.9,,2003
372,Chad Gallagher,24,UTA,C,2.0,0.0,1.5,1.5,1.5,1.000,0.0,0.0,,1.5,1.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,1994
336,Chance Comanche,26,POR,C,1.0,0.0,21.0,3.0,5.0,.600,0.0,0.0,,3.0,5.0,.600,.600,1.0,4.0,.250,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,,2023
283,Chandler Hutchison,23,CHI,SF,28.0,10.0,18.8,2.9,6.3,.457,0.4,1.4,.316,2.4,4.9,.496,.491,1.6,2.8,.590,0.6,3.2,3.9,0.9,1.0,0.3,1.0,1.7,7.8,,2020
52,Chandler Parsons,25,HOU,SF,74.0,74.0,37.6,6.3,13.3,.472,1.8,4.7,.370,4.5,8.6,.528,.538,2.2,3.0,.742,0.9,4.6,5.5,4.0,1.2,0.4,1.9,2.3,16.6,,2014
122,Channing Frye,27,PHO,PF,77.0,64.0,33.0,4.6,10.8,.432,2.2,5.7,.390,2.4,5.1,.479,.535,1.2,1.4,.832,0.8,5.8,6.7,1.2,0.6,1.0,0.9,3.5,12.7,,2011
4,Charles Barkley,27,PHI,SF,67.0,67.0,37.3,9.9,17.4,.570,0.7,2.3,.284,9.3,15.1,.614,.589,7.1,9.8,.722,3.9,6.3,10.1,4.2,1.6,0.5,3.1,2.6,27.6,"MVP-4,AS,NBA1",1991
420,Charles Bassey,22,SAS,C,35.0,2.0,14.5,2.5,3.9,.644,0.1,0.2,.375,2.4,3.6,.661,.656,0.6,1.1,.595,2.1,3.4,5.5,1.4,0.5,0.9,1.2,2.1,5.7,,2023
539,Charles Claxton,25,BOS,C,3.0,0.0,2.3,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.7,.000,0.7,0.0,0.7,0.0,0.0,0.3,0.3,1.3,0.7,,1996
648,Charles Cooke,23,NOP,SG,13.0,0.0,2.9,0.2,1.1,.143,0.1,0.6,.125,0.1,0.5,.167,.179,0.1,0.2,.500,0.0,0.2,0.2,0.1,0.1,0.0,0.1,0.0,0.5,,2018
288,Charles Jenkins,22,GSW,PG,51.0,28.0,17.5,2.5,5.7,.447,0.1,0.4,.150,2.5,5.3,.469,.452,0.7,0.8,.872,0.2,1.2,1.3,3.3,0.6,0.1,1.2,1.7,5.8,,2012
337,Charles Jones,23,CHI,SG,29.0,5.0,16.4,1.3,4.2,.317,0.7,2.1,.311,0.7,2.1,.323,.394,0.4,0.8,.500,0.3,1.1,1.4,1.4,0.6,0.2,1.0,1.0,3.7,,1999
368,Charles O'Bannon,23,DET,SG,18.0,1.0,9.2,1.3,3.1,.429,0.0,0.1,.000,1.3,3.1,.436,.429,0.4,0.4,1.000,1.0,0.9,1.9,0.7,0.1,0.2,0.4,1.2,3.1,,1999
113,Charles Oakley,30,NYK,PF,82.0,82.0,35.8,4.4,9.3,.478,0.0,0.0,.000,4.4,9.2,.480,.478,3.0,3.8,.776,4.3,7.5,11.8,2.7,1.3,0.2,2.4,3.6,11.8,"DPOY-9,AS",1994
227,Charles Shackleford,25,PHI,C,72.0,62.0,19.4,2.8,5.9,.486,0.0,0.0,.000,2.8,5.8,.487,.486,0.9,1.3,.663,2.0,3.8,5.8,0.6,0.5,0.7,0.9,2.8,6.6,,1992
27,Charles Smith,25,LAC,SF,74.0,74.0,36.5,7.4,15.8,.469,0.0,0.1,.000,7.4,15.7,.472,.469,5.2,6.5,.793,2.9,5.3,8.2,1.8,1.1,2.0,2.2,3.6,20.0,,1991
445,Charles Thomas,22,DET,SG,36.0,0.0,4.3,0.5,1.4,.353,0.1,0.5,.118,0.4,0.9,.471,.373,0.3,0.4,.667,0.2,0.4,0.6,0.6,0.1,0.0,0.5,0.6,1.3,,1992
92,Charlie Bell,27,MIL,SG,82.0,64.0,34.7,5.2,11.9,.437,1.5,4.4,.352,3.6,7.5,.488,.503,1.6,2.0,.780,0.7,2.2,2.9,3.0,1.2,0.0,1.3,2.6,13.5,,2007
519,Charlie Brown Jr.,23,OKC,SG,9.0,1.0,16.9,1.4,4.8,.302,0.6,2.3,.238,0.9,2.4,.364,.360,1.0,1.1,.900,0.3,1.6,1.9,1.0,0.4,0.2,0.7,2.1,4.4,,2021
77,Charlie Villanueva,24,MIL,PF,78.0,47.0,26.9,6.2,14.0,.447,1.1,3.3,.345,5.1,10.7,.479,.488,2.6,3.1,.838,2.0,4.7,6.7,1.8,0.6,0.7,1.8,3.3,16.2,,2009
282,Charlie Ward,33,NYK,PG,35.0,10.0,23.6,3.3,7.4,.442,1.7,3.9,.428,1.6,3.5,.459,.556,0.5,0.6,.762,0.3,2.5,2.7,4.9,1.3,0.2,2.0,2.1,8.7,,2004
198,Chase Budinger,22,HOU,SF,78.0,22.0,22.3,3.6,8.4,.425,1.1,3.5,.325,2.4,4.9,.497,.493,1.5,1.8,.855,0.7,2.9,3.6,1.6,0.5,0.2,0.9,1.5,9.8,,2011
405,Chasson Randle,27,ORL,PG,41.0,5.0,20.4,2.2,5.8,.388,1.1,3.2,.338,1.2,2.6,.449,.481,0.9,1.2,.792,0.2,1.8,2.0,1.8,0.5,0.1,1.1,1.6,6.5,,2021
27,Chauncey Billups,33,DEN,PG,73.0,73.0,34.1,5.5,13.2,.418,2.2,5.6,.386,3.4,7.6,.441,.499,6.4,7.0,.910,0.3,2.8,3.1,5.6,1.1,0.1,2.4,2.1,19.5,"MVP-12,AS",2010
417,Chaundee Brown Jr.,23,ATL,SG,3.0,2.0,27.7,3.0,8.3,.360,2.0,5.0,.400,1.0,3.3,.300,.480,1.7,2.0,.833,0.3,4.3,4.7,1.3,0.7,0.0,0.0,2.3,9.7,,2022
426,Cheick Diallo,22,NOP,PF,64.0,1.0,14.0,2.6,4.2,.620,0.0,0.1,.250,2.6,4.2,.625,.622,0.8,1.0,.746,1.2,4.0,5.2,0.5,0.5,0.5,0.8,1.8,6.0,,2019
530,Cheikh Samb,23,DET,C,4.0,0.0,7.8,0.8,1.0,.750,0.0,0.0,,0.8,1.0,.750,.750,0.3,0.5,.500,0.8,1.0,1.8,0.0,0.3,0.5,0.3,2.0,1.8,,2008
250,Cherokee Parks,25,MIN,C,79.0,43.0,21.6,2.8,5.7,.499,0.0,0.0,.000,2.8,5.7,.500,.499,1.4,2.1,.651,1.8,3.8,5.5,0.7,0.5,1.1,0.8,3.0,7.1,,1998
88,Chet Holmgren,21,OKC,C,82.0,82.0,29.4,6.2,11.6,.530,1.6,4.3,.370,4.6,7.4,.623,.598,2.7,3.4,.793,1.6,6.3,7.9,2.4,0.6,2.3,1.6,2.4,16.5,ROY-2,2024
666,Chima Moneke,27,SAC,SF,2.0,0.0,4.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,1.0,.000,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,,2023
344,Chimezie Metu,26,DET,C,14.0,7.0,29.4,4.1,8.1,.500,0.9,3.1,.302,3.1,5.1,.620,.557,1.4,1.5,.952,1.2,4.8,6.0,1.9,1.7,0.5,1.8,2.3,10.5,,2024
488,Chinanu Onuaku,21,HOU,C,1.0,0.0,22.0,2.0,5.0,.400,0.0,0.0,,2.0,5.0,.400,.400,0.0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,3.0,4.0,4.0,,2018
224,Chris Andersen,26,NOH,C,67.0,2.0,21.3,2.9,5.3,.534,0.0,0.0,.000,2.9,5.3,.538,.534,2.0,2.8,.689,2.0,4.1,6.1,1.1,0.2,1.5,1.0,2.1,7.7,,2005
259,Chris Anstey,25,CHI,C,73.0,11.0,13.8,2.2,5.0,.442,0.0,0.1,.167,2.2,4.9,.447,.444,1.6,2.0,.789,1.2,2.6,3.8,0.9,0.4,0.3,1.1,2.5,6.0,,2000
560,Chris Babb,23,BOS,SG,14.0,0.0,9.4,0.6,2.1,.267,0.4,1.9,.222,0.1,0.2,.667,.367,0.0,0.0,,0.3,0.9,1.2,0.2,0.4,0.0,0.2,0.9,1.6,,2014
9,Chris Bosh,25,TOR,C,70.0,70.0,36.1,8.6,16.5,.518,0.1,0.3,.364,8.5,16.2,.521,.522,6.7,8.4,.797,2.9,7.9,10.8,2.4,0.6,1.0,2.4,2.4,24.0,"MVP-12,AS",2010
126,Chris Boucher,28,TOR,C,60.0,14.0,24.2,4.8,9.3,.514,1.5,3.9,.383,3.3,5.4,.609,.595,2.5,3.2,.788,2.0,4.8,6.7,1.1,0.6,1.9,0.8,2.8,13.6,6MOY-8,2021
173,Chris Carr,23,MIN,SG,51.0,40.0,22.8,3.7,8.9,.420,0.8,2.5,.315,2.9,6.4,.462,.465,1.6,1.9,.848,0.8,2.2,3.0,1.7,0.3,0.2,1.4,2.5,9.9,,1998
111,Chris Childs,28,NJN,PG,78.0,54.0,30.9,4.2,10.0,.416,1.2,3.3,.367,2.9,6.7,.441,.478,3.3,3.9,.852,0.7,2.5,3.1,7.0,1.4,0.1,2.9,3.2,12.8,,1996
422,Chris Chiozza,24,BRK,PG,18.0,2.0,15.4,2.5,5.9,.425,1.1,3.1,.357,1.4,2.8,.500,.519,0.3,0.3,1.000,0.5,1.6,2.1,3.1,0.6,0.1,1.3,1.4,6.4,,2020
435,Chris Clemons,22,HOU,SG,33.0,0.0,8.8,1.7,4.3,.401,1.1,3.2,.346,0.6,1.1,.571,.532,0.3,0.3,.909,0.1,0.8,0.9,0.8,0.3,0.2,0.6,0.8,4.9,,2020
194,Chris Copeland,28,NYK,PF,56.0,13.0,15.4,3.3,6.8,.479,1.1,2.5,.421,2.2,4.3,.513,.557,1.1,1.5,.759,0.6,1.5,2.1,0.5,0.3,0.2,0.9,1.9,8.7,ROY-6,2013
263,Chris Corchiani,23,ORL,PG,51.0,1.0,14.5,1.5,3.8,.399,0.2,0.7,.270,1.3,3.1,.429,.425,1.8,2.0,.875,0.4,1.2,1.5,2.8,0.9,0.0,1.5,1.8,5.0,,1992
150,Chris Crawford,28,ATL,PF,56.0,25.0,21.6,3.8,8.4,.448,0.8,2.0,.389,3.0,6.4,.466,.495,1.8,2.1,.866,1.0,2.1,3.1,0.8,0.7,0.4,1.0,2.3,10.2,,2004
186,Chris Douglas-Roberts,23,NJN,SF,67.0,38.0,25.8,3.8,8.6,.445,0.2,0.8,.259,3.6,7.7,.464,.457,2.0,2.3,.847,0.7,2.3,3.0,1.4,0.8,0.3,1.4,1.5,9.8,,2010
145,Chris Duarte,24,IND,SG,55.0,39.0,28.0,4.9,11.3,.432,1.7,4.6,.369,3.2,6.7,.475,.507,1.6,2.0,.804,0.7,3.4,4.1,2.1,1.0,0.2,1.6,1.7,13.1,,2022
218,Chris Dudley,25,NJN,C,61.0,25.0,25.6,2.8,6.8,.408,0.0,0.0,,2.8,6.8,.408,.408,1.5,2.9,.534,3.8,4.6,8.4,0.6,0.6,2.5,1.3,3.6,7.1,,1991
170,Chris Duhon,26,NYK,PG,79.0,78.0,36.8,3.6,8.6,.421,1.6,4.1,.391,2.0,4.5,.449,.515,2.3,2.6,.856,0.6,2.5,3.1,7.2,0.9,0.1,2.8,1.6,11.1,,2009
449,Chris Garner,25,GSW,PG,8.0,0.0,18.6,0.9,4.6,.189,0.0,0.9,.000,0.9,3.8,.233,.189,0.6,0.8,.833,0.3,1.3,1.5,2.3,0.9,0.1,1.1,2.3,2.4,,2001
31,Chris Gatling,29,DAL,PF,44.0,1.0,27.1,7.0,13.2,.533,0.0,0.1,.167,7.0,13.0,.537,.534,5.0,7.1,.706,2.9,5.0,7.9,0.6,0.8,0.7,2.6,2.8,19.1,,1997
403,Chris Herren,25,BOS,PG,25.0,7.0,16.3,1.2,3.8,.302,0.6,2.2,.291,0.5,1.6,.317,.385,0.4,0.5,.750,0.2,0.7,0.8,2.2,0.6,0.0,0.8,1.7,3.3,,2001
388,Chris Hunter,25,GSW,C,60.0,9.0,13.1,1.8,3.6,.502,0.0,0.1,.000,1.8,3.6,.512,.502,0.9,1.2,.754,0.9,1.9,2.8,0.6,0.2,0.6,0.5,2.2,4.5,,2010
395,Chris Jefferies,23,2TM,SF,21.0,2.0,9.3,1.3,3.4,.375,0.8,2.0,.405,0.5,1.4,.333,.493,0.6,1.0,.650,0.2,1.1,1.4,0.3,0.2,0.3,0.9,1.7,4.0,,2004
150,Chris Jent,24,HOU,SF,3.0,0.0,26.0,4.3,8.7,.500,1.3,3.7,.364,3.0,5.0,.600,.577,0.3,0.7,.500,1.3,3.7,5.0,2.3,0.0,0.0,1.7,4.3,10.3,,1994
381,Chris Johnson,24,UTA,SF,12.0,0.0,17.6,2.6,5.3,.484,1.1,3.2,.342,1.5,2.2,.692,.586,0.5,0.5,1.000,0.3,1.3,1.5,0.6,1.0,0.0,0.5,1.5,6.8,,2015
36,Chris Kaman,27,LAC,C,76.0,76.0,34.3,7.8,15.8,.490,0.0,0.1,.000,7.8,15.7,.492,.490,3.0,4.0,.749,2.4,6.8,9.3,1.6,0.5,1.2,2.9,2.8,18.5,AS,2010
232,Chris King,26,VAN,SF,80.0,66.0,24.1,3.1,7.3,.427,0.6,1.4,.389,2.6,5.9,.436,.465,1.1,1.7,.662,1.3,2.3,3.6,1.3,0.9,0.4,1.3,2.0,7.9,,1996
700,Chris Livingston,20,MIL,SF,21.0,0.0,4.3,0.5,1.0,.500,0.0,0.2,.200,0.5,0.8,.588,.523,0.1,0.2,.750,0.1,0.9,1.0,0.2,0.1,0.0,0.2,0.7,1.2,,2024
514,Chris McCray,22,MIL,SG,5.0,0.0,2.4,0.0,0.6,.000,0.0,0.0,,0.0,0.6,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,,2007
387,Chris McCullough,20,BRK,PF,24.0,4.0,15.1,1.8,4.5,.404,0.5,1.4,.382,1.3,3.1,.413,.463,0.5,1.0,.478,1.0,1.8,2.8,0.4,1.2,0.5,0.6,1.6,4.7,,2016
152,Chris Mihm,26,LAL,C,59.0,56.0,26.1,3.9,7.8,.501,0.0,0.0,,3.9,7.8,.501,.501,2.4,3.4,.716,2.3,4.0,6.3,1.0,0.3,1.2,1.4,3.6,10.2,,2006
53,Chris Mills,30,GSW,SF,20.0,11.0,32.5,6.2,14.6,.421,0.4,1.5,.267,5.8,13.1,.439,.435,3.4,4.2,.810,2.3,3.9,6.2,2.4,0.9,0.2,1.3,3.0,16.1,,2000
83,Chris Morris,27,NJN,SF,77.0,57.0,29.9,5.7,11.8,.481,0.2,1.0,.224,5.4,10.8,.504,.490,2.6,3.2,.794,2.9,2.9,5.9,1.4,1.9,0.7,1.5,2.2,14.1,,1993
5,Chris Mullin,29,GSW,SF,46.0,46.0,41.3,10.3,20.2,.510,1.3,2.9,.451,9.0,17.3,.519,.542,4.0,4.9,.810,0.9,4.1,5.0,3.6,1.5,0.9,3.0,1.7,25.9,AS,1993
434,Chris Munk,23,UTA,PF,11.0,0.0,2.6,0.3,0.6,.429,0.0,0.0,,0.3,0.6,.429,.429,0.6,1.1,.583,0.5,0.8,1.3,0.1,0.1,0.2,0.5,0.5,1.2,,1991
334,Chris Owens,23,MEM,SF,1.0,0.0,6.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,,2003
10,Chris Paul,23,NOH,PG,78.0,78.0,38.5,8.1,16.1,.503,0.8,2.3,.364,7.3,13.8,.525,.528,5.8,6.7,.868,0.9,4.7,5.5,11.0,2.8,0.1,3.0,2.7,22.8,"MVP-5,DPOY-6,AS,NBA2",2009
175,Chris Porter,22,GSW,SF,51.0,35.0,22.5,3.4,8.7,.389,0.0,0.1,.000,3.4,8.6,.393,.389,1.8,2.8,.667,1.7,2.0,3.7,1.2,0.9,0.1,1.2,2.2,8.6,,2001
233,Chris Quinn,24,MIA,PG,60.0,25.0,22.3,2.6,6.2,.424,1.1,2.7,.403,1.6,3.6,.439,.509,1.4,1.6,.867,0.2,1.8,2.0,3.0,0.8,0.1,0.9,1.5,7.8,,2008
516,Chris Richard,25,CHI,PF,18.0,0.0,12.4,0.8,1.6,.517,0.0,0.0,,0.8,1.6,.517,.517,0.4,0.6,.636,1.1,2.2,3.3,0.4,0.4,0.2,0.8,2.8,2.1,,2010
338,Chris Robinson,23,SAC,SG,19.0,0.0,14.3,2.2,5.8,.378,0.9,2.2,.405,1.3,3.6,.362,.455,0.4,0.7,.500,0.5,1.3,1.7,1.5,0.6,0.2,0.9,1.5,5.7,,1998
543,Chris Silva,23,MIA,PF,44.0,0.0,7.9,1.1,1.8,.615,0.0,0.1,.000,1.1,1.7,.640,.615,0.8,1.3,.673,1.4,1.5,2.9,0.5,0.2,0.5,0.7,1.9,3.0,,2020
351,Chris Singleton,22,WAS,SF,66.0,51.0,21.7,1.8,4.7,.372,0.7,1.9,.346,1.1,2.8,.389,.442,0.5,0.7,.682,0.7,2.9,3.5,0.7,1.1,0.5,0.6,2.7,4.6,,2012
257,Chris Smith,23,MIN,PG,80.0,16.0,20.2,2.3,5.3,.435,0.1,0.5,.256,2.2,4.8,.453,.447,1.2,1.8,.674,0.2,1.3,1.5,3.6,0.5,0.2,1.3,1.6,5.9,,1994
442,Chris Taft,20,GSW,C,17.0,0.0,8.5,1.4,2.2,.605,0.0,0.0,,1.4,2.2,.605,.605,0.1,0.4,.167,1.1,1.0,2.1,0.1,0.1,0.4,0.1,1.5,2.8,,2006
6,Chris Webber,27,SAC,PF,70.0,70.0,40.5,11.2,23.4,.481,0.0,0.4,.071,11.2,23.0,.488,.481,4.6,6.6,.703,2.6,8.5,11.1,4.2,1.3,1.7,2.8,3.2,27.1,"MVP-4,AS,NBA1",2001
144,Chris Whitney,30,WAS,PG,82.0,81.0,26.5,3.3,8.0,.418,1.6,3.9,.406,1.7,4.1,.429,.518,1.9,2.1,.880,0.1,1.7,1.9,3.8,0.9,0.1,1.0,2.2,10.2,,2002
213,Chris Wilcox,23,SEA,PF,29.0,23.0,30.1,5.8,9.7,.592,0.0,0.0,,5.8,9.7,.592,.592,2.6,3.2,.787,2.5,5.7,8.2,1.2,0.6,0.4,1.4,2.8,14.1,,2006
316,Chris Wright,25,MIL,SF,8.0,0.0,15.8,2.6,4.4,.600,0.0,0.1,.000,2.6,4.3,.618,.600,0.8,1.9,.400,1.3,1.3,2.5,0.6,0.9,0.6,0.6,2.1,6.0,,2014
291,Christian Braun,22,DEN,SG,82.0,4.0,20.2,2.7,5.9,.460,0.8,2.0,.384,1.9,3.9,.498,.525,1.1,1.6,.694,1.0,2.8,3.7,1.6,0.5,0.4,0.7,1.7,7.3,,2024
476,Christian Eyenga,22,LAL,SF,1.0,0.0,19.0,3.0,6.0,.500,0.0,1.0,.000,3.0,5.0,.600,.500,2.0,2.0,1.000,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,8.0,,2012
572,Christian Koloko,22,TOR,C,58.0,19.0,13.8,1.2,2.6,.480,0.0,0.2,.083,1.2,2.4,.514,.483,0.6,1.0,.627,1.4,1.5,2.9,0.5,0.4,1.0,0.3,2.2,3.1,,2023
33,Christian Laettner,23,MIN,PF,81.0,81.0,34.9,6.2,13.1,.474,0.0,0.5,.100,6.2,12.6,.489,.476,5.7,6.8,.835,2.1,6.6,8.7,2.8,1.3,1.0,3.4,3.6,18.2,,1993
41,Christian Wood,25,HOU,C,41.0,41.0,32.3,8.0,15.6,.514,1.9,5.0,.374,6.1,10.6,.581,.574,3.0,4.8,.631,1.9,7.8,9.6,1.7,0.8,1.2,2.0,2.1,21.0,,2021
261,Chuck Hayes,27,HOU,C,74.0,63.0,28.1,3.3,6.3,.527,0.0,0.0,.000,3.3,6.2,.529,.527,1.3,1.9,.662,3.0,5.1,8.1,2.7,1.1,0.7,1.2,2.7,7.9,DPOY-12,2011
375,Chuck Nevitt,34,SAS,C,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,3.0,6.0,.500,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,,1994
34,Chuck Person,27,IND,SF,81.0,81.0,36.1,7.6,15.9,.480,1.6,4.4,.373,6.0,11.5,.520,.531,1.6,2.4,.675,1.4,3.9,5.3,4.7,0.8,0.2,2.7,3.0,18.5,,1992
91,Chucky Atkins,30,LAL,PG,82.0,82.0,35.4,4.7,11.1,.426,2.1,5.5,.387,2.6,5.5,.466,.523,2.0,2.5,.803,0.4,2.0,2.4,4.4,0.9,0.0,1.8,2.2,13.6,,2005
213,Chucky Brown,27,HOU,PF,82.0,82.0,24.6,3.7,6.8,.541,0.0,0.1,.125,3.6,6.7,.547,.541,1.3,1.8,.693,1.6,3.7,5.4,1.1,0.6,0.5,1.1,2.0,8.6,,1996
280,Chuma Okeke,23,ORL,PF,70.0,20.0,25.0,3.1,8.2,.376,1.7,5.3,.318,1.4,2.9,.480,.478,0.8,0.9,.846,0.7,4.3,5.0,1.7,1.4,0.6,0.8,1.4,8.6,,2022
31,Clarence Weatherspoon,23,PHI,SF,82.0,82.0,38.4,7.3,15.2,.483,0.0,0.2,.235,7.3,15.0,.487,.485,3.6,5.2,.693,3.1,7.0,10.1,2.3,1.2,1.4,2.4,1.9,18.4,,1994
397,Cleanthony Early,23,NYK,SF,39.0,7.0,16.6,1.9,5.5,.355,0.6,2.2,.262,1.4,3.3,.415,.407,0.9,1.2,.750,0.6,1.9,2.5,0.9,0.6,0.3,1.0,1.5,5.4,,2015
555,Cliff Alexander,20,POR,PF,8.0,0.0,4.5,0.6,1.3,.500,0.0,0.0,,0.6,1.3,.500,.500,0.0,0.0,,0.3,0.5,0.8,0.0,0.1,0.3,0.1,0.1,1.3,,2016
323,Cliff Levingston,30,CHI,PF,78.0,0.0,13.0,1.6,3.6,.450,0.0,0.1,.250,1.6,3.6,.453,.452,0.8,1.2,.648,1.3,1.6,2.9,0.7,0.4,0.6,0.6,1.8,4.0,,1991
347,Cliff Robinson,31,LAL,PF,9.0,0.0,8.7,1.2,3.0,.407,0.0,0.1,.000,1.2,2.9,.423,.407,0.8,0.9,.875,0.8,1.3,2.1,1.0,0.6,0.0,0.8,0.4,3.2,,1992
279,Clifford Lett,25,SAS,PG,7.0,0.0,14.1,2.0,4.1,.483,0.0,0.1,.000,2.0,4.0,.500,.483,0.9,1.3,.667,0.1,0.9,1.0,1.0,0.3,0.1,1.1,1.3,4.9,,1991
19,Clifford Robinson,28,POR,SF,75.0,73.0,36.3,8.0,17.6,.452,1.9,5.1,.371,6.1,12.5,.486,.506,3.5,5.1,.694,2.0,3.6,5.6,2.6,1.1,1.1,2.1,3.2,21.3,,1995
227,Clifford Rozier,22,GSW,C,66.0,34.0,22.6,2.9,5.9,.485,0.0,0.1,.286,2.8,5.8,.488,.487,1.0,2.3,.447,3.0,4.3,7.4,0.7,0.5,0.6,1.3,3.0,6.8,,1995
67,Clint Capela,24,HOU,C,67.0,67.0,33.6,7.1,10.9,.648,0.0,0.0,,7.1,10.9,.648,.648,2.5,3.9,.636,4.4,8.2,12.7,1.4,0.7,1.5,1.4,2.5,16.6,,2019
