Player,Year,Team,Pos,Age,Awards,PCA1_1,PCA1_2,PCA2_1,PCA3_1,PCA3_2,PCA3_3,PCA4_1,PCA4_2,PCA5_1,PCA5_2,PCA6_1
Michael Jordan,1991,CHI,SG,27,"MVP-1,DPOY-7,AS,NBA1",3.066898692537936,-0.3527339926656567,10.782748699923694,4.8361028362641045,-0.740234122793075,2.342103733553267,2.023265258043956,0.38966760183374666,-0.14163029003759875,0.5394067902991585,1.3501366262400545
Karl Malone,1991,UTA,PF,27,"MVP-5,AS,NBA1",3.2604617550203336,-0.49231219323844805,10.50528944677027,2.977850117451528,0.8487015968648012,-0.5975091903691173,5.441423010101469,-1.3329749264369273,-0.8679743078316491,0.7737904218090584,1.0874098470257647
Bernard King,1991,WSB,SF,34,"MVP-16,AS,NBA3",2.3328862467527216,-0.719969622444229,10.137484207698138,3.6038361330727104,0.09187270910530272,-1.7402743688790443,0.9821641737464982,-0.6517211719078161,-0.8329953034772204,0.30943685138203847,0.2852542071273503
Charles Barkley,1991,PHI,SF,27,"MVP-4,AS,NBA1",2.4483785158109805,-0.6538291012992671,8.995074980948178,3.5248232109250868,-0.25944025262812564,0.17225402583205351,4.451751777376307,-1.8198989315529581,0.4511734917831402,0.028328237790667038,2.0211148847223117
Patrick Ewing,1991,NYK,C,28,"MVP-11,DPOY-7,AS,NBA2",3.1007430201432507,-0.42694642316037396,9.163496685654883,3.2915405956960506,1.1437402879079868,-1.1133330762777218,7.052165698552566,3.019488907411157,-1.6680265890119539,-0.5921618891101093,0.8859807117901671
Michael Adams,1991,DEN,PG,28,,2.300390875629801,-0.5969226161043927,7.740233732125743,6.275579746988342,-2.403295399301387,0.017201892217179576,-0.04886014646057858,-0.6924441561390164,4.156456761138906,-1.9656565014596035,-0.3372613385204026
Dominique Wilkins,1991,ATL,SF,31,"MVP-8,AS,NBA2",3.0831463780993964,-0.41425749583557486,8.198914992321644,2.3969594195824793,-0.6403088908017619,0.5396892872115548,3.926064742037814,-0.8993220359116172,1.13820913131623,0.00924304122905921,0.4403583578815224
Chris Mullin,1991,GSW,SF,27,"AS,NBA2",3.2663273023682855,-0.4965418356800479,8.065171458739563,3.7245128329508854,-0.8382699435590456,1.2166037218812615,1.624861615990664,0.18050065415389746,0.08490782787108091,0.3409508602343112,1.3904043832673951
David Robinson,1991,SAS,C,25,"MVP-3,DPOY-2,AS,NBA1",3.0862262495450805,-0.369799759499122,8.776354268908712,3.3685316932563665,0.8588136380252666,0.08368728645827204,9.162274971005155,3.7880150577836678,-1.284702699273955,0.1008240927826232,1.4599061297868225
Orlando Woolridge,1991,DEN,SF,31,,1.6193747885820857,-0.7627233822745665,8.666117917425629,2.5315360985776296,0.5220239825603876,0.040640010750968264,2.303316738471993,-1.0227677848653915,-1.6680265890119539,-0.5921618891101093,0.6489162612105486
Mitch Richmond,1991,GSW,SG,25,,2.9897673419505493,-0.5461511625920542,7.406620224512434,3.1967793241508913,0.16705959494362013,0.3933643873044327,1.5648998491143362,-0.7271081464121439,0.17749089831842343,0.5887351365198982,0.7010054794013078
Tim Hardaway,1991,GSW,PG,24,"MVP-19,AS",3.195940734192868,-0.4457861263808511,6.4025176750916515,6.451562810631065,-1.9749963397455752,1.0335511618613054,0.09400774731759552,-0.7431768533166498,1.4341590684311303,0.13236739371282988,0.5482283362833466
Reggie Miller,1991,IND,SG,25,,3.0199743137543247,-0.3188968531328588,6.147982441487113,2.069607934259846,-0.671830513303088,0.36198315702137535,-0.17691377855387957,-0.35876396087642476,1.7802175012170076,-0.2971959979457458,1.3798028835007885
