opp_Opponent,Location,Opponent,PCA1_1,PCA1_2,PCA1_3,PCA2_1,PCA2_2,PCA2_3,PCA2_4,PCA2_5,PCA3_1,PCA3_2,PCA3_3,PCA4_1,PCA4_2,PCA4_3,PCA5_1,PCA5_2,PCA6_1,PCA6_2,PCA7_1,PCA7_2,PCA7_3,PCA7_4,PCA8_1,PCA8_2
POR,Away,LAC,0.6111074530998548,-0.5881475011859637,0.7948793238247956,-1.4931156975459379,1.4050133127808624,-0.16052284976961342,-1.85773618782121,0.2526373247041514,-0.7166663454604336,-1.3494011970788073,-1.455322348465757,0.5786020063836038,-0.5044770209999436,-0.593075033187746,-0.6370831460971037,-0.2660461425353753,2.34378330944712,0.23575036038955738,0.5054207769601152,1.388488916150262,1.1900114545919072,-0.368284272923822,1.9390234742947954,1.0647863255796002
POR,Home,ORL,-1.3305115987647493,0.3201807703383493,0.10981671236018344,1.6115250906737288,-1.1244290617529897,-0.7076517287939265,-2.311861097516537,-1.743611961805367,1.1849025657838728,-1.7672120915191272,1.1330655904520657,-1.614940735068505,-0.22382836973427353,0.046458410419056545,0.06744680296784926,0.6804298307106671,-2.6603764654424418,-1.0306785022731841,-0.0899097662585374,-0.09804647705764967,-0.7925043765393072,-0.8772850231422208,0.15338969637476882,-1.0539645892387306
POR,Away,PHI,-1.1628375765704864,0.3087465663200116,1.2108979484805018,4.074342349730554,0.24350211729075252,-1.64305904108551,-1.1225129488283925,0.8631013494075761,-0.7570510407330785,2.1950064351227283,-2.1441160126570886,-2.584732905752898,-0.8905602101058433,-0.08856656502716534,0.6576551211663874,0.7634564582839666,0.6667632778986871,-1.2846679212798346,2.4410016549886775,-3.4473580030924524,3.7994444103492233,0.3420899170891198,0.7020671407182271,0.13646410372007284
POR,Away,TOR,-0.7014550540882937,0.25809038294683523,-0.5542651589607895,-2.0492556106520716,-0.719517421472134,0.746253424417299,-0.986687543167242,-0.6596585336973592,1.5363303139315125,1.7308382891422287,-0.32813567206006466,-0.18686909909088414,0.5383103394715688,-0.57357215666703,-1.2555870873603472,0.10392858316026829,-5.82706800854646,-0.3554862945519691,0.2750867900853254,1.003472516931491,-0.5985529621086967,-0.9688050522741871,-0.44095710295441254,-1.951419590704513
POR,Away,DET,-1.6652282026440453,-2.1200261702484817,-0.09517920184340606,-2.7227367007946346,1.7414157922802145,0.6170863370931323,-0.3421193882632648,1.3740319880804663,0.4498030258198938,2.9395602851044957,1.6157674999070837,0.7061892233724663,-1.8972589762466965,0.03180563965836201,4.57259799786557,0.10816800110598397,-2.9222771764746525,-0.30467562989123687,-1.522293288311692,-0.8259842951401725,-2.4117946902733634,0.8598293548722636,0.8516673158196302,-1.535794972848778
POR,Home,MEM,0.2855440212556715,-0.15890330070778838,1.1307390014712335,-3.0560579290593837,1.7001618605489224,-1.28263843423975,-0.9031413369041681,-1.0722195280180222,1.647641523891048,1.8254645221898234,-0.05783244487201478,-1.2239116350670252,-0.6823307514873885,0.06391485007187564,4.004657352164725,-0.2573530621785243,-1.2766310920694484,0.5388223154294532,0.38731160671268644,-2.622395307724042,0.31411933020308125,-0.26626468034812817,-0.5670558379480591,0.20392336996024657
POR,Home,MEM,0.6454804296135997,2.0923912067694475,-0.09533797475226984,-2.1045145755597385,2.0654795516926603,-0.36213571605200195,0.2926582942026359,-1.0363977898205687,0.8463871385350062,0.1437997585323594,-0.4751171395961012,-1.66569242895191,1.5328481879870208,-0.012297634638599316,-1.257701890768071,0.12617917887477473,0.24194540054568295,-0.17865160241284506,0.9735995406768531,-1.0565716733327148,0.1104944708058579,-0.7674822748008454,-1.4879226696631476,0.2595736934558262
POR,Away,SAC,-0.14272874909568734,-2.307570024722744,0.5910132413663473,3.777982597604309,1.3026824969101678,-0.006832630057814262,-0.2736230919937557,-0.4897186408929095,-2.8055536849730607,0.7559508083014227,0.17684804444285798,1.6219934124960773,-1.813958011617156,-0.3460155282834356,2.5245788943452574,-0.4592270961064255,-0.9591754777224215,1.0275514604674572,2.5203316743749693,1.2098276494852354,-0.21766053715461434,0.8756037700579065,1.5300456420128858,0.5648732049930102
POR,Away,LAL,1.1313037307854166,-0.11023781296856752,-0.1295575026549442,3.30873007430284,-3.024032330746514,1.3625643668239524,1.19680385766488,0.12172947250266106,-1.509836084998666,3.1446166106798,1.2474213371619653,1.3803190256073967,0.5627928697355392,-1.0207095864438358,-3.347024936540194,-0.05637780288142303,-2.0422783084213636,-3.4857842488449142,-0.14714231504477443,-0.579745986371927,-2.3522120595340787,1.592503741446038,-0.3205259584643543,0.7460301007469681
POR,Away,UTA,-0.6343248297992831,0.510720962479909,-0.22303342710820234,-2.0468755827602636,-0.9674275682482427,1.3807676908653643,0.0106227437291142,1.5316834878620882,-0.7838127660910272,0.6414903322197641,-1.2947550469103855,-0.9510746621664781,0.34549843193793794,-0.1213635970231928,-0.27773875109482,-0.9939608036716971,-0.15255260453665584,2.3650915188522514,2.3066920025979725,1.0218320054767194,0.46684107628813093,-0.6894541789517888,0.7394807933990747,-0.8568665528932851
