opp_Opponent,Location,Opponent,PCA1_1,PCA1_2,PCA1_3,PCA2_1,PCA2_2,PCA2_3,PCA2_4,PCA2_5,PCA3_1,PCA3_2,PCA3_3,PCA3_4,PCA4_1,PCA4_2,PCA4_3,PCA5_1,PCA5_2,PCA6_1,PCA6_2,PCA7_1,PCA7_2,PCA7_3,PCA7_4,PCA8_1,PCA8_2,PCA8_3
GSW,Home,PHO,-1.1691440630110594,2.061988008622146,1.0118265562552797,-0.44320662284077283,1.3648360284306091,-2.149258326770818,-2.970302812733732,0.7858701721858266,-0.7727361953962223,-0.9017158072617807,-2.468251311024514,1.1686024126815213,-4.5766399206578745,0.2706070741188791,-0.2648338139990135,1.941563408607563,-0.10273833081858649,-1.6466221921360737,-1.1280797263264752,4.706084850721876,0.38177604180115365,1.2068136608233229,-1.252756980524799,-0.37854609372782233,-1.5446057458462585,1.9564928708321812
GSW,Away,SAC,-0.1905964721251348,-1.5057875489415358,0.21523986283963856,2.228994090331961,2.864734132531754,-0.06300493146482013,-0.9992660816007697,-1.5303761734760015,-2.1769143831010833,0.14059903671744273,1.37775973789788,0.06563068646635895,1.9086179715526082,-1.1550726986707296,0.5059580371139545,-1.2662192307049107,0.8925221458508789,-1.5113162128525754,0.28623896408982186,0.27906952279970126,-0.6263618440805069,-1.4623437960156422,1.0142163165726026,1.3587164462799985,-0.03286234881016989,0.13368263814091225
GSW,Away,HOU,-0.9876959913784118,1.331163496820488,-2.0832569325217154,-0.5757453896010682,-0.6916933070871508,0.7654799524136509,1.0977855230614435,1.4335594380861982,0.42322142086791725,1.8649392166068932,1.0887864886424687,0.507675037889245,-0.5282849694128957,2.4692065605705373,0.15081824037373157,1.025134702094082,-0.08267494196385508,-4.201726246556079,-0.9415726224037949,-0.23447966559321776,0.6965604845395853,-0.8646531575519317,0.5577953628188217,0.04103612960861527,-0.8359685149741755,-1.434202955961941
GSW,Away,NOP,1.6385038939555763,-0.568043125425025,0.803866726316034,0.10928765577253687,-1.234113946290071,-0.11979009493707174,-1.412031677083165,-1.6016080656344955,4.995040658926424,-0.34568029649148646,-2.2018031245232743,0.062471055723477255,1.267829105954422,-0.34783513201826255,-0.8657021822454036,-0.4732871948742992,-1.1950663248253415,-3.3080761419307967,-0.04291485314893856,-2.5926266083736946,-2.2014313418050797,1.8028554427714663,-2.002857664229459,0.5562045303344587,-0.6166160444215509,-0.47465443256260315
GSW,Home,SAC,-2.5736481582000548,-0.3953299372761016,-0.2015742213545902,0.07130354961168588,0.46709581724322424,2.0809724094582864,1.3504097363875145,-0.47147135824701064,-3.6638147622835704,1.0380751691530787,-0.6331629538180178,0.38463810148758826,-0.6928448937529549,-0.7528761125543655,0.3393281280971671,-0.8393705733051016,0.9305879175838668,-2.7683111751049507,-0.32214458124633727,2.9442528408498836,-0.6534851341249927,-0.5500582364216426,1.1632821248255933,0.41199958174622353,0.1427710592526127,0.5547244992396873
GSW,Away,OKC,1.9681826813841017,-1.1599550091727782,-0.36732903848183796,2.2858932050915666,1.502916163808503,-0.5641172446649143,1.127602242684758,-0.30854728391600517,-0.8390401989100164,-2.1490611620082194,0.35655279792516154,-1.9367479152584335,2.6868914699967257,0.0696119400718387,-0.2793981285920837,2.4607726011890967,0.33887211751611485,5.647670783903693,-1.4503706966765233,-2.9966977489541113,-2.1840733634192935,-0.849118415504445,-0.1361529142392687,-1.4429204291900448,-1.9739573802797843,2.069200859223566
GSW,Away,CLE,-1.0569525678300575,1.7236191656672326,-0.590143571529456,1.1631127737882831,1.7431674334006164,-1.218968060676737,0.06871906373141758,-0.05382465432135092,-1.534155200832361,-1.514561514367951,-1.773868433978614,0.3622348967622329,-3.0915089084160465,0.7373673874049036,1.2229314353267948,1.9139630194477832,-1.301749513005686,0.12609367814736117,-0.24530276119261668,3.2399736894574485,-1.177684628365168,-0.9678727176749021,-1.5066371985162619,0.3546891083690404,0.22272222853275625,1.3142120533490416
GSW,Away,DET,0.34246555052140865,0.17672864089720994,0.9508086194061974,-0.2590607039222793,0.6060907224184924,-1.483288002171652,-0.5835824921454231,2.3473070753320355,0.20106134597053343,-1.5359169379800073,-0.6400909674768139,-1.4485497909811442,-0.5651736241049707,-0.20330816845218747,-1.14830690083999,0.2835377391529734,-0.19082164311675914,0.1579579245681626,-0.8295503915965513,-1.525459416457948,-1.0160069180363864,-1.1204782089876442,-1.0805807010087112,0.7374798306884723,-0.3700901134823475,0.8472763899276444
GSW,Away,DEN,-2.1288852098422346,0.35149586084969997,-0.07578980612970579,-1.082242896034285,-2.7052207392999494,-1.302876110652265,-1.4756587914615833,-0.5905505425550395,0.1261098350485138,-1.3734467209681296,2.1904659026182838,1.053505226881447,-1.8847211707514477,-0.2138140900058467,-0.11127665645894176,1.5139591406893158,-0.24739801723592217,-1.16975295662776,-0.6858167537914327,0.37995217365835804,0.36125275330472223,-1.076274350451148,-0.31681367397429566,0.023241226666639025,-1.1030677838225396,-1.7548325268383886
GSW,Home,CLE,-1.2831433587618122,0.7015935749771676,-0.20186398050618556,4.547578628311323,-1.9072110709867505,1.3841953695044427,0.14798824428340804,-0.7291246701155586,1.888662210378416,-0.7774506644380311,0.5269430231792414,0.8154660974283929,-2.238707707550978,0.19007427505039623,0.4495558104511483,2.711486606871135,-0.4150977295394896,-0.9436976838299316,-1.2226923808055397,0.010429641883238258,-0.12932006575451999,-0.7130063826538842,-1.4517109614115398,2.5545962365043535,0.8340905843677383,-0.928970929073214
GSW,Home,MIN,-0.8059424060161801,1.5177200368960693,0.2903333125830971,2.13813186241337,0.1519477516763569,-1.0630240522785606,-1.2781393112548,-0.8470264222390476,0.9082994348047945,-3.146543733096519,0.5500233670276823,0.3898700137291923,-3.0430624772063637,0.6063547115178511,-0.3659407503362535,1.9379938947465103,0.6433777361862412,0.7449017485618883,-2.5222804079248244,0.5479245938181203,1.1942366462091516,0.00410818018461723,-1.3523478074747493,0.14848035475306928,0.103372152428331,0.22611117847194345
GSW,Home,MIN,-1.705087599234051,1.022132662152956,-0.32601307719646755,1.3608017154763248,3.4243147164109344,1.1201915148790325,-0.41729794232539624,0.6211743240025673,-0.03177688911867823,-1.2475318349346483,0.8510151752006971,-0.10113915759228952,-2.279842280663698,0.48477477180448203,0.3988261596508533,-0.45652493510785014,0.9612910639101001,-1.2363450091650812,0.1737263304556222,0.0006708776472315166,1.0532661591977484,-0.4126786473527854,-0.5334476228887611,0.9210826803061248,0.6011222401485236,1.8062346966077747
GSW,Home,OKC,-0.3705679359185676,1.1826186087319748,0.41568663210278084,0.3452129275645892,-0.7129483906449284,0.836557275011845,0.3336806612384373,1.451362305078301,1.2544710564906896,-1.858217183200834,-0.7918606659270112,-1.0285364882052075,-2.3318499164816666,0.12170933737708131,0.3538367849007843,-0.05210335999075015,0.10071532170058053,3.725468405614989,0.2304616825769005,-0.8457774411680684,0.14054189229996553,-1.042493924650576,-1.926283062724972,0.3352448361731868,1.6065337196819935,-0.33504181445741477
GSW,Home,OKC,1.3615430352124036,0.813188403352854,-0.32704830872247204,-0.4705983742377702,-0.11553205367392451,0.9559035735716307,1.4750029812798509,0.8951493884567057,0.3473674561429331,-0.6106088960126789,0.504951082902972,0.36837304722898245,-0.4199691609837573,0.9668943954658825,0.2207897756487642,-0.035098239210544974,0.36762633473106265,1.7024609231094634,-3.9112174278546203,0.741643048188823,1.7247008554263772,-0.12803219809553387,-0.3480212899461673,0.5195633080674178,-1.0709607584209124,-0.26028092228138716
