opp_Opponent,Location,Opponent,PCA1_1,PCA1_2,PCA1_3,PCA2_1,PCA2_2,PCA2_3,PCA2_4,PCA2_5,PCA3_1,PCA3_2,PCA3_3,PCA3_4,PCA4_1,PCA4_2,PCA4_3,PCA5_1,PCA5_2,PCA6_1,PCA6_2,PCA7_1,PCA7_2,PCA7_3,PCA7_4,PCA8_1,PCA8_2
ORL,Home,HOU,0.4371423362037186,-0.13940435106892346,0.4853387255980076,-1.9558914033399657,-0.11063261329255801,-0.6319223117177273,-1.7063818581978374,-2.0874401265085685,5.6743856456829125,-0.31637043942901255,-0.10680161453647802,-0.55888184883416,0.07166122243689528,0.03274510407250395,-1.0688006756412152,1.1034429978414646,1.253205930283707,-3.6827653437998857,1.1723545266576927,-3.9346356160399694,-0.1639227079509239,-1.4321076654211942,-1.4843957271530426,-1.5297215999329592,-0.38386512913568455
ORL,Away,POR,-1.6914389485433636,-0.2577948308457954,-0.4323414249874824,-0.8770327270924223,0.5633761162140298,-0.46464853848267174,-0.274623120768814,0.907112607890779,-0.26988132868820724,0.19909810894300314,0.6355706665713341,-1.4006787903012128,-1.0542890706476806,-0.267857531484548,0.07692360837217489,1.8507870619544766,-1.3304508808430253,-3.207223069353169,0.6751178244237978,1.2283902560819113,2.573587236331133,0.739412104970736,-0.9492678932472031,-1.8243456679347114,-2.1897795327582856
ORL,Away,LAL,0.33558399267205224,1.495632106326198,1.1534205085764495,-0.346953942115808,1.3945483175349869,-0.6473390804139209,2.1862156973078717,-0.11824150346889724,0.5158477551236489,-1.7958437685475623,-0.5928411069897671,0.19135028392277292,-2.0423642302557656,0.12715888082647087,1.4015386847290663,-2.157470464919613,-0.16183431499333853,-0.1052214490110852,-2.134853918639527,0.6681952458115998,-3.8326627715911807,-0.05408427229376915,0.10788924789094993,-0.4434735831651859,1.2454388149534228
ORL,Away,LAC,-1.509693806631087,-0.3758717977865559,0.12923425649476133,0.1456758237551003,0.22557614173821808,0.47195800003822586,-0.5807747122678337,-1.100736085404321,-1.9144138956904997,-1.3843001144087859,0.6107243771936297,-0.49647108496539044,-1.807635115739674,-0.17785770971786,-0.80221374931048,1.9451569725487012,-2.269508707512402,1.664671521595677,-0.1313529008442015,1.6781996532693302,-0.13902854189731215,1.5736987385992924,-0.18992860339351694,1.1688221148903308,0.9531608634302913
ORL,Away,UTA,-0.13666559558009425,-0.43816547963114033,0.05096436814592332,0.10748721751708895,3.9848151626498955,1.6258997003815754,-0.3950104207151213,-0.37144668337826325,-0.21581475051980986,2.1308757267692324,1.4888359770505544,-0.15064459268359984,-0.60906725145779,-0.4059431363996009,0.2502870620593903,3.3022674020721907,-0.38341463280796284,-0.20535155543799588,0.4498744072744826,2.5233137247259987,0.08324138073315714,-0.6685442719044317,0.33084096705279187,0.34008403172099094,0.8797203241045415
ORL,Home,LAL,2.279732757791276,0.028389111647283173,1.944447416997229,0.1485381361874018,-0.6223356904111802,0.3828726782095122,0.7440932111805255,1.3773899830018674,3.814475743348269,2.4551463522060852,-0.8372877809744311,-0.42136273859651713,-0.24734965389767558,-0.6938663914272167,0.4397396008946837,-1.1969126639808905,0.9698844198497688,-2.4733560871067457,-0.4166114037041708,-0.24248330598298928,-1.2496287735160196,-3.195675014150499,-0.31937706338905764,-1.8245649862476705,-1.6514931687692742
ORL,Home,DAL,-0.9981191841850434,-0.6982022231360836,0.5233374312432555,1.572163041268528,-0.8518751189942415,2.9147024408185453,-0.6426706005574292,-0.6759735984385465,-0.9431896433906021,-1.411004594336247,0.7797253480135367,1.5007292567401707,-1.3220675575547236,-0.7852284064308588,-0.07748002387610445,-1.496931526729084,0.2840875209395119,1.6864719877839702,1.652863404517979,-0.9937493897461612,-1.752176936576495,0.7862726657677953,0.2860025833776433,0.10556063952245241,-1.1202884827800825
ORL,Home,ATL,0.676222683888562,-0.9253115258123549,0.6579813455790422,0.9347869155224915,1.4763680945208582,0.38077273772228576,-3.4407666212630432,-0.3028435422757403,2.8482831977777208,1.3098161718556696,-1.9919021848073963,-0.09336761069386919,-0.17538782179279916,-1.0168381777844446,0.5176741525342183,2.5398750892280457,-0.6714615959054879,1.6532668203666199,1.6520631280012927,-1.244957313055522,-0.8400027841516344,-2.1546032382302034,-1.0230506387752523,2.2736661466668613,-1.274515640847997
ORL,Home,MIL,-0.8220824621971954,-0.5347001687244903,-0.05981667405302742,-0.43251556760219995,0.8939340255314616,0.8211667212952337,0.3267677384703674,-3.107952246075339,0.8909849750734523,-1.2606847091487254,-2.5250197036076076,-0.17454874238656642,-0.7693234000132012,-0.8210344629831189,0.9628361013324545,3.1655703287728145,0.8968632636819972,-1.7740300545202599,-1.132579743652054,-1.1394785093563582,-1.4386125885219074,-0.5644501369966954,-0.5946868362710342,0.4423463203396615,0.535709937956702
ORL,Away,BRK,-0.021876383132434278,3.0223920237243718,-0.8426418529955373,-1.3177898372388757,0.1038965692559413,0.6589610076587343,0.02677167567401517,-1.2834198801546013,-2.225816165963011,0.661495824469561,-0.5768142378177421,-0.5533818304557595,-0.8447718591559794,2.8983902904123315,-0.2948926843408589,-0.30885931993347665,-0.045623590608942735,4.845572540778151,1.402141637858169,1.646450085067704,1.6360899618459248,0.03386782219529626,0.01775271245471647,2.567228504612082,-1.814911107235071
