opp_Opponent,Location,Opponent,PCA1_1,PCA1_2,PCA1_3,PCA2_1,PCA2_2,PCA2_3,PCA2_4,PCA2_5,PCA3_1,PCA3_2,PCA3_3,PCA3_4,PCA4_1,PCA4_2,PCA4_3,PCA5_1,PCA5_2,PCA6_1,PCA6_2,PCA7_1,PCA7_2,PCA7_3,PCA7_4,PCA8_1,PCA8_2
CHI,Home,OKC,-0.10107545702269843,1.6740123426388729,1.1583348539177887,-1.1806688783479153,1.2214523905144512,-0.5644251653152274,0.5011311953507988,0.7958816907819884,0.03571789890446952,-1.0674651510495996,-0.25449628035619093,1.1537644171601313,-2.221607919024671,1.354960327638755,-0.266982635180444,-0.8954283828215381,-0.11615369803343026,3.800533114164357,-0.8113612485963764,-0.581275319816614,0.8034294667974569,-2.1276476318486788,-0.062120354368072755,-0.5463052722347942,0.03027691077676544
CHI,Home,TOR,-0.7044734965703751,0.7911014455166796,2.1023801757062017,0.4186609714214747,1.9390442650701514,2.7414278189841315,-0.5013402655300601,-1.388631752379554,1.4378717402308359,0.05738341118166837,-0.27067277718823085,-0.5168658691942809,-4.300616395325681,0.5929712670665497,-0.43338068601799035,2.7536728219798325,-0.12935892905962848,-3.454375122928955,-0.6202096133357337,1.0622511246116455,0.007662584058420362,-3.5601823214329635,-1.6670854282088843,-1.0923565337041645,-1.5446446233159226
CHI,Away,DET,-0.955107733653578,-0.17805965647703934,0.6234701391900931,0.23443824495262813,1.5779103127760645,0.5432005582960656,-3.2613630586418867,-0.03927775519659372,-3.384879559205777,-0.8182978598743716,2.828726269392326,-0.3633101728503202,-1.5537652398948267,-0.6786672933681722,1.2433981833487038,-1.4310499187678638,0.32154559370595653,1.617716744867216,-2.7539443899711658,3.5215169174804437,-1.5158564160723962,0.3182101685213997,-1.3257846213444295,-1.4075284915745154,-0.6328647344494072
CHI,Away,IND,-1.6726595261712318,-2.480892579880752,-0.2664543207848088,0.5623291733874205,0.32945957109174107,1.3288721408388882,-1.363114772381605,0.9106780776486121,-0.20274837094674542,1.0882848351298957,0.015291383647033694,-0.2509163736499073,-0.8524581409592205,-2.382047476746409,0.5663294826525637,3.4347426136006245,0.43398946068423494,-3.2217331110246357,1.7387922427194076,0.9037929063132086,-0.15895901813996136,-0.6290511743958608,-0.16555544627969296,-0.09219580482337834,-0.10577674252303886
CHI,Away,DAL,-0.4431526553377221,0.1934294060250492,0.16960079777785053,1.780958483384231,1.394702223329651,2.018643975088848,-0.9726872566000118,-0.7450217597324915,-0.45116833762092035,-0.8517255306938765,0.5090534760908536,-0.37731867747023323,-0.2918093886827132,0.12460243330665564,-0.2644671516702271,-3.3588443111310715,1.5034905094498077,1.133657168627533,1.6737365189114095,0.3105478681171912,-1.7515511658043983,0.015910362155677506,-1.063886307686956,0.544572530975118,-1.2846042452635642
CHI,Home,BRK,-0.424954410190272,-0.5607365115726085,-0.10820813189565916,-4.371726788823283,-2.020505719268322,-0.3939569060819208,-2.3532508545605064,-2.245887877486295,-0.13231710306533706,-0.2686584560782669,-0.8870744864648792,0.46777227059094195,0.10552346426323321,-0.6171655747458055,0.32810411177617044,-2.8023569265449364,-0.8244478710644143,-0.05248563794751402,1.688734767167118,-1.0933066777197291,-0.2648656868255347,-0.5904375284941508,0.4680209629788146,-1.6129359568765507,0.8556298744374132
CHI,Away,DEN,-1.9367542812156007,-0.889960708230993,0.13105922718352594,2.0183750211686267,-0.49050612253429615,-0.8498105169425405,1.3612948931598718,0.030905835634563016,-2.1629245535102077,-0.7201566571500391,-0.175981081994359,0.16074938315403073,-1.7032359111840236,-0.9258497146546034,-0.4592959718882694,0.19380741507523955,-1.220645452393091,2.5833610028415004,-1.3183319920080274,1.830656424982609,-0.45873120682755303,-1.4930448319848912,-0.02271074487786895,1.4855879718522091,1.5699738449347338
CHI,Home,UTA,2.704177298415108,0.29655565681373763,-0.740858083737316,-0.6690781572998832,2.939463306278181,-1.331193325457462,-1.4699473076937943,1.0164012236783184,-2.9150293077609346,-1.0320467410776637,1.1468232129407816,-0.8053331513759171,3.2245427029665295,0.17385998789245086,1.187568782773162,-0.34638570633591065,0.6362357925580758,0.36870695788536695,0.6269737461378013,3.1637293502042905,-0.7526068569415765,2.4583134600843373,0.05128382043982153,-3.7250481209938116,0.24042126286557555
CHI,Home,PHO,0.816531568569527,0.33666798145188526,0.5036007056363908,0.9565808343573924,2.423869242070155,-0.4368718138584394,1.836630936349277,0.9074077396948449,-1.8445244520547335,1.707187835473312,0.8200606868814602,-0.3529851432481509,-0.8041929958276054,0.022778831769891615,1.037091884354661,0.35091132136246556,-0.6432718840679224,-0.6813061776768395,2.325900592140249,3.7762136727424114,1.9200199502958957,0.15214361475745683,0.4534829889673416,-0.9580801253895969,1.5936071354680976
CHI,Home,DET,0.5167614067008507,-0.6573645346483907,-0.06997173897915256,1.7419168448133746,2.1826774844803825,-0.6188566509405377,-1.8430579128406956,0.12303785643413027,-1.4801786117540092,0.19473666369860393,1.3495851906149705,-0.6876568129573408,0.7546829851670176,-0.539598577199895,0.1680942506052707,1.0250474135070338,0.056415662965745454,-2.2009404699029917,-1.0847122574516448,2.058152689782426,-0.7683020393118865,1.8469128035821982,-0.37258501717932735,-1.3945671212345732,-0.7584268331730339
